timestamp,cluster,nodes_owned,nodes_borrowed,nodes_offered,nodes_cur_cap,nodes_inuse,nodes_indemand,jobs_waiting,jobs_running,jobs_done,jobs_rerun,cores_owned,cores_cur_cap,cores_inuse,cores_indemand
31365,bigdata_main,26,0,0,26,18,0,245,139,3273,0,624,624,278,NA
31366,bigdata_main,26,0,0,26,18,0,245,139,3273,0,624,624,278,NA
31367,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31368,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31369,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31370,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31371,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31372,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31373,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31374,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31375,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31376,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31377,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31378,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31379,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31380,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31381,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31382,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31383,bigdata_main,26,0,0,26,18,0,249,139,3273,0,624,624,278,NA
31384,bigdata_main,26,0,0,26,18,0,250,139,3273,0,624,624,278,NA
31385,bigdata_main,26,0,0,26,18,0,250,139,3273,0,624,624,278,NA
31386,bigdata_main,26,0,0,26,18,0,250,139,3273,0,624,624,278,NA
31387,bigdata_main,26,0,0,26,18,0,250,139,3273,0,624,624,278,NA
31388,bigdata_main,26,0,0,26,18,0,250,139,3273,0,624,624,278,NA
31389,bigdata_main,26,0,0,26,18,0,250,139,3273,0,624,624,278,NA
31390,bigdata_main,26,0,0,26,18,0,249,140,3273,0,624,624,280,NA
31391,bigdata_main,26,0,0,26,18,0,249,140,3273,0,624,624,280,NA
31392,bigdata_main,26,0,0,26,18,0,249,140,3273,0,624,624,280,NA
31393,bigdata_main,26,0,0,26,18,0,249,140,3273,0,624,624,280,NA
