trace,arrival,lifespan,cores,jobid,sim,reruns,sim_start,est_end,end,lived,nodenames
trace,11024,248,2,14272_1,sim,0,11024,11272,11272,248,bigdata_main_node_09
trace,11073,215,2,14436_1,sim,0,11073,11288,11288,215,bigdata_main_node_17
trace,10839,455,2,13759_1,sim,0,10839,11294,11294,455,bigdata_main_node_17
trace,11005,330,2,14238_1,sim,0,11005,11335,11335,330,bigdata_main_node_17
trace,10192,1151,2,12300_1,sim,0,10192,11343,11343,1151,bigdata_main_node_03
trace,10194,1152,2,12300_2,sim,0,10194,11346,11346,1152,bigdata_main_node_13
trace,11085,269,2,14473_1,sim,0,11085,11354,11354,269,bigdata_main_node_02
trace,10835,542,2,13742_1,sim,0,10835,11377,11377,542,bigdata_main_node_04
trace,9936,1485,2,11701_1,sim,0,9936,11421,11421,1485,bigdata_main_node_15
trace,9429,2011,2,10779_2,sim,0,9429,11440,11440,2011,bigdata_main_node_06
trace,9429,2012,2,10779_1,sim,0,9429,11441,11441,2012,bigdata_main_node_06
trace,9429,2012,2,10779_3,sim,0,9429,11441,11441,2012,bigdata_main_node_06
trace,9429,2012,2,10779_4,sim,0,9429,11441,11441,2012,bigdata_main_node_06
trace,9431,2011,2,10779_8,sim,0,9431,11442,11442,2011,bigdata_main_node_10
trace,9432,2010,2,10779_5,sim,0,9432,11442,11442,2010,bigdata_main_node_10
trace,9432,2010,2,10779_6,sim,0,9432,11442,11442,2010,bigdata_main_node_10
trace,9432,2010,2,10779_7,sim,0,9432,11442,11442,2010,bigdata_main_node_10
trace,9432,2010,2,10779_11,sim,0,9432,11442,11442,2010,bigdata_main_node_10
trace,9432,2012,2,10779_10,sim,0,9432,11444,11444,2012,bigdata_main_node_10
trace,9433,2011,2,10779_9,sim,0,9433,11444,11444,2011,bigdata_main_node_10
trace,9432,2013,2,10779_12,sim,0,9432,11445,11445,2013,bigdata_main_node_10
trace,11005,472,2,14229_1,sim,0,11005,11477,11477,472,bigdata_main_node_02
trace,11272,316,2,14984_1,sim,0,11272,11588,11588,316,bigdata_main_node_07
trace,11349,239,2,15150_1,sim,0,11349,11588,11588,239,bigdata_main_node_06
trace,11261,332,2,14955_1,sim,0,11261,11593,11593,332,bigdata_main_node_02
trace,11021,579,2,14269_1,sim,0,11021,11600,11600,579,bigdata_main_node_09
trace,11072,529,2,14434_1,sim,0,11072,11601,11601,529,bigdata_main_node_04
trace,9936,1713,2,11704_1,sim,0,9936,11649,11649,1713,bigdata_main_node_15
trace,11103,566,2,14492_1,sim,0,11103,11669,11669,566,bigdata_main_node_18
trace,6074,5599,2,6990_1,sim,0,6074,11673,11673,5599,bigdata_main_node_02
trace,11349,328,2,15153_1,sim,0,11349,11677,11677,328,bigdata_main_node_06
trace,11438,273,2,15301_1,sim,0,11438,11711,11711,273,bigdata_main_node_16
trace,11339,374,2,15139_1,sim,0,11339,11713,11713,374,bigdata_main_node_17
trace,11008,722,2,14241_1,sim,0,11008,11730,11730,722,bigdata_main_node_18
trace,11005,734,2,14231_1,sim,0,11005,11739,11739,734,bigdata_main_node_13
trace,10541,1256,2,12897_1,sim,0,10541,11797,11797,1256,bigdata_main_node_17
trace,11618,218,2,15669_1,sim,0,11618,11836,11836,218,bigdata_main_node_07
trace,11598,254,2,15662_1,sim,0,11598,11852,11852,254,bigdata_main_node_02
trace,11666,195,2,15756_1,sim,0,11666,11861,11861,195,bigdata_main_node_15
trace,10577,1285,2,13033_2,sim,0,10577,11862,11862,1285,bigdata_main_node_18
trace,10578,1284,2,13033_1,sim,0,10578,11862,11862,1284,bigdata_main_node_18
trace,11631,256,2,15694_1,sim,0,11631,11887,11887,256,bigdata_main_node_06
trace,10843,1056,2,13764_1,sim,0,10843,11899,11899,1056,bigdata_main_node_16
trace,11439,462,2,15319_1,sim,0,11439,11901,11901,462,bigdata_main_node_16
trace,11666,245,2,15737_1,sim,0,11666,11911,11911,245,bigdata_main_node_06
trace,11445,491,2,15316_1,sim,0,11445,11936,11936,491,bigdata_main_node_16
trace,10572,1366,2,13036_4,sim,0,10572,11938,11938,1366,bigdata_main_node_02
trace,10269,1675,2,12396_1,sim,0,10269,11944,11944,1675,bigdata_main_node_04
trace,10582,1364,2,13036_1,sim,0,10582,11946,11946,1364,bigdata_main_node_18
trace,10580,1369,2,13036_3,sim,0,10580,11949,11949,1369,bigdata_main_node_18
trace,11757,193,2,15974_1,sim,0,11757,11950,11950,193,bigdata_main_node_13
trace,10582,1369,2,13036_2,sim,0,10582,11951,11951,1369,bigdata_main_node_18
trace,11433,531,2,15299_1,sim,0,11433,11964,11964,531,bigdata_main_node_15
trace,11676,291,2,15759_1,sim,0,11676,11967,11967,291,bigdata_main_node_18
trace,11673,309,2,15754_1,sim,0,11673,11982,11982,309,bigdata_main_node_02
trace,11342,643,2,15144_2,sim,0,11342,11985,11985,643,bigdata_main_node_17
trace,11343,642,2,15144_1,sim,0,11343,11985,11985,642,bigdata_main_node_17
trace,9915,2078,2,11684_2,sim,0,9915,11993,11993,2078,bigdata_main_node_09
trace,9922,2077,2,11684_3,sim,0,9922,11999,11999,2077,bigdata_main_node_14
trace,9922,2082,2,11684_4,sim,0,9922,12004,12004,2082,bigdata_main_node_14
trace,9922,2086,2,11684_1,sim,0,9922,12008,12008,2086,bigdata_main_node_14
trace,11294,717,2,15031_1,sim,0,11294,12011,12011,717,bigdata_main_node_18
trace,11625,390,2,15683_1,sim,0,11625,12015,12015,390,bigdata_main_node_06
trace,11815,211,2,16069_1,sim,0,11815,12026,12026,211,bigdata_main_node_03
trace,11723,321,2,15890_1,sim,0,11723,12044,12044,321,bigdata_main_node_06
trace,11864,207,2,16185_1,sim,0,11864,12071,12071,207,bigdata_main_node_02
trace,8152,3937,2,9351_1,sim,0,8152,12089,12089,3937,bigdata_main_node_02
trace,8152,3938,2,9351_2,sim,0,8152,12090,12090,3938,bigdata_main_node_03
trace,11900,190,2,16322_1,sim,0,11900,12090,12090,190,bigdata_main_node_16
trace,8152,3939,2,9351_3,sim,0,8152,12091,12091,3939,bigdata_main_node_03
trace,11894,226,2,16295_1,sim,0,11894,12120,12120,226,bigdata_main_node_06
trace,11932,190,2,16409_1,sim,0,11932,12122,12122,190,bigdata_main_node_03
trace,11928,206,2,16398_1,sim,0,11928,12134,12134,206,bigdata_main_node_03
trace,11912,238,2,16361_1,sim,0,11912,12150,12150,238,bigdata_main_node_06
trace,11103,1064,2,14489_1,sim,0,11103,12167,12167,1064,bigdata_main_node_04
trace,9718,2489,2,11341_1,sim,0,9718,12207,12207,2489,bigdata_main_node_06
trace,9718,2489,2,11341_3,sim,0,9718,12207,12207,2489,bigdata_main_node_13
trace,9514,2698,2,10939_3,sim,0,9514,12212,12212,2698,bigdata_main_node_12
trace,9514,2698,2,10939_4,sim,0,9514,12212,12212,2698,bigdata_main_node_12
trace,9515,2699,2,10939_5,sim,0,9515,12214,12214,2699,bigdata_main_node_12
trace,9515,2699,2,10939_7,sim,0,9515,12214,12214,2699,bigdata_main_node_12
trace,9516,2698,2,10939_10,sim,0,9516,12214,12214,2698,bigdata_main_node_13
trace,9516,2700,2,10939_9,sim,0,9516,12216,12216,2700,bigdata_main_node_13
trace,9516,2700,2,10939_12,sim,0,9516,12216,12216,2700,bigdata_main_node_13
trace,9514,2703,2,10939_1,sim,0,9514,12217,12217,2703,bigdata_main_node_05
trace,9713,2504,2,11341_2,sim,0,9713,12217,12217,2504,bigdata_main_node_07
trace,9514,2707,2,10939_2,sim,0,9514,12221,12221,2707,bigdata_main_node_12
trace,9514,2707,2,10939_8,sim,0,9514,12221,12221,2707,bigdata_main_node_12
trace,9514,2707,2,10939_11,sim,0,9514,12221,12221,2707,bigdata_main_node_12
trace,9516,2710,2,10939_6,sim,0,9516,12226,12226,2710,bigdata_main_node_12
trace,9979,2274,2,11809_1,sim,0,9979,12253,12253,2274,bigdata_main_node_16
trace,9506,2755,2,10936_2,sim,0,9506,12261,12261,2755,bigdata_main_node_11
trace,9506,2756,2,10936_4,sim,0,9506,12262,12262,2756,bigdata_main_node_11
trace,9505,2758,2,10936_1,sim,0,9505,12263,12263,2758,bigdata_main_node_09
trace,9507,2756,2,10936_7,sim,0,9507,12263,12263,2756,bigdata_main_node_12
trace,9507,2756,2,10936_8,sim,0,9507,12263,12263,2756,bigdata_main_node_12
trace,9508,2755,2,10936_9,sim,0,9508,12263,12263,2755,bigdata_main_node_04
trace,9507,2758,2,10936_5,sim,0,9507,12265,12265,2758,bigdata_main_node_11
trace,9509,2757,2,10936_12,sim,0,9509,12266,12266,2757,bigdata_main_node_12
trace,9509,2758,2,10936_6,sim,0,9509,12267,12267,2758,bigdata_main_node_04
trace,9509,2760,2,10936_10,sim,0,9509,12269,12269,2760,bigdata_main_node_12
trace,9506,2766,2,10936_3,sim,0,9506,12272,12272,2766,bigdata_main_node_11
trace,9511,2763,2,10936_11,sim,0,9511,12274,12274,2763,bigdata_main_node_06
trace,10002,2272,2,11881_3,sim,0,10002,12274,12274,2272,bigdata_main_node_01
trace,10003,2273,2,11881_2,sim,0,10003,12276,12276,2273,bigdata_main_node_06
trace,10045,2232,2,12039_1,sim,0,10045,12277,12277,2232,bigdata_main_node_07
trace,10046,2231,2,12039_2,sim,0,10046,12277,12277,2231,bigdata_main_node_09
trace,10003,2277,2,11881_1,sim,0,10003,12280,12280,2277,bigdata_main_node_04
trace,10050,2234,2,12039_3,sim,0,10050,12284,12284,2234,bigdata_main_node_09
trace,12104,183,2,16668_1,sim,0,12104,12287,12287,183,bigdata_main_node_09
trace,12040,277,2,16557_1,sim,0,12040,12317,12317,277,bigdata_main_node_06
trace,11618,701,2,15667_1,sim,0,11618,12319,12319,701,bigdata_main_node_04
trace,10975,1357,2,14163_1,sim,0,10975,12332,12332,1357,bigdata_main_node_02
trace,9925,2416,2,11686_2,sim,0,9925,12341,12341,2416,bigdata_main_node_14
trace,9920,2422,2,11686_4,sim,0,9920,12342,12342,2422,bigdata_main_node_09
trace,9922,2420,2,11686_1,sim,0,9922,12342,12342,2420,bigdata_main_node_14
trace,10563,1781,2,13000_1,sim,0,10563,12344,12344,1781,bigdata_main_node_18
trace,10565,1781,2,13000_2,sim,0,10565,12346,12346,1781,bigdata_main_node_18
trace,10566,1781,2,13000_3,sim,0,10566,12347,12347,1781,bigdata_main_node_18
trace,9926,2425,2,11686_3,sim,0,9926,12351,12351,2425,bigdata_main_node_14
trace,10777,1590,2,13623_1,sim,0,10777,12367,12367,1590,bigdata_main_node_03
trace,10777,1590,2,13623_2,sim,0,10777,12367,12367,1590,bigdata_main_node_04
trace,10780,1588,2,13623_3,sim,0,10780,12368,12368,1588,bigdata_main_node_04
trace,11280,1114,2,14998_2,sim,0,11280,12394,12394,1114,bigdata_main_node_10
trace,11280,1114,2,14998_3,sim,0,11280,12394,12394,1114,bigdata_main_node_18
trace,11280,1115,2,14998_1,sim,0,11280,12395,12395,1115,bigdata_main_node_09
trace,11798,621,2,16063_1,sim,0,11798,12419,12419,621,bigdata_main_node_18
trace,11085,1358,2,14475_1,sim,0,11085,12443,12443,1358,bigdata_main_node_08
trace,11371,1093,2,15218_1,sim,0,11371,12464,12464,1093,bigdata_main_node_06
trace,10731,1736,2,13474_1,sim,0,10731,12467,12467,1736,bigdata_main_node_04
trace,11377,1097,2,15218_2,sim,0,11377,12474,12474,1097,bigdata_main_node_04
trace,11730,796,2,15916_1,sim,0,11730,12526,12526,796,bigdata_main_node_16
trace,11851,688,2,16152_1,sim,0,11851,12539,12539,688,bigdata_main_node_03
trace,12291,287,2,16932_1,sim,0,12291,12578,12578,287,bigdata_main_node_07
trace,11082,1509,2,14469_1,sim,0,11082,12591,12591,1509,bigdata_main_node_08
trace,11082,1509,2,14469_2,sim,0,11082,12591,12591,1509,bigdata_main_node_02
trace,11886,706,2,16263_1,sim,0,11886,12592,12592,706,bigdata_main_node_15
trace,11798,812,2,16067_1,sim,0,11798,12610,12610,812,bigdata_main_node_17
trace,11798,812,2,16067_2,sim,0,11798,12610,12610,812,bigdata_main_node_17
trace,12331,332,2,17021_1,sim,0,12331,12663,12663,332,bigdata_main_node_04
trace,12291,389,2,16934_1,sim,0,12291,12680,12680,389,bigdata_main_node_07
trace,11346,1370,2,15148_1,sim,0,11346,12716,12716,1370,bigdata_main_node_13
trace,7436,5320,2,8870_1,sim,0,7436,12756,12756,5320,bigdata_main_node_01
trace,12104,668,2,16666_1,sim,0,12104,12772,12772,668,bigdata_main_node_06
trace,11581,1212,2,15645_1,sim,0,11581,12793,12793,1212,bigdata_main_node_06
trace,12301,506,2,16942_1,sim,0,12301,12807,12807,506,bigdata_main_node_04
trace,11843,974,2,16148_1,sim,0,11843,12817,12817,974,bigdata_main_node_07
trace,11843,974,2,16148_2,sim,0,11843,12817,12817,974,bigdata_main_node_03
trace,12283,537,2,16924_1,sim,0,12283,12820,12820,537,bigdata_main_node_15
trace,12229,605,2,16851_1,sim,0,12229,12834,12834,605,bigdata_main_node_04
trace,12331,519,2,17023_1,sim,0,12331,12850,12850,519,bigdata_main_node_04
trace,12331,519,2,17023_2,sim,0,12331,12850,12850,519,bigdata_main_node_04
trace,10731,2128,2,13477_1,sim,0,10731,12859,12859,2128,bigdata_main_node_05
trace,10363,2529,2,12566_1,sim,0,10363,12892,12892,2529,bigdata_main_node_08
trace,10364,2528,2,12566_3,sim,0,10364,12892,12892,2528,bigdata_main_node_08
trace,10364,2529,2,12566_6,sim,0,10364,12893,12893,2529,bigdata_main_node_17
trace,10364,2530,2,12566_5,sim,0,10364,12894,12894,2530,bigdata_main_node_08
trace,10366,2528,2,12566_10,sim,0,10366,12894,12894,2528,bigdata_main_node_17
trace,10366,2529,2,12566_12,sim,0,10366,12895,12895,2529,bigdata_main_node_17
trace,10367,2531,2,12566_11,sim,0,10367,12898,12898,2531,bigdata_main_node_17
trace,10364,2535,2,12566_2,sim,0,10364,12899,12899,2535,bigdata_main_node_08
trace,10365,2543,2,12566_9,sim,0,10365,12908,12908,2543,bigdata_main_node_17
trace,10369,2539,2,12566_4,sim,0,10369,12908,12908,2539,bigdata_main_node_17
trace,10365,2551,2,12566_8,sim,0,10365,12916,12916,2551,bigdata_main_node_17
trace,10365,2552,2,12566_7,sim,0,10365,12917,12917,2552,bigdata_main_node_17
trace,11618,1354,2,15672_1,sim,0,11618,12972,12972,1354,bigdata_main_node_09
trace,12033,943,2,16536_1,sim,0,12033,12976,12976,943,bigdata_main_node_03
trace,12033,943,2,16536_2,sim,0,12033,12976,12976,943,bigdata_main_node_04
trace,9926,3057,2,11689_3,sim,0,9926,12983,12983,3057,bigdata_main_node_14
trace,12296,693,2,16939_1,sim,0,12296,12989,12989,693,bigdata_main_node_17
trace,12296,693,2,16939_2,sim,0,12296,12989,12989,693,bigdata_main_node_17
trace,9929,3066,2,11689_2,sim,0,9929,12995,12995,3066,bigdata_main_node_15
trace,9926,3074,2,11689_4,sim,0,9926,13000,13000,3074,bigdata_main_node_14
trace,9933,3068,2,11689_1,sim,0,9933,13001,13001,3068,bigdata_main_node_15
trace,12756,268,2,17493_1,sim,0,12756,13024,13024,268,bigdata_main_node_15
trace,12795,247,2,17670_1,sim,0,12795,13042,13042,247,bigdata_main_node_11
trace,12795,247,2,17670_4,sim,0,12795,13042,13042,247,bigdata_main_node_16
trace,12795,248,2,17670_2,sim,0,12795,13043,13043,248,bigdata_main_node_11
trace,12795,248,2,17670_3,sim,0,12795,13043,13043,248,bigdata_main_node_16
trace,9923,3136,2,11694_4,sim,0,9923,13059,13059,3136,bigdata_main_node_14
trace,9930,3130,2,11694_3,sim,0,9930,13060,13060,3130,bigdata_main_node_15
trace,9929,3140,2,11694_2,sim,0,9929,13069,13069,3140,bigdata_main_node_15
trace,9926,3147,2,11694_1,sim,0,9926,13073,13073,3147,bigdata_main_node_15
trace,12867,275,2,17924_1,sim,0,12867,13142,13142,275,bigdata_main_node_16
trace,12795,399,2,17665_1,sim,0,12795,13194,13194,399,bigdata_main_node_17
trace,12757,451,2,17514_1,sim,0,12757,13208,13208,451,bigdata_main_node_07
trace,12941,274,2,18077_1,sim,0,12941,13215,13215,274,bigdata_main_node_02
trace,13013,271,2,18248_1,sim,0,13013,13284,13284,271,bigdata_main_node_15
trace,11498,1824,2,15450_2,sim,0,11498,13322,13322,1824,bigdata_main_node_16
trace,11498,1825,2,15450_1,sim,0,11498,13323,13323,1825,bigdata_main_node_02
trace,1629,11707,2,3113_1,sim,0,1629,13336,13336,11707,bigdata_main_node_02
trace,12795,554,2,17662_1,sim,0,12795,13349,13349,554,bigdata_main_node_17
trace,13085,275,2,18448_1,sim,0,13085,13360,13360,275,bigdata_main_node_13
trace,13081,286,2,18430_1,sim,0,13081,13367,13367,286,bigdata_main_node_15
trace,13077,299,2,18426_1,sim,0,13077,13376,13376,299,bigdata_main_node_15
trace,12795,586,2,17659_1,sim,0,12795,13381,13381,586,bigdata_main_node_08
trace,12839,543,2,17830_1,sim,0,12839,13382,13382,543,bigdata_main_node_07
trace,12875,509,2,17961_1,sim,0,12875,13384,13384,509,bigdata_main_node_16
trace,12795,592,2,17667_1,sim,0,12795,13387,13387,592,bigdata_main_node_11
trace,12795,592,2,17667_2,sim,0,12795,13387,13387,592,bigdata_main_node_11
trace,12757,631,2,17517_1,sim,0,12757,13388,13388,631,bigdata_main_node_07
trace,13139,285,2,18517_1,sim,0,13139,13424,13424,285,bigdata_main_node_03
trace,13063,385,2,18394_1,sim,0,13063,13448,13448,385,bigdata_main_node_15
trace,13063,385,2,18394_2,sim,0,13063,13448,13448,385,bigdata_main_node_16
trace,13063,385,2,18394_3,sim,0,13063,13448,13448,385,bigdata_main_node_16
trace,12943,512,2,18085_1,sim,0,12943,13455,13455,512,bigdata_main_node_08
trace,12943,512,2,18085_2,sim,0,12943,13455,13455,512,bigdata_main_node_09
trace,12757,724,2,17519_1,sim,0,12757,13481,13481,724,bigdata_main_node_08
trace,13065,417,2,18399_1,sim,0,13065,13482,13482,417,bigdata_main_node_13
trace,13017,484,2,18251_1,sim,0,13017,13501,13501,484,bigdata_main_node_09
trace,13245,297,2,18907_1,sim,0,13245,13542,13542,297,bigdata_main_node_03
trace,13126,419,2,18481_1,sim,0,13126,13545,13545,419,bigdata_main_node_13
trace,12941,637,2,18080_1,sim,0,12941,13578,13578,637,bigdata_main_node_08
trace,13050,559,2,18362_1,sim,0,13050,13609,13609,559,bigdata_main_node_15
trace,13051,559,2,18362_2,sim,0,13051,13610,13610,559,bigdata_main_node_11
trace,13312,298,2,19077_1,sim,0,13312,13610,13610,298,bigdata_main_node_15
trace,12893,719,2,18003_1,sim,0,12893,13612,13612,719,bigdata_main_node_17
trace,8813,4805,2,10056_1,sim,0,8813,13618,13618,4805,bigdata_main_node_01
trace,12958,674,2,18119_1,sim,0,12958,13632,13632,674,bigdata_main_node_09
trace,13432,216,2,19425_1,sim,0,13432,13648,13648,216,bigdata_main_node_11
trace,13235,425,2,18848_1,sim,0,13235,13660,13660,425,bigdata_main_node_07
trace,13228,447,2,18824_1,sim,0,13228,13675,13675,447,bigdata_main_node_02
trace,13148,530,2,18520_1,sim,0,13148,13678,13678,530,bigdata_main_node_16
trace,11645,2065,2,15718_1,sim,0,11645,13710,13710,2065,bigdata_main_node_06
trace,13415,313,2,19390_1,sim,0,13415,13728,13728,313,bigdata_main_node_02
trace,13541,194,2,19683_1,sim,0,13541,13735,13735,194,bigdata_main_node_08
trace,9925,3824,2,11692_1,sim,0,9925,13749,13749,3824,bigdata_main_node_14
trace,9926,3825,2,11692_3,sim,0,9926,13751,13751,3825,bigdata_main_node_14
trace,9926,3834,2,11692_4,sim,0,9926,13760,13760,3834,bigdata_main_node_14
trace,9931,3835,2,11692_2,sim,0,9931,13766,13766,3835,bigdata_main_node_15
trace,13529,237,2,19664_1,sim,0,13529,13766,13766,237,bigdata_main_node_13
trace,13126,663,2,18479_1,sim,0,13126,13789,13789,663,bigdata_main_node_13
trace,13417,380,2,19419_1,sim,0,13417,13797,13797,380,bigdata_main_node_02
trace,13454,358,2,19505_1,sim,0,13454,13812,13812,358,bigdata_main_node_03
trace,13589,230,2,19795_1,sim,0,13589,13819,13819,230,bigdata_main_node_08
trace,13412,420,2,19387_1,sim,0,13412,13832,13832,420,bigdata_main_node_07
trace,13017,818,2,18256_1,sim,0,13017,13835,13835,818,bigdata_main_node_09
trace,13318,523,2,19080_1,sim,0,13318,13841,13841,523,bigdata_main_node_03
trace,13611,259,2,19856_1,sim,0,13611,13870,13870,259,bigdata_main_node_11
trace,13593,281,2,19798_1,sim,0,13593,13874,13874,281,bigdata_main_node_16
trace,13635,246,2,19911_1,sim,0,13635,13881,13881,246,bigdata_main_node_09
trace,12949,937,2,18093_1,sim,0,12949,13886,13886,937,bigdata_main_node_09
trace,12977,919,2,18174_1,sim,0,12977,13896,13896,919,bigdata_main_node_09
trace,12977,919,2,18174_2,sim,0,12977,13896,13896,919,bigdata_main_node_09
trace,13566,343,2,19759_1,sim,0,13566,13909,13909,343,bigdata_main_node_08
trace,13566,343,2,19759_3,sim,0,13566,13909,13909,343,bigdata_main_node_13
trace,13572,343,2,19759_4,sim,0,13572,13915,13915,343,bigdata_main_node_15
trace,13573,342,2,19759_2,sim,0,13573,13915,13915,342,bigdata_main_node_15
trace,13424,500,2,19417_1,sim,0,13424,13924,13924,500,bigdata_main_node_11
trace,13733,211,2,20240_1,sim,0,13733,13944,13944,211,bigdata_main_node_16
trace,13729,224,2,20234_1,sim,0,13729,13953,13953,224,bigdata_main_node_02
trace,13778,201,2,20362_1,sim,0,13778,13979,13979,201,bigdata_main_node_13
trace,13382,609,2,19310_1,sim,0,13382,13991,13991,609,bigdata_main_node_07
trace,13382,609,2,19310_2,sim,0,13382,13991,13991,609,bigdata_main_node_08
trace,13366,645,2,19257_1,sim,0,13366,14011,14011,645,bigdata_main_node_13
trace,13663,366,2,19981_1,sim,0,13663,14029,14029,366,bigdata_main_node_07
trace,13279,786,2,18990_1,sim,0,13279,14065,14065,786,bigdata_main_node_03
trace,13756,349,2,20295_1,sim,0,13756,14105,14105,349,bigdata_main_node_16
trace,13454,654,2,19507_1,sim,0,13454,14108,14108,654,bigdata_main_node_03
trace,13454,654,2,19507_2,sim,0,13454,14108,14108,654,bigdata_main_node_03
trace,13884,234,2,20478_1,sim,0,13884,14118,14118,234,bigdata_main_node_11
trace,13278,849,2,18992_1,sim,0,13278,14127,14127,849,bigdata_main_node_03
trace,13805,329,2,20389_1,sim,0,13805,14134,14134,329,bigdata_main_node_02
trace,13612,534,2,19859_1,sim,0,13612,14146,14146,534,bigdata_main_node_15
trace,13846,300,2,20461_1,sim,0,13846,14146,14146,300,bigdata_main_node_03
trace,13834,333,2,20432_1,sim,0,13834,14167,14167,333,bigdata_main_node_07
trace,13811,381,2,20387_1,sim,0,13811,14192,14192,381,bigdata_main_node_05
trace,13846,349,2,20463_1,sim,0,13846,14195,14195,349,bigdata_main_node_08
trace,13884,316,2,20475_1,sim,0,13884,14200,14200,316,bigdata_main_node_09
trace,13940,270,2,20511_1,sim,0,13940,14210,14210,270,bigdata_main_node_11
trace,9929,4285,2,11697_1,sim,0,9929,14214,14214,4285,bigdata_main_node_15
trace,9929,4285,2,11697_2,sim,0,9929,14214,14214,4285,bigdata_main_node_15
trace,13849,365,2,20467_1,sim,0,13849,14214,14214,365,bigdata_main_node_09
trace,14004,211,2,20546_1,sim,0,14004,14215,14215,211,bigdata_main_node_15
trace,13948,276,2,20521_1,sim,0,13948,14224,14224,276,bigdata_main_node_15
trace,9932,4296,2,11697_3,sim,0,9932,14228,14228,4296,bigdata_main_node_15
trace,11362,2867,2,15187_1,sim,0,11362,14229,14229,2867,bigdata_main_node_02
trace,9933,4300,2,11697_4,sim,0,9933,14233,14233,4300,bigdata_main_node_15
trace,13053,1180,2,18365_1,sim,0,13053,14233,14233,1180,bigdata_main_node_11
trace,13792,466,2,20381_1,sim,0,13792,14258,14258,466,bigdata_main_node_13
trace,13805,461,2,20392_1,sim,0,13805,14266,14266,461,bigdata_main_node_15
trace,13934,339,2,20508_1,sim,0,13934,14273,14273,339,bigdata_main_node_08
trace,13106,1188,2,18469_1,sim,0,13106,14294,14294,1188,bigdata_main_node_13
trace,13106,1188,2,18469_2,sim,0,13106,14294,14294,1188,bigdata_main_node_13
trace,12867,1445,2,17919_1,sim,0,12867,14312,14312,1445,bigdata_main_node_15
trace,12997,1321,2,18197_1,sim,0,12997,14318,14318,1321,bigdata_main_node_15
trace,14040,316,2,20563_1,sim,0,14040,14356,14356,316,bigdata_main_node_05
trace,14018,364,2,20553_1,sim,0,14018,14382,14382,364,bigdata_main_node_16
trace,11908,2500,2,16357_1,sim,0,11908,14408,14408,2500,bigdata_main_node_16
trace,12925,1493,2,18063_1,sim,0,12925,14418,14418,1493,bigdata_main_node_02
trace,14158,284,2,20596_1,sim,0,14158,14442,14442,284,bigdata_main_node_02
trace,13159,1294,2,18573_1,sim,0,13159,14453,14453,1294,bigdata_main_node_03
trace,14023,456,2,20558_1,sim,0,14023,14479,14479,456,bigdata_main_node_09
trace,14073,412,2,20572_1,sim,0,14073,14485,14485,412,bigdata_main_node_10
trace,13759,746,2,20301_1,sim,0,13759,14505,14505,746,bigdata_main_node_05
trace,13764,744,2,20301_2,sim,0,13764,14508,14508,744,bigdata_main_node_05
trace,13717,818,2,20188_1,sim,0,13717,14535,14535,818,bigdata_main_node_11
trace,13717,818,2,20188_2,sim,0,13717,14535,14535,818,bigdata_main_node_15
trace,12886,1665,2,17985_1,sim,0,12886,14551,14551,1665,bigdata_main_node_02
trace,12886,1667,2,17985_2,sim,0,12886,14553,14553,1667,bigdata_main_node_02
trace,12886,1667,2,17985_3,sim,0,12886,14553,14553,1667,bigdata_main_node_02
trace,12886,1667,2,17985_4,sim,0,12886,14553,14553,1667,bigdata_main_node_02
trace,12943,1619,2,18083_1,sim,0,12943,14562,14562,1619,bigdata_main_node_08
trace,12943,1619,2,18083_2,sim,0,12943,14562,14562,1619,bigdata_main_node_08
trace,14341,268,2,20670_1,sim,0,14341,14609,14609,268,bigdata_main_node_09
trace,14072,539,2,20570_1,sim,0,14072,14611,14611,539,bigdata_main_node_03
trace,14072,539,2,20570_2,sim,0,14072,14611,14611,539,bigdata_main_node_10
trace,14404,224,2,20693_1,sim,0,14404,14628,14628,224,bigdata_main_node_13
trace,14362,269,2,20676_1,sim,0,14362,14631,14631,269,bigdata_main_node_05
trace,14412,221,2,20705_1,sim,0,14412,14633,14633,221,bigdata_main_node_16
trace,13740,913,2,20269_1,sim,0,13740,14653,14653,913,bigdata_main_node_08
trace,13740,913,2,20269_2,sim,0,13740,14653,14653,913,bigdata_main_node_16
trace,14389,266,2,20691_1,sim,0,14389,14655,14655,266,bigdata_main_node_13
trace,14457,238,2,20722_1,sim,0,14457,14695,14695,238,bigdata_main_node_03
trace,14367,331,2,20679_1,sim,0,14367,14698,14698,331,bigdata_main_node_11
trace,14018,699,2,20555_1,sim,0,14018,14717,14717,699,bigdata_main_node_16
trace,14018,700,2,20555_2,sim,0,14018,14718,14718,700,bigdata_main_node_09
trace,14466,255,2,20728_1,sim,0,14466,14721,14721,255,bigdata_main_node_03
trace,13563,1159,2,19756_3,sim,0,13563,14722,14722,1159,bigdata_main_node_03
trace,14336,390,2,20662_1,sim,0,14336,14726,14726,390,bigdata_main_node_08
trace,13569,1159,2,19756_1,sim,0,13569,14728,14728,1159,bigdata_main_node_09
trace,13569,1159,2,19756_2,sim,0,13569,14728,14728,1159,bigdata_main_node_09
trace,13569,1159,2,19756_4,sim,0,13569,14728,14728,1159,bigdata_main_node_15
trace,14530,198,2,20762_1,sim,0,14530,14728,14728,198,bigdata_main_node_03
trace,14490,268,2,20741_1,sim,0,14490,14758,14758,268,bigdata_main_node_03
