trace,arrival,lifespan,cores,ram,jobid,sim,reruns,sim_start,est_end,end,lived,nodenames
trace,28731,486.0,8.0,14.0,820.0,sim,0,28731,29217.0,29217,486,cloud50_node_14
trace,29377,421.0,8.0,14.0,829.0,sim,0,29377,29798.0,29798,421,cloud50_node_13
trace,29417,385.0,2.0,3.5,836.0,sim,0,29417,29802.0,29802,385,cloud50_node_14
trace,29424,379.0,4.0,7.0,838.0,sim,0,29424,29803.0,29803,379,cloud50_node_14
trace,29401,403.0,8.0,14.0,833.0,sim,0,29401,29804.0,29804,403,cloud50_node_14
trace,29385,421.0,1.0,2.0,830.0,sim,0,29385,29806.0,29806,421,cloud50_node_13
trace,29409,397.0,2.0,3.5,835.0,sim,0,29409,29806.0,29806,397,cloud50_node_13
trace,29362,445.0,1.0,2.0,826.0,sim,0,29362,29807.0,29807,445,cloud50_node_13
trace,29393,415.0,1.0,2.0,832.0,sim,0,29393,29808.0,29808,415,cloud50_node_13
trace,29370,439.0,2.0,3.5,827.0,sim,0,29370,29809.0,29809,439,cloud50_node_13
trace,29432,379.0,2.0,3.5,839.0,sim,0,29432,29811.0,29811,379,cloud50_node_14
trace,29439,373.0,1.0,2.0,841.0,sim,0,29439,29812.0,29812,373,cloud50_node_13
trace,29455,360.0,1.0,2.0,844.0,sim,0,29455,29815.0,29815,360,cloud50_node_11
trace,29447,373.0,8.0,14.0,842.0,sim,0,29447,29820.0,29820,373,cloud50_node_14
trace,29462,359.0,4.0,7.0,845.0,sim,0,29462,29821.0,29821,359,cloud50_node_11
trace,30070,355.0,8.0,14.0,847.0,sim,0,30070,30425.0,30425,355,cloud50_node_13
trace,30078,352.0,2.0,3.5,848.0,sim,0,30078,30430.0,30430,352,cloud50_node_13
trace,30086,350.0,8.0,14.0,850.0,sim,0,30086,30436.0,30436,350,cloud50_node_14
trace,30103,337.0,2.0,3.5,853.0,sim,0,30103,30440.0,30440,337,cloud50_node_13
trace,30094,349.0,1.0,2.0,851.0,sim,0,30094,30443.0,30443,349,cloud50_node_13
trace,30118,325.0,1.0,2.0,856.0,sim,0,30118,30443.0,30443,325,cloud50_node_13
trace,30110,338.0,2.0,3.5,854.0,sim,0,30110,30448.0,30448,338,cloud50_node_13
trace,30134,319.0,1.0,2.0,859.0,sim,0,30134,30453.0,30453,319,cloud50_node_14
trace,30126,328.0,1.0,2.0,857.0,sim,0,30126,30454.0,30454,328,cloud50_node_14
trace,30141,320.0,1.0,2.0,860.0,sim,0,30141,30461.0,30461,320,cloud50_node_14
trace,30149,314.0,2.0,3.5,862.0,sim,0,30149,30463.0,30463,314,cloud50_node_14
trace,30165,306.0,1.0,2.0,865.0,sim,0,30165,30471.0,30471,306,cloud50_node_14
trace,30157,315.0,1.0,2.0,863.0,sim,0,30157,30472.0,30472,315,cloud50_node_14
trace,30172,307.0,1.0,2.0,866.0,sim,0,30172,30479.0,30479,307,cloud50_node_14
trace,30181,305.0,8.0,14.0,868.0,sim,0,30181,30486.0,30486,305,cloud50_node_14
trace,30800,302.0,4.0,7.0,869.0,sim,0,30800,31102.0,31102,302,cloud50_node_13
trace,30811,294.0,1.0,2.0,871.0,sim,0,30811,31105.0,31105,294,cloud50_node_13
trace,30822,298.0,2.0,3.5,872.0,sim,0,30822,31120.0,31120,298,cloud50_node_13
trace,30829,291.0,4.0,7.0,874.0,sim,0,30829,31120.0,31120,291,cloud50_node_13
trace,30838,289.0,1.0,2.0,875.0,sim,0,30838,31127.0,31127,289,cloud50_node_13
trace,30846,286.0,2.0,3.5,877.0,sim,0,30846,31132.0,31132,286,cloud50_node_13
trace,30853,284.0,1.0,2.0,878.0,sim,0,30853,31137.0,31137,284,cloud50_node_13
trace,30861,283.0,2.0,3.5,880.0,sim,0,30861,31144.0,31144,283,cloud50_node_14
trace,30869,277.0,1.0,2.0,881.0,sim,0,30869,31146.0,31146,277,cloud50_node_13
trace,30877,271.0,2.0,3.5,883.0,sim,0,30877,31148.0,31148,271,cloud50_node_14
trace,30885,266.0,1.0,2.0,884.0,sim,0,30885,31151.0,31151,266,cloud50_node_14
trace,30892,266.0,2.0,3.5,886.0,sim,0,30892,31158.0,31158,266,cloud50_node_14
trace,30899,265.0,4.0,7.0,887.0,sim,0,30899,31164.0,31164,265,cloud50_node_14
trace,30907,268.0,8.0,14.0,889.0,sim,0,30907,31175.0,31175,268,cloud50_node_14
trace,31517,269.0,4.0,7.0,890.0,sim,0,31517,31786.0,31786,269,cloud50_node_13
trace,31525,266.0,1.0,2.0,892.0,sim,0,31525,31791.0,31791,266,cloud50_node_13
trace,31541,252.0,1.0,2.0,895.0,sim,0,31541,31793.0,31793,252,cloud50_node_13
trace,31533,261.0,1.0,2.0,893.0,sim,0,31533,31794.0,31794,261,cloud50_node_13
trace,31549,252.0,1.0,2.0,896.0,sim,0,31549,31801.0,31801,252,cloud50_node_13
trace,31556,248.0,8.0,14.0,898.0,sim,0,31556,31804.0,31804,248,cloud50_node_13
trace,31564,247.0,2.0,3.5,899.0,sim,0,31564,31811.0,31811,247,cloud50_node_14
trace,31628,5646.0,2.0,3.5,911.0,sim,0,31628,37274.0,37274,5646,cloud50_node_14
trace,31620,5666.0,4.0,7.0,910.0,sim,0,31620,37286.0,37286,5666,cloud50_node_11
trace,31612,5725.0,4.0,7.0,908.0,sim,0,31612,37337.0,37337,5725,cloud50_node_11
trace,31596,5784.0,8.0,14.0,905.0,sim,0,31596,37380.0,37380,5784,cloud50_node_14
trace,31605,5778.0,1.0,2.0,907.0,sim,0,31605,37383.0,37383,5778,cloud50_node_14
trace,31587,5817.0,1.0,2.0,904.0,sim,0,31587,37404.0,37404,5817,cloud50_node_14
trace,31580,5828.0,2.0,3.5,902.0,sim,0,31580,37408.0,37408,5828,cloud50_node_14
trace,31572,5864.0,8.0,14.0,901.0,sim,0,31572,37436.0,37436,5864,cloud50_node_14
trace,32335,5241.0,2.0,3.5,931.0,sim,0,32335,37576.0,37576,5241,cloud50_node_03
trace,32343,5233.0,8.0,14.0,932.0,sim,0,32343,37576.0,37576,5233,cloud50_node_03
trace,32327,5267.0,8.0,14.0,929.0,sim,0,32327,37594.0,37594,5267,cloud50_node_03
trace,32312,5366.0,1.0,2.0,926.0,sim,0,32312,37678.0,37678,5366,cloud50_node_11
trace,32319,5359.0,8.0,14.0,928.0,sim,0,32319,37678.0,37678,5359,cloud50_node_11
trace,32304,5408.0,1.0,2.0,925.0,sim,0,32304,37712.0,37712,5408,cloud50_node_11
trace,32281,5473.0,1.0,2.0,920.0,sim,0,32281,37754.0,37754,5473,cloud50_node_11
trace,32289,5465.0,1.0,2.0,922.0,sim,0,32289,37754.0,37754,5465,cloud50_node_11
trace,32296,5458.0,2.0,3.5,923.0,sim,0,32296,37754.0,37754,5458,cloud50_node_11
trace,32273,5514.0,2.0,3.5,919.0,sim,0,32273,37787.0,37787,5514,cloud50_node_11
trace,32265,5529.0,1.0,2.0,917.0,sim,0,32265,37794.0,37794,5529,cloud50_node_14
trace,32258,5591.0,1.0,2.0,916.0,sim,0,32258,37849.0,37849,5591,cloud50_node_14
trace,33045,4848.0,2.0,3.5,952.0,sim,0,33045,37893.0,37893,4848,cloud50_node_08
trace,32241,5657.0,8.0,14.0,913.0,sim,0,32241,37898.0,37898,5657,cloud50_node_13
trace,32250,5648.0,8.0,14.0,914.0,sim,0,32250,37898.0,37898,5648,cloud50_node_13
trace,33053,4845.0,1.0,2.0,953.0,sim,0,33053,37898.0,37898,4845,cloud50_node_08
trace,33022,4906.0,2.0,3.5,947.0,sim,0,33022,37928.0,37928,4906,cloud50_node_08
trace,33029,4899.0,1.0,2.0,949.0,sim,0,33029,37928.0,37928,4899,cloud50_node_08
trace,33014,4915.0,1.0,2.0,946.0,sim,0,33014,37929.0,37929,4915,cloud50_node_08
trace,33037,4892.0,1.0,2.0,950.0,sim,0,33037,37929.0,37929,4892,cloud50_node_08
trace,33006,4991.0,2.0,3.5,944.0,sim,0,33006,37997.0,37997,4991,cloud50_node_03
trace,33755,4308.0,2.0,3.5,973.0,sim,0,33755,38063.0,38063,4308,cloud50_node_20
trace,32999,5072.0,1.0,2.0,943.0,sim,0,32999,38071.0,38071,5072,cloud50_node_03
trace,33771,4300.0,1.0,2.0,976.0,sim,0,33771,38071.0,38071,4300,cloud50_node_20
trace,33763,4309.0,2.0,3.5,974.0,sim,0,33763,38072.0,38072,4309,cloud50_node_20
trace,32983,5163.0,8.0,14.0,940.0,sim,0,32983,38146.0,38146,5163,cloud50_node_01
trace,32991,5155.0,8.0,14.0,941.0,sim,0,32991,38146.0,38146,5155,cloud50_node_01
trace,32959,5189.0,1.0,2.0,935.0,sim,0,32959,38148.0,38148,5189,cloud50_node_03
trace,32975,5173.0,8.0,14.0,938.0,sim,0,32975,38148.0,38148,5173,cloud50_node_01
trace,32967,5182.0,1.0,2.0,937.0,sim,0,32967,38149.0,38149,5182,cloud50_node_03
trace,32951,5220.0,1.0,2.0,934.0,sim,0,32951,38171.0,38171,5220,cloud50_node_03
trace,33748,4457.0,2.0,3.5,971.0,sim,0,33748,38205.0,38205,4457,cloud50_node_20
trace,33740,4466.0,4.0,7.0,970.0,sim,0,33740,38206.0,38206,4466,cloud50_node_20
trace,34498,3708.0,1.0,2.0,1000.0,sim,0,34498,38206.0,38206,3708,cloud50_node_17
trace,33725,4511.0,2.0,3.5,967.0,sim,0,33725,38236.0,38236,4511,cloud50_node_20
trace,33733,4503.0,1.0,2.0,968.0,sim,0,33733,38236.0,38236,4503,cloud50_node_20
trace,34490,3746.0,8.0,14.0,998.0,sim,0,34490,38236.0,38236,3746,cloud50_node_17
trace,33693,4561.0,1.0,2.0,961.0,sim,0,33693,38254.0,38254,4561,cloud50_node_08
trace,33709,4545.0,2.0,3.5,964.0,sim,0,33709,38254.0,38254,4545,cloud50_node_08
trace,33701,4554.0,4.0,7.0,962.0,sim,0,33701,38255.0,38255,4554,cloud50_node_20
trace,33717,4539.0,1.0,2.0,965.0,sim,0,33717,38256.0,38256,4539,cloud50_node_08
trace,34482,3803.0,2.0,3.5,997.0,sim,0,34482,38285.0,38285,3803,cloud50_node_17
trace,33677,4685.0,8.0,14.0,958.0,sim,0,33677,38362.0,38362,4685,cloud50_node_08
trace,33685,4677.0,1.0,2.0,959.0,sim,0,33685,38362.0,38362,4677,cloud50_node_08
trace,34467,3941.0,2.0,3.5,994.0,sim,0,34467,38408.0,38408,3941,cloud50_node_04
trace,34459,3951.0,4.0,7.0,992.0,sim,0,34459,38410.0,38410,3951,cloud50_node_04
trace,34451,3963.0,1.0,2.0,991.0,sim,0,34451,38414.0,38414,3963,cloud50_node_04
trace,34475,3939.0,2.0,3.5,995.0,sim,0,34475,38414.0,38414,3939,cloud50_node_17
trace,33669,4761.0,2.0,3.5,956.0,sim,0,33669,38430.0,38430,4761,cloud50_node_08
trace,33661,4777.0,1.0,2.0,955.0,sim,0,33661,38438.0,38438,4777,cloud50_node_08
trace,34443,4033.0,2.0,3.5,989.0,sim,0,34443,38476.0,38476,4033,cloud50_node_04
trace,34436,4053.0,1.0,2.0,988.0,sim,0,34436,38489.0,38489,4053,cloud50_node_04
trace,34427,4078.0,4.0,7.0,986.0,sim,0,34427,38505.0,38505,4078,cloud50_node_04
trace,34419,4090.0,1.0,2.0,985.0,sim,0,34419,38509.0,38509,4090,cloud50_node_04
trace,34411,4135.0,1.0,2.0,983.0,sim,0,34411,38546.0,38546,4135,cloud50_node_04
trace,34396,4212.0,8.0,14.0,980.0,sim,0,34396,38608.0,38608,4212,cloud50_node_04
trace,34403,4213.0,4.0,7.0,982.0,sim,0,34403,38616.0,38616,4213,cloud50_node_20
trace,35195,3444.0,8.0,14.0,1018.0,sim,0,35195,38639.0,38639,3444,cloud50_node_12
trace,34387,4255.0,1.0,2.0,979.0,sim,0,34387,38642.0,38642,4255,cloud50_node_20
trace,35202,3445.0,8.0,14.0,1019.0,sim,0,35202,38647.0,38647,3445,cloud50_node_12
trace,35210,3438.0,1.0,2.0,1021.0,sim,0,35210,38648.0,38648,3438,cloud50_node_09
trace,35218,3432.0,2.0,3.5,1022.0,sim,0,35218,38650.0,38650,3432,cloud50_node_12
trace,35179,3475.0,1.0,2.0,1015.0,sim,0,35179,38654.0,38654,3475,cloud50_node_09
trace,35171,3487.0,1.0,2.0,1013.0,sim,0,35171,38658.0,38658,3487,cloud50_node_09
trace,35187,3474.0,1.0,2.0,1016.0,sim,0,35187,38661.0,38661,3474,cloud50_node_09
trace,34380,4296.0,1.0,2.0,977.0,sim,0,34380,38676.0,38676,4296,cloud50_node_20
trace,35163,3517.0,2.0,3.5,1012.0,sim,0,35163,38680.0,38680,3517,cloud50_node_09
trace,35155,3535.0,1.0,2.0,1010.0,sim,0,35155,38690.0,38690,3535,cloud50_node_17
trace,35148,3546.0,2.0,3.5,1009.0,sim,0,35148,38694.0,38694,3546,cloud50_node_09
trace,35132,3588.0,1.0,2.0,1006.0,sim,0,35132,38720.0,38720,3588,cloud50_node_17
trace,35140,3582.0,1.0,2.0,1007.0,sim,0,35140,38722.0,38722,3582,cloud50_node_17
trace,35116,3630.0,8.0,14.0,1003.0,sim,0,35116,38746.0,38746,3630,cloud50_node_09
trace,35124,3624.0,8.0,14.0,1004.0,sim,0,35124,38748.0,38748,3624,cloud50_node_09
trace,35107,3690.0,8.0,14.0,1001.0,sim,0,35107,38797.0,38797,3690,cloud50_node_17
trace,35969,3241.0,8.0,14.0,1045.0,sim,0,35969,39210.0,39210,3241,cloud50_node_16
trace,35891,3331.0,2.0,3.5,1034.0,sim,0,35891,39222.0,39222,3331,cloud50_node_18
trace,35903,3325.0,1.0,2.0,1036.0,sim,0,35903,39228.0,39228,3325,cloud50_node_18
trace,35865,3367.0,1.0,2.0,1030.0,sim,0,35865,39232.0,39232,3367,cloud50_node_18
trace,35883,3349.0,1.0,2.0,1033.0,sim,0,35883,39232.0,39232,3349,cloud50_node_18
trace,35993,3241.0,1.0,2.0,1046.0,sim,0,35993,39234.0,39234,3241,cloud50_node_18
trace,35875,3361.0,2.0,3.5,1031.0,sim,0,35875,39236.0,39236,3361,cloud50_node_18
trace,35849,3391.0,2.0,3.5,1027.0,sim,0,35849,39240.0,39240,3391,cloud50_node_18
trace,35915,3325.0,1.0,2.0,1037.0,sim,0,35915,39240.0,39240,3325,cloud50_node_18
trace,35951,3295.0,2.0,3.5,1042.0,sim,0,35951,39246.0,39246,3295,cloud50_node_18
trace,35827,3421.0,4.0,7.0,1024.0,sim,0,35827,39248.0,39248,3421,cloud50_node_12
trace,35935,3313.0,1.0,2.0,1039.0,sim,0,35935,39248.0,39248,3313,cloud50_node_18
trace,35858,3391.0,2.0,3.5,1028.0,sim,0,35858,39249.0,39249,3391,cloud50_node_18
trace,35943,3307.0,1.0,2.0,1040.0,sim,0,35943,39250.0,39250,3307,cloud50_node_18
trace,35961,3289.0,1.0,2.0,1043.0,sim,0,35961,39250.0,39250,3289,cloud50_node_18
trace,35838,3417.0,2.0,3.5,1025.0,sim,0,35838,39255.0,39255,3417,cloud50_node_12
trace,36818,2946.0,1.0,2.0,1073.0,sim,0,36818,39764.0,39764,2946,cloud50_node_19
trace,36617,3180.0,2.0,3.5,1048.0,sim,0,36617,39797.0,39797,3180,cloud50_node_18
trace,36778,3025.0,2.0,3.5,1069.0,sim,0,36778,39803.0,39803,3025,cloud50_node_19
trace,36698,3109.0,1.0,2.0,1058.0,sim,0,36698,39807.0,39807,3109,cloud50_node_16
trace,36740,3067.0,2.0,3.5,1063.0,sim,0,36740,39807.0,39807,3067,cloud50_node_16
trace,36628,3181.0,1.0,2.0,1049.0,sim,0,36628,39809.0,39809,3181,cloud50_node_18
trace,36648,3162.0,4.0,7.0,1051.0,sim,0,36648,39810.0,39810,3162,cloud50_node_16
trace,36685,3126.0,2.0,3.5,1057.0,sim,0,36685,39811.0,39811,3126,cloud50_node_16
trace,36667,3145.0,1.0,2.0,1054.0,sim,0,36667,39812.0,39812,3145,cloud50_node_18
trace,36806,3007.0,1.0,2.0,1072.0,sim,0,36806,39813.0,39813,3007,cloud50_node_16
trace,36659,3157.0,2.0,3.5,1052.0,sim,0,36659,39816.0,39816,3157,cloud50_node_18
trace,36724,3092.0,1.0,2.0,1060.0,sim,0,36724,39816.0,39816,3092,cloud50_node_16
trace,36749,3067.0,4.0,7.0,1064.0,sim,0,36749,39816.0,39816,3067,cloud50_node_19
trace,36761,3056.0,4.0,7.0,1066.0,sim,0,36761,39817.0,39817,3056,cloud50_node_19
trace,36792,3025.0,2.0,3.5,1070.0,sim,0,36792,39817.0,39817,3025,cloud50_node_19
trace,36732,3086.0,2.0,3.5,1061.0,sim,0,36732,39818.0,39818,3086,cloud50_node_16
trace,36770,3049.0,2.0,3.5,1067.0,sim,0,36770,39819.0,39819,3049,cloud50_node_16
trace,36675,3145.0,1.0,2.0,1055.0,sim,0,36675,39820.0,39820,3145,cloud50_node_16
trace,37476,2827.0,2.0,3.5,1081.0,sim,0,37476,40303.0,40303,2827,cloud50_node_11
trace,37443,2905.0,8.0,14.0,1076.0,sim,0,37443,40348.0,40348,2905,cloud50_node_19
trace,37458,2892.0,2.0,3.5,1078.0,sim,0,37458,40350.0,40350,2892,cloud50_node_19
trace,37468,2892.0,1.0,2.0,1079.0,sim,0,37468,40360.0,40360,2892,cloud50_node_19
trace,37433,2928.0,2.0,3.5,1075.0,sim,0,37433,40361.0,40361,2928,cloud50_node_11
trace,37605,2881.0,2.0,3.5,1091.0,sim,0,37605,40486.0,40486,2881,cloud50_node_14
trace,37516,2977.0,1.0,2.0,1087.0,sim,0,37516,40493.0,40493,2977,cloud50_node_14
trace,37526,2971.0,2.0,3.5,1088.0,sim,0,37526,40497.0,40497,2971,cloud50_node_14
trace,37497,3007.0,2.0,3.5,1084.0,sim,0,37497,40504.0,40504,3007,cloud50_node_11
trace,37567,2946.0,1.0,2.0,1090.0,sim,0,37567,40513.0,40513,2946,cloud50_node_14
trace,37508,3007.0,8.0,14.0,1085.0,sim,0,37508,40515.0,40515,3007,cloud50_node_14
trace,37486,3042.0,2.0,3.5,1082.0,sim,0,37486,40528.0,40528,3042,cloud50_node_11
trace,37709,2863.0,1.0,2.0,1093.0,sim,0,37709,40572.0,40572,2863,cloud50_node_14
trace,37795,2862.0,2.0,3.5,1094.0,sim,0,37795,40657.0,40657,2862,cloud50_node_14
trace,38575,2455.0,1.0,2.0,1118.0,sim,0,38575,41030.0,41030,2455,cloud50_node_13
trace,38554,2479.0,2.0,3.5,1115.0,sim,0,38554,41033.0,41033,2479,cloud50_node_04
trace,38567,2466.0,1.0,2.0,1117.0,sim,0,38567,41033.0,41033,2466,cloud50_node_13
trace,38535,2509.0,1.0,2.0,1112.0,sim,0,38535,41044.0,41044,2509,cloud50_node_17
trace,38543,2502.0,2.0,3.5,1114.0,sim,0,38543,41045.0,41045,2502,cloud50_node_04
trace,38501,2545.0,1.0,2.0,1108.0,sim,0,38501,41046.0,41046,2545,cloud50_node_17
trace,38521,2527.0,2.0,3.5,1111.0,sim,0,38521,41048.0,41048,2527,cloud50_node_04
trace,38509,2545.0,2.0,3.5,1109.0,sim,0,38509,41054.0,41054,2545,cloud50_node_17
trace,38485,2623.0,8.0,14.0,1105.0,sim,0,38485,41108.0,41108,2623,cloud50_node_04
trace,38493,2623.0,2.0,3.5,1106.0,sim,0,38493,41116.0,41116,2623,cloud50_node_04
trace,38477,2647.0,1.0,2.0,1103.0,sim,0,38477,41124.0,41124,2647,cloud50_node_17
trace,38469,2683.0,8.0,14.0,1102.0,sim,0,38469,41152.0,41152,2683,cloud50_node_17
trace,38461,2713.0,2.0,3.5,1100.0,sim,0,38461,41174.0,41174,2713,cloud50_node_14
trace,38451,2790.0,1.0,2.0,1099.0,sim,0,38451,41241.0,41241,2790,cloud50_node_14
trace,38435,2833.0,2.0,3.5,1096.0,sim,0,38435,41268.0,41268,2833,cloud50_node_14
trace,38443,2827.0,2.0,3.5,1097.0,sim,0,38443,41270.0,41270,2827,cloud50_node_14
trace,39296,2119.0,2.0,3.5,1139.0,sim,0,39296,41415.0,41415,2119,cloud50_node_11
trace,39281,2136.0,2.0,3.5,1136.0,sim,0,39281,41417.0,41417,2136,cloud50_node_18
trace,39288,2137.0,8.0,14.0,1138.0,sim,0,39288,41425.0,41425,2137,cloud50_node_03
trace,39273,2160.0,4.0,7.0,1135.0,sim,0,39273,41433.0,41433,2160,cloud50_node_11
trace,39253,2190.0,8.0,14.0,1132.0,sim,0,39253,41443.0,41443,2190,cloud50_node_18
trace,39265,2178.0,8.0,14.0,1133.0,sim,0,39265,41443.0,41443,2178,cloud50_node_11
trace,39216,2256.0,8.0,14.0,1126.0,sim,0,39216,41472.0,41472,2256,cloud50_node_16
trace,39240,2232.0,8.0,14.0,1130.0,sim,0,39240,41472.0,41472,2232,cloud50_node_18
trace,39224,2250.0,4.0,7.0,1127.0,sim,0,39224,41474.0,41474,2250,cloud50_node_13
trace,39232,2244.0,8.0,14.0,1129.0,sim,0,39232,41476.0,41476,2244,cloud50_node_13
trace,39208,2322.0,2.0,3.5,1124.0,sim,0,39208,41530.0,41530,2322,cloud50_node_13
trace,39200,2340.0,8.0,14.0,1123.0,sim,0,39200,41540.0,41540,2340,cloud50_node_17
trace,39192,2371.0,2.0,3.5,1121.0,sim,0,39192,41563.0,41563,2371,cloud50_node_17
trace,39184,2382.0,8.0,14.0,1120.0,sim,0,39184,41566.0,41566,2382,cloud50_node_04
trace,39928,2047.0,2.0,3.5,1145.0,sim,0,39928,41975.0,41975,2047,cloud50_node_11
trace,39936,2041.0,2.0,3.5,1147.0,sim,0,39936,41977.0,41977,2041,cloud50_node_18
trace,39920,2058.0,8.0,14.0,1144.0,sim,0,39920,41978.0,41978,2058,cloud50_node_19
trace,39944,2035.0,8.0,14.0,1148.0,sim,0,39944,41979.0,41979,2035,cloud50_node_03
trace,39952,2029.0,1.0,2.0,1150.0,sim,0,39952,41981.0,41981,2029,cloud50_node_19
trace,39960,2028.0,8.0,14.0,1151.0,sim,0,39960,41988.0,41988,2028,cloud50_node_03
trace,39968,2022.0,1.0,2.0,1153.0,sim,0,39968,41990.0,41990,2022,cloud50_node_19
trace,39975,2017.0,4.0,7.0,1154.0,sim,0,39975,41992.0,41992,2017,cloud50_node_16
trace,39991,2004.0,1.0,2.0,1157.0,sim,0,39991,41995.0,41995,2004,cloud50_node_19
trace,39983,2017.0,1.0,2.0,1156.0,sim,0,39983,42000.0,42000,2017,cloud50_node_19
trace,39904,2107.0,4.0,7.0,1141.0,sim,0,39904,42011.0,42011,2107,cloud50_node_18
trace,39912,2101.0,1.0,2.0,1142.0,sim,0,39912,42013.0,42013,2101,cloud50_node_17
trace,40622,1975.0,4.0,7.0,1163.0,sim,0,40622,42597.0,42597,1975,cloud50_node_16
trace,40614,1987.0,2.0,3.5,1162.0,sim,0,40614,42601.0,42601,1987,cloud50_node_11
trace,40599,2004.0,2.0,3.5,1159.0,sim,0,40599,42603.0,42603,2004,cloud50_node_11
trace,40607,1998.0,2.0,3.5,1160.0,sim,0,40607,42605.0,42605,1998,cloud50_node_11
trace,40630,1975.0,1.0,2.0,1165.0,sim,0,40630,42605.0,42605,1975,cloud50_node_11
trace,40638,1969.0,1.0,2.0,1166.0,sim,0,40638,42607.0,42607,1969,cloud50_node_11
trace,40646,1969.0,2.0,3.5,1168.0,sim,0,40646,42615.0,42615,1969,cloud50_node_16
trace,40654,1963.0,8.0,14.0,1169.0,sim,0,40654,42617.0,42617,1963,cloud50_node_19
trace,40662,1957.0,8.0,14.0,1171.0,sim,0,40662,42619.0,42619,1957,cloud50_node_14
trace,40669,1951.0,8.0,14.0,1172.0,sim,0,40669,42620.0,42620,1951,cloud50_node_14
trace,40677,1951.0,2.0,3.5,1174.0,sim,0,40677,42628.0,42628,1951,cloud50_node_19
trace,40685,1944.0,8.0,14.0,1175.0,sim,0,40685,42629.0,42629,1944,cloud50_node_01
