timestamp,nodes_owned,nodes_cur_cap,nodes_in_use,nodes_indemand,jobs_waiting,jobs_running,jobs_completed,jobs_cancelled,jobs_failed
501,49,49,1,0,0,1,0,0,0
511,49,49,1,0,0,1,0,0,0
522,49,49,1,0,0,1,0,0,0
533,49,49,1,0,0,1,0,0,0
543,49,49,1,0,0,1,0,0,0
554,49,49,1,0,0,1,0,0,0
565,49,49,1,0,0,1,0,0,0
575,49,49,1,0,0,1,0,0,0
586,49,49,1,0,0,1,0,0,0
597,49,49,1,0,0,1,0,0,0
607,49,49,1,0,0,1,0,0,0
618,49,49,7,0,0,2,0,0,0
628,49,49,13,0,0,3,0,0,0
639,49,49,19,0,0,4,0,0,0
650,49,49,19,0,0,4,0,0,0
660,49,49,19,0,0,4,0,0,0
671,49,49,25,0,0,5,0,0,0
682,49,49,31,0,0,6,0,0,0
692,49,49,37,0,0,7,0,0,0
703,49,49,37,0,0,7,0,0,0
714,49,49,43,0,0,8,0,0,0
724,49,49,49,0,0,9,0,0,0
735,49,49,49,6,1,9,0,0,0
746,49,49,49,6,1,9,0,0,0
756,49,49,49,12,2,9,0,0,0
767,49,49,49,18,3,9,0,0,0
777,49,49,49,24,4,9,0,0,0
788,49,49,49,24,4,9,0,0,0
799,49,49,49,30,5,9,0,0,0
809,49,49,49,36,6,9,0,0,0
820,49,49,49,42,7,9,0,0,0
831,49,49,49,42,7,9,0,0,0
841,49,49,49,42,7,9,0,0,0
852,49,49,49,42,7,9,0,0,0
863,49,49,49,48,8,9,0,0,0
873,49,49,49,51,9,9,0,0,0
884,49,49,49,53,10,9,0,0,0
895,49,49,49,53,10,9,0,0,0
905,49,49,49,54,11,9,0,0,0
916,49,49,49,49,11,9,1,0,0
927,49,49,49,50,12,9,1,0,0
937,49,19,19,50,12,4,6,0,0
948,49,49,49,20,7,9,6,0,0
959,49,49,49,20,7,9,6,0,0
969,49,49,49,8,5,9,8,0,0
980,49,49,49,8,5,9,8,0,0
991,49,49,49,8,5,9,8,0,0
1001,49,49,49,8,5,9,8,0,0
1012,49,49,49,8,5,9,8,0,0
1023,49,49,49,8,5,9,8,0,0
1034,49,49,49,8,5,9,8,0,0
1046,49,49,49,8,5,9,8,0,0
1056,49,49,49,8,5,9,8,0,0
1067,49,49,49,8,5,9,8,0,0
1078,49,49,49,8,5,9,8,0,0
1088,49,49,49,8,5,9,8,0,0
1099,49,49,49,8,5,9,8,0,0
1110,49,49,49,8,5,9,8,0,0
1120,49,49,49,8,5,9,8,0,0
1131,49,49,49,8,5,9,8,0,0
1141,49,49,49,8,5,9,8,0,0
1152,49,49,49,8,5,9,8,0,0
1163,49,49,49,8,5,9,8,0,0
1173,49,49,49,8,5,9,8,0,0
