timestamp,nodes_owned,nodes_cur_cap,nodes_in_use,nodes_indemand,jobs_waiting,jobs_running,jobs_completed,jobs_cancelled,jobs_failed
1184,49,49,49,8,5,9,8,0,0
1195,49,49,49,8,5,9,8,0,0
1205,49,49,49,8,5,9,8,0,0
1216,49,49,39,0,0,11,11,0,0
1227,49,49,39,0,0,11,11,0,0
1237,49,43,33,0,0,10,12,0,0
1248,49,49,33,0,0,10,12,0,0
1259,49,49,33,0,0,10,12,0,0
1269,49,49,27,0,0,9,13,0,0
1280,49,49,27,0,0,9,13,0,0
1291,49,49,27,0,0,9,13,0,0
1301,49,49,21,0,0,8,14,0,0
1312,49,49,21,0,0,8,14,0,0
1322,49,49,21,0,0,8,14,0,0
1333,49,49,15,0,0,7,15,0,0
1344,49,49,15,0,0,7,15,0,0
1355,49,49,15,0,0,7,15,0,0
1365,49,49,9,0,0,6,16,0,0
1376,49,49,9,0,0,6,16,0,0
1388,49,49,9,0,0,6,16,0,0
1398,49,49,9,0,0,6,16,0,0
1409,49,49,9,0,0,6,16,0,0
1420,49,49,9,0,0,6,16,0,0
1430,49,49,9,0,0,6,16,0,0
1441,49,49,9,0,0,6,16,0,0
1452,49,49,9,0,0,6,16,0,0
1462,49,49,9,0,0,6,16,0,0
1473,49,49,9,0,0,6,16,0,0
1484,49,49,2,0,0,2,20,0,0
1494,49,49,2,0,0,2,20,0,0
1505,49,49,2,0,0,2,20,0,0
1516,49,49,2,0,0,2,20,0,0
1527,49,49,2,0,0,2,20,0,0
1537,49,49,2,0,0,2,20,0,0
1548,49,49,2,0,0,2,20,0,0
1558,49,49,2,0,0,2,20,0,0
1569,49,49,2,0,0,2,20,0,0
1580,49,49,2,0,0,2,20,0,0
1590,49,49,2,0,0,2,20,0,0
1601,49,49,1,0,0,1,21,0,0
1612,49,49,1,0,0,1,21,0,0
1622,49,49,1,0,0,1,21,0,0
1633,49,49,1,0,0,1,21,0,0
1644,49,49,1,0,0,1,21,0,0
1654,49,49,1,0,0,1,21,0,0
1665,49,49,1,0,0,1,21,0,0
1676,49,49,1,0,0,1,21,0,0
1686,49,49,1,0,0,1,21,0,0
1697,49,49,1,0,0,1,21,0,0
1708,49,49,1,0,0,1,21,0,0
1718,49,49,1,0,0,1,21,0,0
1729,49,49,1,0,0,1,21,0,0
1740,49,49,1,0,0,1,21,0,0
1750,49,49,1,0,0,1,21,0,0
1761,49,49,1,0,0,1,21,0,0
1772,49,49,1,0,0,1,21,0,0
1782,49,49,1,0,0,1,21,0,0
1793,49,49,1,0,0,1,21,0,0
1804,49,49,1,0,0,1,21,0,0
1814,49,49,7,0,0,2,21,0,0
1825,49,49,13,0,0,3,21,0,0
1836,49,49,19,0,0,4,21,0,0
1846,49,49,19,0,0,4,21,0,0
1857,49,49,25,0,0,5,21,0,0
1867,49,49,31,0,0,6,21,0,0
1878,49,49,31,6,1,6,21,0,0
1889,49,49,37,0,0,7,21,0,0
1899,49,49,37,0,0,7,21,0,0
1910,49,49,43,0,0,8,21,0,0
1921,49,49,49,0,0,9,21,0,0
1931,49,49,49,6,1,9,21,0,0
1942,49,49,49,6,1,9,21,0,0
1953,49,49,49,12,2,9,21,0,0
1964,49,49,49,18,3,9,21,0,0
1974,49,49,49,24,4,9,21,0,0
1985,49,49,49,24,4,9,21,0,0
1996,49,49,49,30,5,9,21,0,0
2007,49,49,49,36,6,9,21,0,0
2017,49,49,49,42,7,9,21,0,0
2028,49,49,49,42,7,9,21,0,0
2039,49,49,49,48,8,9,21,0,0
2049,49,49,49,54,9,9,21,0,0
2060,49,49,49,57,10,9,21,0,0
2071,49,49,49,57,10,9,21,0,0
2081,49,49,49,46,9,9,23,0,0
2092,49,49,49,47,10,9,23,0,0
2102,49,49,49,48,11,9,23,0,0
2113,49,49,49,42,10,9,24,0,0
2124,49,49,49,42,10,9,24,0,0
2134,49,49,49,42,10,9,24,0,0
2145,49,49,49,24,7,9,27,0,0
2156,49,49,49,24,7,9,27,0,0
2166,49,37,37,24,7,7,29,0,0
2177,49,49,49,12,5,9,29,0,0
2188,49,49,49,12,5,9,29,0,0
2198,49,49,49,12,5,9,29,0,0
2209,49,49,49,12,5,9,29,0,0
2219,49,49,49,12,5,9,29,0,0
2230,49,49,49,12,5,9,29,0,0
2241,49,49,49,12,5,9,29,0,0
2251,49,49,49,12,5,9,29,0,0
2262,49,49,49,12,5,9,29,0,0
2273,49,49,49,12,5,9,29,0,0
2283,49,49,49,12,5,9,29,0,0
2294,49,49,49,12,5,9,29,0,0
2304,49,49,49,12,5,9,29,0,0
2315,49,49,49,12,5,9,29,0,0
2326,49,49,49,12,5,9,29,0,0
2336,49,49,49,12,5,9,29,0,0
2347,49,37,37,12,5,7,31,0,0
2358,49,49,49,0,0,12,31,0,0
2368,49,49,49,0,0,12,31,0,0
2379,49,43,43,0,0,11,32,0,0
2390,49,49,43,0,0,11,32,0,0
2400,49,49,43,0,0,11,32,0,0
2411,49,49,37,0,0,10,33,0,0
2422,49,49,37,0,0,10,33,0,0
2432,49,49,37,0,0,10,33,0,0
2443,49,49,31,0,0,9,34,0,0
2454,49,49,31,0,0,9,34,0,0
2464,49,49,31,0,0,9,34,0,0
2475,49,49,25,0,0,8,35,0,0
2486,49,49,25,0,0,8,35,0,0
2496,49,43,19,0,0,7,36,0,0
2507,49,49,19,0,0,7,36,0,0
2518,49,49,19,0,0,7,36,0,0
2528,49,43,13,0,0,6,37,0,0
2539,49,49,13,0,0,6,37,0,0
2550,49,49,13,0,0,6,37,0,0
2560,49,49,13,0,0,6,37,0,0
2571,49,49,13,0,0,6,37,0,0
2581,49,49,13,0,0,6,37,0,0
2592,49,49,13,0,0,6,37,0,0
2603,49,49,13,0,0,6,37,0,0
2613,49,49,13,0,0,6,37,0,0
2624,49,49,5,1,1,3,40,0,0
2634,49,49,7,0,0,5,40,0,0
2645,49,49,8,0,0,6,40,0,0
2656,49,49,8,0,0,6,40,0,0
2666,49,49,8,0,0,6,40,0,0
2677,49,46,5,0,0,5,41,0,0
2688,49,49,5,0,0,5,41,0,0
2698,49,49,5,0,0,5,41,0,0
2709,49,49,2,0,0,2,44,0,0
2720,49,49,2,0,0,2,44,0,0
2730,49,49,2,0,0,2,44,0,0
2741,49,49,2,0,0,2,44,0,0
2752,49,49,2,0,0,2,44,0,0
2762,49,49,2,0,0,2,44,0,0
2773,49,49,2,0,0,2,44,0,0
2784,49,49,2,0,0,2,44,0,0
2794,49,49,2,0,0,2,44,0,0
2805,49,49,1,0,0,1,45,0,0
2815,49,49,1,0,0,1,45,0,0
2826,49,49,1,0,0,1,45,0,0
2837,49,49,1,0,0,1,45,0,0
2847,49,49,1,0,0,1,45,0,0
2858,49,49,1,0,0,1,45,0,0
2869,49,49,1,0,0,1,45,0,0
2879,49,49,1,0,0,1,45,0,0
2890,49,49,1,0,0,1,45,0,0
2901,49,49,1,0,0,1,45,0,0
2911,49,49,1,0,0,1,45,0,0
2927,49,49,1,0,0,1,45,0,0
2937,49,49,1,0,0,1,45,0,0
2948,49,49,1,0,0,1,45,0,0
2959,49,49,1,0,0,1,45,0,0
2969,49,49,1,0,0,1,45,0,0
2980,49,49,1,0,0,1,45,0,0
2991,49,49,7,0,0,2,45,0,0
3001,49,49,13,0,0,3,45,0,0
3012,49,49,19,0,0,4,45,0,0
3022,49,49,19,0,0,4,45,0,0
3033,49,49,25,0,0,5,45,0,0
3044,49,49,31,0,0,6,45,0,0
3054,49,49,37,0,0,7,45,0,0
3065,49,49,37,0,0,7,45,0,0
3076,49,49,37,0,0,7,45,0,0
3086,49,49,49,0,0,9,45,0,0
3097,49,49,49,0,0,9,45,0,0
3108,49,49,49,6,1,9,45,0,0
3118,49,49,49,6,1,9,45,0,0
3129,49,49,49,12,2,9,45,0,0
3140,49,49,49,18,3,9,45,0,0
3150,49,49,49,24,4,9,45,0,0
3161,49,49,49,24,4,9,45,0,0
3172,49,49,49,24,4,9,45,0,0
3182,49,49,49,30,5,9,45,0,0
3193,49,49,49,36,6,9,45,0,0
3203,49,49,49,42,7,9,45,0,0
3214,49,49,49,42,7,9,45,0,0
3225,49,49,49,48,8,9,45,0,0
3235,49,49,49,54,9,9,45,0,0
3246,49,49,49,57,10,9,45,0,0
3257,49,49,49,51,9,9,46,0,0
3267,49,49,49,52,10,9,46,0,0
3278,49,37,37,53,11,7,48,0,0
3289,49,49,49,42,10,9,48,0,0
3299,49,49,49,42,10,9,48,0,0
3310,49,49,49,30,8,9,50,0,0
3321,49,49,49,30,8,9,50,0,0
3331,49,49,49,30,8,9,50,0,0
3342,49,49,49,18,6,9,52,0,0
3353,49,49,49,18,6,9,52,0,0
3363,49,49,49,18,6,9,52,0,0
3374,49,49,49,12,5,9,53,0,0
3385,49,49,49,12,5,9,53,0,0
3395,49,49,49,12,5,9,53,0,0
3406,49,49,49,12,5,9,53,0,0
3416,49,49,49,12,5,9,53,0,0
3427,49,49,49,12,5,9,53,0,0
3438,49,49,49,12,5,9,53,0,0
3448,49,49,49,12,5,9,53,0,0
3459,49,49,49,12,5,9,53,0,0
3470,49,49,49,12,5,9,53,0,0
3480,49,49,49,12,5,9,53,0,0
3491,49,49,49,12,5,9,53,0,0
3502,49,49,49,12,5,9,53,0,0
3512,49,49,49,12,5,9,53,0,0
3523,49,49,49,6,4,9,54,0,0
3534,49,49,49,6,4,9,54,0,0
3544,49,49,49,6,4,9,54,0,0
3555,49,49,43,0,0,11,56,0,0
3566,49,49,43,0,0,11,56,0,0
3576,49,43,37,0,0,10,57,0,0
3587,49,49,37,0,0,10,57,0,0
3598,49,49,37,0,0,10,57,0,0
3608,49,43,31,0,0,9,58,0,0
3619,49,49,31,0,0,9,58,0,0
3630,49,49,31,0,0,9,58,0,0
3640,49,49,19,0,0,7,60,0,0
3651,49,49,19,0,0,7,60,0,0
3661,49,49,19,0,0,7,60,0,0
3672,49,49,19,0,0,7,60,0,0
3683,49,49,19,0,0,7,60,0,0
3693,49,49,19,0,0,7,60,0,0
3704,49,49,19,0,0,7,60,0,0
3715,49,49,19,0,0,7,60,0,0
3725,49,49,19,0,0,7,60,0,0
3736,49,49,13,0,0,6,61,0,0
3747,49,49,13,0,0,6,61,0,0
3757,49,49,13,1,1,6,61,0,0
3768,49,49,15,0,0,8,61,0,0
3779,49,49,16,0,0,9,61,0,0
3789,49,49,10,0,0,8,62,0,0
3800,49,49,10,0,0,8,62,0,0
3811,49,49,10,0,0,8,62,0,0
3821,49,49,7,0,0,5,65,0,0
3832,49,49,7,0,0,5,65,0,0
3843,49,49,7,0,0,5,65,0,0
3853,49,49,4,0,0,2,68,0,0
3864,49,49,4,0,0,2,68,0,0
3874,49,49,4,0,0,2,68,0,0
3885,49,49,4,0,0,2,68,0,0
3896,49,49,4,0,0,2,68,0,0
3906,49,49,4,0,0,2,68,0,0
3917,49,49,4,0,0,2,68,0,0
3928,49,49,4,0,0,2,68,0,0
3938,49,49,4,0,0,2,68,0,0
3949,49,49,4,0,0,2,68,0,0
3960,49,49,4,0,0,2,68,0,0
3970,49,49,4,0,0,2,68,0,0
3981,49,49,4,0,0,2,68,0,0
3992,49,49,4,0,0,2,68,0,0
4002,49,49,4,0,0,2,68,0,0
4013,49,49,4,0,0,2,68,0,0
4024,49,49,4,0,0,2,68,0,0
4034,49,49,4,0,0,2,68,0,0
4045,49,49,4,0,0,2,68,0,0
4055,49,49,4,0,0,2,68,0,0
4066,49,49,1,0,0,1,69,0,0
4077,49,49,1,0,0,1,69,0,0
4087,49,49,1,0,0,1,69,0,0
4098,49,49,1,0,0,1,69,0,0
4109,49,49,1,0,0,1,69,0,0
4119,49,49,1,0,0,1,69,0,0
4130,49,49,1,0,0,1,69,0,0
4141,49,49,1,0,0,1,69,0,0
4151,49,49,1,0,0,1,69,0,0
4162,49,49,1,0,0,1,69,0,0
4173,49,49,7,0,0,2,69,0,0
4183,49,49,13,0,0,3,69,0,0
4194,49,49,19,0,0,4,69,0,0
4205,49,49,19,0,0,4,69,0,0
4215,49,49,25,0,0,5,69,0,0
4226,49,49,31,0,0,6,69,0,0
4237,49,49,37,0,0,7,69,0,0
4247,49,49,37,0,0,7,69,0,0
4258,49,49,43,0,0,8,69,0,0
4269,49,49,49,0,0,9,69,0,0
4279,49,49,49,6,1,9,69,0,0
4290,49,49,49,6,1,9,69,0,0
4300,49,49,49,12,2,9,69,0,0
4311,49,49,49,18,3,9,69,0,0
4322,49,49,49,18,3,9,69,0,0
4332,49,49,49,24,4,9,69,0,0
4343,49,49,49,30,5,9,69,0,0
4354,49,49,49,30,5,9,69,0,0
4364,49,49,49,36,6,9,69,0,0
4375,49,49,49,42,7,9,69,0,0
4386,49,49,49,42,7,9,69,0,0
4396,49,49,49,48,8,9,69,0,0
4407,49,49,49,54,9,9,69,0,0
4418,49,43,43,60,10,8,70,0,0
4428,49,49,49,54,9,9,70,0,0
4439,49,49,49,56,10,9,70,0,0
4450,49,49,49,45,9,9,72,0,0
4460,49,49,49,46,10,9,72,0,0
4471,49,49,49,46,10,9,72,0,0
4481,49,49,49,35,9,9,74,0,0
4492,49,49,49,35,9,9,74,0,0
4503,49,49,49,35,9,9,74,0,0
4513,49,49,49,29,8,9,75,0,0
4524,49,49,49,29,8,9,75,0,0
4535,49,49,49,29,8,9,75,0,0
4545,49,49,49,17,6,9,77,0,0
4556,49,49,49,17,6,9,77,0,0
4567,49,49,49,17,6,9,77,0,0
4577,49,49,49,17,6,9,77,0,0
4588,49,49,49,17,6,9,77,0,0
4599,49,49,49,17,6,9,77,0,0
4609,49,49,49,17,6,9,77,0,0
4620,49,49,49,17,6,9,77,0,0
4631,49,49,49,17,6,9,77,0,0
4641,49,49,49,17,6,9,77,0,0
4652,49,49,49,17,6,9,77,0,0
4663,49,49,49,17,6,9,77,0,0
4673,49,49,49,17,6,9,77,0,0
4684,49,49,49,17,6,9,77,0,0
4695,49,49,49,11,5,9,78,0,0
4705,49,49,49,11,5,9,78,0,0
4716,49,43,43,11,5,8,79,0,0
4727,49,49,49,5,4,9,79,0,0
4737,49,49,49,5,4,9,79,0,0
4748,49,43,43,5,4,8,80,0,0
4759,49,49,48,0,0,12,80,0,0
4769,49,49,48,0,0,12,80,0,0
4780,49,49,42,0,0,11,81,0,0
4791,49,49,42,0,0,11,81,0,0
4801,49,49,42,0,0,11,81,0,0
4812,49,49,30,0,0,9,83,0,0
4822,49,49,30,0,0,9,83,0,0
4833,49,49,30,0,0,9,83,0,0
4844,49,49,30,0,0,9,83,0,0
4855,49,49,30,0,0,9,83,0,0
4865,49,49,30,0,0,9,83,0,0
4876,49,49,24,0,0,8,84,0,0
4887,49,49,24,0,0,8,84,0,0
4897,49,43,18,0,0,7,85,0,0
4908,49,49,18,0,0,7,85,0,0
4918,49,49,18,0,0,7,85,0,0
4929,49,49,18,0,0,7,85,0,0
4940,49,49,18,0,0,7,85,0,0
4950,49,49,18,0,0,7,85,0,0
4961,49,49,12,0,0,6,86,0,0
4972,49,49,12,0,0,6,86,0,0
4982,49,49,12,0,0,6,86,0,0
4993,49,49,6,0,0,5,87,0,0
5004,49,49,6,0,0,5,87,0,0
5014,49,49,6,0,0,5,87,0,0
5025,49,49,3,0,0,2,90,0,0
5036,49,49,3,0,0,2,90,0,0
5046,49,49,3,0,0,2,90,0,0
5057,49,49,3,0,0,2,90,0,0
5068,49,49,3,0,0,2,90,0,0
5078,49,49,3,0,0,2,90,0,0
5089,49,49,3,0,0,2,90,0,0
5100,49,49,3,0,0,2,90,0,0
5110,49,49,3,0,0,2,90,0,0
5121,49,49,3,0,0,2,90,0,0
5131,49,49,3,0,0,2,90,0,0
5142,49,49,1,0,0,1,91,0,0
5153,49,49,1,0,0,1,91,0,0
5163,49,49,1,0,0,1,91,0,0
5174,49,49,1,0,0,1,91,0,0
5185,49,49,1,0,0,1,91,0,0
5195,49,49,1,0,0,1,91,0,0
5206,49,49,1,0,0,1,91,0,0
5217,49,49,1,0,0,1,91,0,0
5227,49,49,1,0,0,1,91,0,0
5238,49,49,1,0,0,1,91,0,0
5249,49,49,1,0,0,1,91,0,0
5259,49,49,1,0,0,1,91,0,0
5270,49,49,1,0,0,1,91,0,0
5281,49,49,1,0,0,1,91,0,0
5291,49,49,1,0,0,1,91,0,0
5302,49,49,1,0,0,1,91,0,0
5313,49,49,1,0,0,1,91,0,0
5323,49,49,1,0,0,1,91,0,0
5334,49,49,1,0,0,1,91,0,0
5345,49,49,1,6,1,1,91,0,0
5355,49,49,7,0,0,2,91,0,0
5366,49,49,13,0,0,3,91,0,0
5377,49,49,13,0,0,3,91,0,0
5387,49,49,19,0,0,4,91,0,0
5398,49,49,25,0,0,5,91,0,0
5409,49,49,31,0,0,6,91,0,0
5419,49,49,31,6,1,6,91,0,0
5430,49,49,43,0,0,8,91,0,0
5440,49,49,49,0,0,9,91,0,0
5451,49,49,49,0,0,9,91,0,0
5462,49,49,49,6,1,9,91,0,0
5472,49,49,49,12,2,9,91,0,0
5483,49,49,49,18,3,9,91,0,0
5494,49,49,49,18,3,9,91,0,0
5504,49,49,49,30,5,9,91,0,0
5515,49,49,49,36,6,9,91,0,0
5526,49,49,49,36,6,9,91,0,0
5536,49,49,49,42,7,9,91,0,0
5547,49,49,49,48,8,9,91,0,0
5558,49,49,49,54,9,9,91,0,0
5568,49,49,49,54,9,9,91,0,0
5579,49,49,49,57,10,9,91,0,0
5589,49,49,49,53,10,9,92,0,0
5600,49,49,49,54,11,9,92,0,0
5611,49,49,49,55,12,9,92,0,0
5621,49,49,49,50,12,9,93,0,0
5632,49,49,49,50,12,9,93,0,0
5643,49,49,49,50,12,9,93,0,0
5653,49,49,49,32,9,9,96,0,0
5664,49,49,49,32,9,9,96,0,0
5675,49,49,49,32,9,9,96,0,0
5685,49,49,49,26,8,9,97,0,0
5696,49,49,49,26,8,9,97,0,0
5707,49,49,49,26,8,9,97,0,0
5717,49,49,49,26,8,9,97,0,0
5728,49,49,49,26,8,9,97,0,0
5739,49,49,49,26,8,9,97,0,0
5749,49,49,49,26,8,9,97,0,0
5760,49,49,49,26,8,9,97,0,0
5771,49,49,49,26,8,9,97,0,0
5781,49,49,49,26,8,9,97,0,0
5792,49,49,49,26,8,9,97,0,0
5803,49,49,49,26,8,9,97,0,0
5813,49,49,49,26,8,9,97,0,0
5824,49,49,49,26,8,9,97,0,0
5835,49,49,49,20,7,9,98,0,0
5845,49,49,49,20,7,9,98,0,0
5856,49,37,37,20,7,7,100,0,0
5867,49,49,49,8,5,9,100,0,0
5878,49,49,49,8,5,9,100,0,0
5888,49,43,43,8,5,8,101,0,0
5899,49,49,49,2,2,11,101,0,0
5910,49,49,49,2,2,11,101,0,0
5920,49,49,39,0,0,11,103,0,0
5931,49,49,39,0,0,11,103,0,0
5941,49,49,39,0,0,11,103,0,0
5952,49,49,33,0,0,10,104,0,0
5963,49,49,33,0,0,10,104,0,0
5973,49,49,33,0,0,10,104,0,0
5984,49,49,27,0,0,9,105,0,0
5995,49,49,27,0,0,9,105,0,0
6005,49,49,27,0,0,9,105,0,0
6016,49,49,27,0,0,9,105,0,0
6027,49,49,27,0,0,9,105,0,0
6037,49,49,27,0,0,9,105,0,0
6048,49,49,27,0,0,9,105,0,0
6059,49,49,27,0,0,9,105,0,0
6069,49,49,27,0,0,9,105,0,0
6080,49,49,27,0,0,9,105,0,0
6091,49,49,27,0,0,9,105,0,0
6101,49,49,21,0,0,8,106,0,0
6112,49,49,21,0,0,8,106,0,0
6123,49,49,21,0,0,8,106,0,0
6133,49,49,15,0,0,7,107,0,0
6144,49,49,15,0,0,7,107,0,0
6155,49,49,15,0,0,7,107,0,0
6165,49,49,10,0,0,5,109,0,0
6176,49,49,10,0,0,5,109,0,0
6187,49,47,8,0,0,3,111,0,0
6197,49,49,8,0,0,3,111,0,0
6208,49,49,8,0,0,3,111,0,0
6219,49,49,8,0,0,3,111,0,0
6229,49,49,8,0,0,3,111,0,0
6240,49,49,8,0,0,3,111,0,0
6251,49,49,2,0,0,2,112,0,0
6261,49,49,2,0,0,2,112,0,0
6272,49,49,2,0,0,2,112,0,0
6283,49,49,2,0,0,2,112,0,0
6293,49,49,2,0,0,2,112,0,0
6304,49,49,2,0,0,2,112,0,0
6315,49,49,2,0,0,2,112,0,0
6325,49,49,2,0,0,2,112,0,0
6336,49,49,2,0,0,2,112,0,0
6347,49,49,1,0,0,1,113,0,0
6357,49,49,1,0,0,1,113,0,0
6368,49,49,1,0,0,1,113,0,0
6379,49,49,1,0,0,1,113,0,0
6389,49,49,1,0,0,1,113,0,0
6400,49,49,1,0,0,1,113,0,0
6411,49,49,1,0,0,1,113,0,0
6421,49,49,1,0,0,1,113,0,0
6432,49,49,1,0,0,1,113,0,0
6442,49,49,1,0,0,1,113,0,0
6453,49,49,1,0,0,1,113,0,0
6464,49,49,1,0,0,1,113,0,0
6474,49,49,1,0,0,1,113,0,0
6485,49,49,1,0,0,1,113,0,0
6496,49,49,7,0,0,2,113,0,0
6506,49,49,13,0,0,3,113,0,0
6517,49,49,19,0,0,4,113,0,0
6528,49,49,25,0,0,5,113,0,0
6538,49,49,25,0,0,5,113,0,0
6549,49,49,31,0,0,6,113,0,0
6560,49,49,37,0,0,7,113,0,0
6570,49,49,43,0,0,8,113,0,0
6581,49,49,49,0,0,9,113,0,0
6592,49,49,49,6,1,9,113,0,0
6602,49,49,49,12,2,9,113,0,0
6613,49,49,49,12,2,9,113,0,0
6624,49,49,49,18,3,9,113,0,0
6634,49,49,49,24,4,9,113,0,0
6645,49,49,49,30,5,9,113,0,0
6656,49,49,49,36,6,9,113,0,0
6666,49,49,49,42,7,9,113,0,0
6677,49,49,49,48,8,9,113,0,0
6688,49,49,49,48,8,9,113,0,0
6698,49,49,49,54,9,9,113,0,0
6709,49,49,49,57,10,9,113,0,0
6720,49,49,49,59,11,9,113,0,0
6731,49,49,49,53,10,9,114,0,0
6741,49,49,49,54,11,9,114,0,0
6752,49,49,49,56,13,9,114,0,0
6762,49,49,49,50,12,9,115,0,0
6773,49,49,49,50,12,9,115,0,0
6784,49,49,49,50,12,9,115,0,0
6795,49,49,49,50,12,9,115,0,0
6805,49,49,49,50,12,9,115,0,0
6816,49,37,37,50,12,7,117,0,0
6827,49,49,49,38,10,9,117,0,0
6837,49,49,49,38,10,9,117,0,0
6848,49,43,43,38,10,8,118,0,0
6859,49,49,49,32,9,9,118,0,0
6869,49,49,49,32,9,9,118,0,0
6880,49,49,49,26,8,9,119,0,0
6891,49,49,49,26,8,9,119,0,0
6901,49,49,49,26,8,9,119,0,0
6912,49,49,49,20,7,9,120,0,0
6923,49,49,49,20,7,9,120,0,0
6933,49,49,49,20,7,9,120,0,0
6944,49,49,49,20,7,9,120,0,0
6955,49,49,49,20,7,9,120,0,0
6965,49,49,49,20,7,9,120,0,0
6976,49,49,49,14,6,9,121,0,0
6987,49,49,49,14,6,9,121,0,0
6998,49,43,43,14,6,8,122,0,0
7008,49,49,49,8,5,9,122,0,0
7019,49,49,49,8,5,9,122,0,0
7030,49,49,49,2,2,11,123,0,0
7040,49,49,49,2,2,11,123,0,0
7051,49,49,49,2,2,11,123,0,0
7062,49,49,49,2,2,11,123,0,0
7072,49,49,49,2,2,11,123,0,0
7083,49,49,49,2,2,11,123,0,0
7094,49,49,39,0,0,11,125,0,0
7104,49,49,39,0,0,11,125,0,0
7115,49,49,39,0,0,11,125,0,0
7126,49,49,33,0,0,10,126,0,0
7136,49,49,33,0,0,10,126,0,0
7147,49,43,27,0,0,9,127,0,0
7158,49,49,27,0,0,9,127,0,0
7168,49,49,27,0,0,9,127,0,0
7179,49,49,27,0,0,9,127,0,0
7190,49,49,27,0,0,9,127,0,0
7200,49,49,27,0,0,9,127,0,0
7211,49,49,27,0,0,9,127,0,0
7222,49,49,27,0,0,9,127,0,0
7232,49,49,27,0,0,9,127,0,0
7243,49,49,21,0,0,8,128,0,0
7254,49,49,21,0,0,8,128,0,0
7265,49,49,21,0,0,8,128,0,0
7275,49,49,15,0,0,7,129,0,0
7286,49,49,15,0,0,7,129,0,0
7296,49,40,6,0,0,4,132,0,0
7307,49,49,6,0,0,4,132,0,0
7318,49,49,6,0,0,4,132,0,0
7329,49,49,6,0,0,4,132,0,0
7339,49,49,6,0,0,4,132,0,0
7350,49,49,6,0,0,4,132,0,0
7361,49,49,4,0,0,2,134,0,0
7371,49,49,4,0,0,2,134,0,0
7382,49,49,4,0,0,2,134,0,0
7392,49,49,4,0,0,2,134,0,0
7403,49,49,4,0,0,2,134,0,0
7414,49,49,4,0,0,2,134,0,0
7424,49,49,1,0,0,1,135,0,0
7435,49,49,1,0,0,1,135,0,0
7446,49,49,1,0,0,1,135,0,0
7456,49,49,1,0,0,1,135,0,0
7467,49,49,1,0,0,1,135,0,0
7478,49,49,1,0,0,1,135,0,0
7488,49,49,1,0,0,1,135,0,0
7499,49,49,1,0,0,1,135,0,0
7510,49,49,1,0,0,1,135,0,0
7520,49,49,1,0,0,1,135,0,0
7531,49,49,1,0,0,1,135,0,0
7541,49,49,1,0,0,1,135,0,0
7552,49,49,1,0,0,1,135,0,0
7563,49,49,1,0,0,1,135,0,0
7573,49,49,1,0,0,1,135,0,0
7584,49,49,1,0,0,1,135,0,0
7595,49,49,1,0,0,1,135,0,0
7605,49,49,1,0,0,1,135,0,0
7616,49,49,1,0,0,1,135,0,0
7627,49,49,1,0,0,1,135,0,0
7637,49,49,1,0,0,1,135,0,0
7648,49,49,1,0,0,1,135,0,0
7659,49,49,1,0,0,1,135,0,0
7669,49,49,1,0,0,1,135,0,0
7680,49,49,1,0,0,1,135,0,0
7691,49,49,1,0,0,1,135,0,0
7701,49,49,1,0,0,1,135,0,0
7712,49,49,1,0,0,1,135,0,0
7723,49,49,1,0,0,1,135,0,0
7733,49,49,1,0,0,1,135,0,0
7744,49,49,1,0,0,1,135,0,0
7755,49,49,1,0,0,1,135,0,0
7765,49,49,1,0,0,1,135,0,0
7776,49,49,1,0,0,1,135,0,0
7787,49,49,1,0,0,1,135,0,0
7797,49,49,1,0,0,1,135,0,0
7808,49,49,1,0,0,1,135,0,0
7819,49,49,1,0,0,1,135,0,0
7829,49,49,1,0,0,1,135,0,0
7840,49,49,1,0,0,1,135,0,0
7851,49,49,1,0,0,1,135,0,0
7861,49,49,1,0,0,1,135,0,0
7872,49,49,1,0,0,1,135,0,0
7883,49,49,1,0,0,1,135,0,0
7893,49,49,1,0,0,1,135,0,0
7904,49,49,1,0,0,1,135,0,0
7915,49,49,1,0,0,1,135,0,0
7925,49,49,1,0,0,1,135,0,0
7936,49,49,1,0,0,1,135,0,0
7947,49,49,1,0,0,1,135,0,0
7957,49,49,1,0,0,1,135,0,0
7968,49,49,1,0,0,1,135,0,0
7979,49,49,1,0,0,1,135,0,0
7990,49,49,1,0,0,1,135,0,0
8000,49,49,1,0,0,1,135,0,0
8011,49,49,1,0,0,1,135,0,0
8021,49,49,1,0,0,1,135,0,0
8032,49,49,1,0,0,1,135,0,0
8043,49,49,1,0,0,1,135,0,0
8053,49,49,1,0,0,1,135,0,0
8064,49,49,1,0,0,1,135,0,0
8075,49,49,1,0,0,1,135,0,0
8085,49,49,1,0,0,1,135,0,0
8096,49,49,1,0,0,1,135,0,0
8107,49,49,1,0,0,1,135,0,0
8117,49,49,1,0,0,1,135,0,0
8128,49,49,1,0,0,1,135,0,0
8139,49,49,1,0,0,1,135,0,0
8149,49,49,1,0,0,1,135,0,0
8160,49,49,1,0,0,1,135,0,0
8171,49,49,1,0,0,1,135,0,0
8182,49,49,1,0,0,1,135,0,0
8193,49,49,1,0,0,1,135,0,0
8203,49,49,1,0,0,1,135,0,0
8214,49,49,1,0,0,1,135,0,0
8225,49,49,1,0,0,1,135,0,0
8236,49,49,1,0,0,1,135,0,0
8246,49,49,1,0,0,1,135,0,0
