timestamp,nodes_owned,nodes_cur_cap,nodes_in_use,nodes_indemand,cores_owned,cores_cur_cap,cores_in_use,cores_indemand,jobs_submitted,jobs_waiting,jobs_running,jobs_completed,jobs_failed
5409,26,26,3,1,624,624,50,4,631,0,25,604,2
5420,26,26,3,1,624,624,50,4,631,0,25,604,2
5430,26,26,3,1,624,624,50,4,631,0,25,604,2
5441,26,26,3,1,624,624,50,4,631,0,25,604,2
5451,26,26,3,1,624,624,50,4,631,0,25,604,2
5462,26,26,3,1,624,624,50,4,631,0,25,604,2
5472,26,26,3,1,624,624,50,4,631,0,25,604,2
5483,26,26,3,1,624,624,50,4,631,0,25,604,2
5494,26,26,3,1,624,624,50,4,631,0,25,604,2
5504,26,26,3,1,624,624,50,4,631,0,25,604,2
5515,26,26,3,1,624,624,50,4,631,0,25,604,2
5525,26,26,3,1,624,624,50,4,631,0,25,604,2
5536,26,26,3,1,624,624,50,4,631,0,25,604,2
5546,26,26,2,1,624,624,48,4,631,0,24,605,2
5557,26,26,2,1,624,624,46,4,631,0,23,606,2
5568,26,26,2,1,624,624,44,4,631,0,22,607,2
5578,26,26,2,1,624,624,44,4,631,0,22,607,2
5589,26,26,2,1,624,624,44,4,631,0,22,607,2
5599,26,26,2,1,624,624,44,4,631,0,22,607,2
5610,26,26,2,1,624,624,44,4,631,0,22,607,2
5620,26,26,2,1,624,624,44,4,631,0,22,607,2
5631,26,26,2,1,624,624,44,4,631,0,22,607,2
5641,26,26,2,1,624,624,44,4,631,0,22,607,2
5652,26,26,2,1,624,624,44,4,631,0,22,607,2
5663,26,26,2,1,624,624,44,4,631,0,22,607,2
5673,26,26,2,1,624,624,44,4,631,0,22,607,2
5684,26,26,2,1,624,624,44,4,631,0,22,607,2
5694,26,26,2,1,624,624,44,4,631,0,22,607,2
5705,26,26,2,1,624,624,44,4,631,0,22,607,2
5716,26,26,2,1,624,624,44,4,631,0,22,607,2
5726,26,26,2,1,624,624,44,4,631,0,22,607,2
5737,26,26,2,1,624,624,44,4,631,0,22,607,2
5747,26,26,2,1,624,624,44,4,631,0,22,607,2
5758,26,26,2,1,624,624,44,4,631,0,22,607,2
5768,26,26,2,1,624,624,44,4,631,0,22,607,2
5779,26,26,2,1,624,624,44,4,631,0,22,607,2
5790,26,26,2,1,624,624,44,4,631,0,22,607,2
5800,26,26,2,1,624,624,44,4,631,0,22,607,2
5811,26,26,2,1,624,624,44,4,631,0,22,607,2
5821,26,26,2,1,624,624,44,4,631,0,22,607,2
5832,26,26,2,1,624,624,44,4,631,0,22,607,2
5842,26,26,2,1,624,624,44,4,631,0,22,607,2
5853,26,26,2,1,624,624,44,4,631,0,22,607,2
5863,26,26,2,1,624,624,44,4,631,0,22,607,2
5874,26,26,2,1,624,624,44,4,631,0,22,607,2
5885,26,26,2,1,624,624,44,4,631,0,22,607,2
5895,26,26,2,1,624,624,44,4,631,0,22,607,2
5906,26,26,2,1,624,624,44,4,631,0,22,607,2
5916,26,26,2,1,624,624,44,4,631,0,22,607,2
5927,26,26,2,1,624,624,44,4,631,0,22,607,2
5937,26,26,2,1,624,624,44,4,631,0,22,607,2
5948,26,26,2,1,624,624,44,4,631,0,22,607,2
5958,26,26,2,1,624,624,44,4,631,0,22,607,2
5969,26,26,2,1,624,624,44,4,631,0,22,607,2
5980,26,26,2,1,624,624,44,4,631,0,22,607,2
5990,26,26,3,1,624,624,52,4,635,0,26,607,2
6001,26,26,3,1,624,624,52,4,635,0,26,607,2
6011,26,26,3,1,624,624,52,4,635,0,26,607,2
6022,26,26,3,1,624,624,58,4,639,0,30,607,2
6032,26,26,3,1,624,624,60,4,641,0,30,607,2
6043,26,26,3,1,624,624,72,4,645,0,36,607,2
6054,26,26,4,1,624,624,80,4,649,0,40,607,2
6065,26,26,4,1,624,624,80,4,649,0,40,607,2
6076,26,26,4,1,624,624,81,4,650,0,41,607,2
6087,26,26,4,1,624,624,82,4,650,0,41,607,2
6103,26,26,4,1,624,624,82,4,650,0,41,607,2
6114,26,26,4,1,624,624,82,4,650,0,41,607,2
6125,26,26,4,1,624,624,82,4,650,0,41,607,2
6136,26,26,4,1,624,624,82,4,650,0,41,607,2
6147,26,26,4,1,624,624,82,4,650,0,41,607,2
6157,26,26,4,1,624,624,82,4,650,0,41,607,2
6170,26,26,4,1,624,624,82,4,650,0,41,607,2
6181,26,26,4,1,624,624,82,4,650,0,41,607,2
6192,26,26,4,1,624,624,82,4,650,0,41,607,2
6202,26,26,4,1,624,624,82,4,650,0,41,607,2
6213,26,26,4,1,624,624,82,4,650,0,41,607,2
6224,26,26,4,1,624,624,82,4,650,0,41,607,2
6235,26,26,4,1,624,624,82,4,650,0,41,607,2
6245,26,26,4,1,624,624,82,4,650,0,41,607,2
6256,26,26,4,1,624,624,82,4,650,0,41,607,2
6267,26,26,4,1,624,624,82,4,650,0,41,607,2
6278,26,26,4,1,624,624,86,4,652,0,43,607,2
6289,26,26,4,1,624,624,86,4,652,0,43,607,2
6300,26,26,4,1,624,624,96,4,658,0,47,607,2
6310,26,26,5,1,624,624,98,4,658,0,49,607,2
6321,26,26,5,1,624,624,104,4,662,0,51,607,2
6332,26,26,5,1,624,624,106,4,662,0,53,607,2
6343,26,26,5,1,624,624,106,4,662,0,53,607,2
6355,26,26,5,1,624,624,108,4,664,0,53,607,2
6370,26,26,5,1,624,624,102,4,668,0,51,611,2
6384,26,26,5,1,624,624,110,4,668,0,55,611,2
6394,26,26,5,1,624,624,110,4,668,0,55,611,2
6406,26,26,5,1,624,624,110,4,668,0,55,611,2
6417,26,26,5,1,624,624,110,4,668,0,55,611,2
6431,26,26,5,1,624,624,106,4,668,0,53,613,2
6443,26,26,5,1,624,624,110,4,670,0,55,613,2
6452,26,26,5,1,624,624,110,4,670,0,55,613,2
6466,26,26,5,1,624,624,110,4,670,0,55,613,2
6475,26,26,5,1,624,624,110,4,670,0,55,613,2
6486,26,26,5,1,624,624,102,4,670,0,51,617,2
6498,26,26,5,1,624,624,102,4,670,0,51,617,2
6509,26,26,5,1,624,624,103,4,675,0,49,619,2
6518,26,26,5,1,624,624,106,4,679,0,52,623,2
6529,26,26,5,1,624,624,102,4,681,0,50,627,2
6540,26,26,5,1,624,624,104,4,681,0,52,627,2
6552,26,26,5,1,624,624,102,4,681,0,50,629,2
6564,26,26,4,1,624,624,92,4,681,0,46,633,2
6574,26,26,4,1,624,624,92,4,681,0,46,633,2
6587,26,26,4,1,624,624,92,4,685,0,46,633,2
6600,26,26,5,1,624,624,100,4,685,0,50,633,2
6608,26,26,5,1,624,624,103,4,689,0,52,635,2
6620,26,26,5,1,624,624,100,4,689,0,50,637,2
6632,26,26,5,1,624,624,100,4,701,0,50,637,2
6642,26,26,6,1,624,624,122,4,701,0,60,639,2
6654,26,26,5,1,624,624,116,4,703,0,58,643,2
6667,26,26,5,1,624,624,116,4,703,0,58,643,2
6676,26,26,5,1,624,624,116,4,703,0,58,643,2
6690,26,26,5,1,624,624,116,4,703,0,58,643,2
6699,26,26,5,1,624,624,116,4,703,0,58,643,2
6709,26,26,5,1,624,624,112,4,703,0,56,645,2
6722,26,26,5,1,624,624,112,4,703,0,54,647,2
6732,26,26,5,1,624,624,108,4,703,0,54,647,2
6746,26,26,6,1,624,624,140,4,719,0,70,647,2
6758,26,26,7,1,624,624,153,4,735,0,72,649,2
6770,26,26,7,1,624,624,168,4,739,0,84,649,2
6780,26,26,8,1,624,624,185,4,747,0,92,653,2
6801,26,26,8,1,624,624,190,4,751,0,94,655,2
6804,26,26,8,1,624,624,188,4,751,0,94,655,2
6820,26,26,8,1,624,624,186,4,751,0,92,657,2
6846,26,26,8,1,624,624,184,4,751,0,92,657,2
6847,26,26,8,1,624,624,184,4,751,0,92,657,2
6851,26,26,8,1,624,624,184,4,751,0,92,657,2
6885,26,26,8,1,624,624,181,4,752,0,90,659,2
6892,26,26,7,1,624,624,164,4,755,0,82,671,2
6910,26,26,7,1,624,624,164,4,755,0,82,671,2
6911,26,26,7,1,624,624,164,4,755,0,82,671,2
6921,26,26,7,1,624,624,164,4,755,0,82,671,2
6944,26,26,7,1,624,624,164,4,755,0,82,671,2
6949,26,26,7,1,624,624,167,4,761,0,80,673,2
6962,26,26,8,1,624,624,172,4,762,0,86,673,2
6979,26,26,8,1,624,624,174,4,762,0,87,673,2
6986,26,26,8,1,624,624,174,4,762,0,87,673,2
7001,26,26,8,1,624,624,174,4,762,0,75,681,2
7007,26,26,4,1,624,624,83,4,788,0,39,721,2
7016,26,26,6,1,624,624,144,4,796,0,73,721,2
7026,26,26,7,1,624,624,148,4,797,0,74,721,2
7037,26,26,7,1,624,624,148,4,797,0,74,721,2
7060,26,26,7,1,624,624,148,4,797,0,74,721,2
7068,26,26,7,1,624,624,156,4,805,0,78,721,2
7077,26,26,7,1,624,624,164,4,805,0,82,721,2
7099,26,26,7,1,624,624,164,4,809,0,82,721,2
7102,26,26,8,1,624,624,173,4,815,0,86,721,2
7115,26,26,8,1,624,624,184,4,815,0,92,721,2
7135,26,26,8,1,624,624,184,4,815,0,92,721,2
7142,26,26,8,1,624,624,184,4,816,0,92,721,2
7159,26,26,8,1,624,624,189,4,820,0,96,721,2
7164,26,26,9,1,624,624,194,4,821,0,97,721,2
7176,26,26,9,1,624,624,196,4,821,0,98,721,2
7199,26,26,9,1,624,624,193,4,821,0,96,723,2
7201,26,26,8,1,624,624,192,4,821,0,96,723,2
7213,26,26,8,1,624,624,190,4,821,0,95,724,2
7228,26,26,9,1,624,624,193,4,824,0,97,724,2
7245,26,26,9,1,624,624,196,4,824,0,95,724,2
7262,26,26,8,1,624,624,188,4,824,0,94,728,2
7267,26,26,8,1,624,624,190,4,825,0,95,728,2
7275,26,26,8,1,624,624,190,4,825,0,95,728,2
7294,26,26,8,1,624,624,190,4,825,0,95,728,2
7306,26,26,8,1,624,624,190,4,825,0,95,728,2
7320,26,26,8,1,624,624,179,4,825,0,89,734,2
7331,26,26,8,1,624,624,177,4,825,0,88,735,2
7338,26,26,8,1,624,624,175,4,825,0,87,736,2
7350,26,26,8,1,624,624,174,4,825,0,87,736,2
7362,26,26,8,1,624,624,177,4,828,0,87,736,2
7373,26,26,8,1,624,624,180,4,828,0,89,737,2
7376,26,26,8,1,624,624,178,4,828,0,89,737,2
7401,26,26,8,1,624,624,179,4,829,0,90,737,2
7402,26,26,8,1,624,624,181,4,830,0,89,738,2
7409,26,26,8,1,624,624,174,4,830,0,87,741,2
7428,26,26,8,1,624,624,174,4,830,0,87,741,2
7432,26,26,8,1,624,624,173,4,831,0,86,742,2
7447,26,26,8,1,624,624,174,4,832,0,87,743,2
7456,26,26,8,1,624,624,172,4,832,0,86,744,2
7467,26,26,8,1,624,624,172,4,832,0,86,744,2
7473,26,26,8,1,624,624,172,4,832,0,86,744,2
7486,26,26,8,1,624,624,171,4,832,0,85,745,2
7500,26,26,7,1,624,624,168,4,832,0,84,746,2
7512,26,26,7,1,624,624,168,4,832,0,84,746,2
7519,26,26,7,1,624,624,168,4,832,0,84,746,2
7528,26,26,7,1,624,624,168,4,832,0,84,746,2
7542,26,26,7,1,624,624,167,4,832,0,83,747,2
7551,26,26,7,1,624,624,165,4,832,0,82,748,2
7563,26,26,7,1,624,624,164,4,832,0,82,748,2
7571,26,26,7,1,624,624,156,4,832,0,78,752,2
7582,26,26,7,1,624,624,155,4,832,0,77,753,2
7594,26,26,7,1,624,624,154,4,832,0,77,753,2
7604,26,26,7,1,624,624,154,4,832,0,77,753,2
7614,26,26,7,1,624,624,152,4,832,0,76,754,2
7626,26,26,7,1,624,624,148,4,832,0,74,756,2
7637,26,26,7,1,624,624,145,4,832,0,72,758,2
7647,26,26,6,1,624,624,140,4,832,0,70,760,2
7658,26,26,6,1,624,624,140,4,832,0,70,760,2
7669,26,26,6,1,624,624,140,4,832,0,70,760,2
7680,26,26,6,1,624,624,138,4,832,0,69,761,2
7693,26,26,6,1,624,624,142,4,836,0,71,761,2
7702,26,26,6,1,624,624,144,4,836,0,72,762,2
7713,26,26,7,1,624,624,148,4,840,0,74,762,2
7724,26,26,7,1,624,624,150,4,840,0,75,763,2
7735,26,26,7,1,624,624,148,4,840,0,74,764,2
7746,26,26,7,1,624,624,148,4,840,0,74,764,2
7757,26,26,7,1,624,624,148,4,840,0,74,764,2
7768,26,26,7,1,624,624,148,4,840,0,74,764,2
7779,26,26,7,1,624,624,148,4,840,0,74,764,2
7790,26,26,7,1,624,624,148,4,840,0,74,764,2
7801,26,26,7,1,624,624,148,4,842,0,74,764,2
7813,26,26,7,1,624,624,152,4,842,0,76,764,2
7824,26,26,7,1,624,624,152,4,842,0,76,764,2
7838,26,26,6,1,624,624,123,4,842,0,45,791,2
7845,26,26,3,1,624,624,62,4,842,0,31,809,2
7856,26,26,3,1,624,624,62,4,842,0,31,809,2
7867,26,26,3,1,624,624,62,4,842,0,31,809,2
7878,26,26,3,1,624,624,62,4,842,0,31,809,2
7889,26,26,3,1,624,624,71,4,855,0,35,811,2
7899,26,26,4,1,624,624,88,4,857,0,44,811,2
7910,26,26,4,1,624,624,88,4,857,0,44,811,2
7921,26,26,4,1,624,624,86,4,858,0,43,813,2
7931,26,26,4,1,624,624,86,4,858,0,43,813,2
7942,26,26,4,1,624,624,86,4,858,0,43,813,2
7956,26,26,5,1,624,624,98,4,868,0,47,813,2
7966,26,26,5,1,624,624,110,4,870,0,55,813,2
7976,26,26,5,1,624,624,114,4,878,0,57,815,2
7987,26,26,6,1,624,624,122,4,878,0,61,815,2
7999,26,26,5,1,624,624,118,4,878,0,59,817,2
8013,26,26,5,1,624,624,118,4,878,0,59,817,2
8029,26,26,5,1,624,624,118,4,878,0,59,817,2
8040,26,26,5,1,624,624,118,4,878,0,59,817,2
8051,26,26,5,1,624,624,118,4,878,0,59,817,2
8061,26,26,5,1,624,624,118,4,878,0,59,817,2
8074,26,26,5,1,624,624,118,4,878,0,59,817,2
8086,26,26,5,1,624,624,114,4,878,0,56,820,2
8093,26,26,5,1,624,624,108,4,878,0,54,822,2
8107,26,26,5,1,624,624,108,4,878,0,54,822,2
8125,26,26,5,1,624,624,109,4,879,0,54,822,2
8131,26,26,5,1,624,624,110,4,879,0,55,822,2
8140,26,26,5,1,624,624,110,4,879,0,55,822,2
8157,26,26,5,1,624,624,104,4,879,0,52,825,2
8158,26,26,5,1,624,624,109,4,882,0,55,825,2
8172,26,26,5,1,624,624,110,4,882,0,55,825,2
8188,26,26,5,1,624,624,110,4,882,0,55,825,2
8195,26,26,5,1,624,624,107,4,883,0,51,829,2
8203,26,26,4,1,624,624,88,4,883,0,44,837,2
8213,26,26,4,1,624,624,88,4,883,0,44,837,2
8228,26,26,4,1,624,624,82,4,883,0,41,840,2
8235,26,26,4,1,624,624,80,4,883,0,40,841,2
8246,26,26,4,1,624,624,80,4,883,0,40,841,2
8256,26,26,4,1,624,624,80,4,883,0,40,841,2
8267,26,26,4,1,624,624,80,4,883,0,40,841,2
8279,26,26,4,1,624,624,78,4,883,0,39,842,2
8290,26,26,4,1,624,624,78,4,883,0,39,842,2
8301,26,26,4,1,624,624,76,4,883,0,38,843,2
8312,26,26,4,1,624,624,76,4,883,0,38,843,2
8322,26,26,4,1,624,624,76,4,883,0,38,843,2
8333,26,26,4,1,624,624,74,4,883,0,37,844,2
8343,26,26,4,1,624,624,74,4,883,0,37,844,2
8354,26,26,4,1,624,624,86,4,889,0,43,844,2
8365,26,26,4,1,624,624,87,4,890,0,43,844,2
8376,26,26,4,1,624,624,92,4,896,0,44,844,2
8386,26,26,5,1,624,624,100,4,896,0,50,844,2
8397,26,26,5,1,624,624,100,4,896,0,50,844,2
8407,26,26,5,1,624,624,100,4,896,0,50,844,2
8418,26,26,5,1,624,624,99,4,896,0,49,845,2
8429,26,26,4,1,624,624,96,4,896,0,47,847,2
8439,26,26,4,1,624,624,96,4,898,0,47,847,2
8450,26,26,5,1,624,624,98,4,898,0,49,847,2
8461,26,26,5,1,624,624,98,4,898,0,49,847,2
8472,26,26,5,1,624,624,98,4,898,0,49,847,2
8482,26,26,5,1,624,624,98,4,898,0,49,847,2
8493,26,26,5,1,624,624,98,4,898,0,49,847,2
8504,26,26,5,1,624,624,98,4,898,0,49,847,2
8514,26,26,5,1,624,624,98,4,898,0,49,847,2
8525,26,26,5,1,624,624,98,4,898,0,49,847,2
8536,26,26,5,1,624,624,98,4,898,0,49,847,2
8546,26,26,4,1,624,624,94,4,898,0,47,849,2
8557,26,26,4,1,624,624,94,4,898,0,47,849,2
8567,26,26,4,1,624,624,90,4,898,0,45,851,2
8578,26,26,4,1,624,624,90,4,906,0,45,851,2
8588,26,26,5,1,624,624,120,4,914,0,60,852,2
8599,26,26,5,1,624,624,120,4,916,0,59,853,2
8610,26,26,6,1,624,624,128,4,921,0,63,856,2
8621,26,26,6,1,624,624,126,4,923,0,63,856,2
8633,26,26,6,1,624,624,138,4,927,0,69,856,2
8644,26,26,6,1,624,624,138,4,927,0,69,856,2
8656,26,26,6,1,624,624,142,4,929,0,71,856,2
8671,26,26,6,1,624,624,138,4,929,0,69,858,2
8679,26,26,6,1,624,624,138,4,929,0,69,858,2
8691,26,26,6,1,624,624,138,4,929,0,69,858,2
8707,26,26,6,1,624,624,138,4,931,0,69,858,2
8718,26,26,6,1,624,624,142,4,931,0,71,858,2
8729,26,26,6,1,624,624,142,4,931,0,71,858,2
8749,26,26,7,1,624,624,148,4,941,0,71,858,2
8751,26,26,7,1,624,624,164,4,942,0,82,858,2
8766,26,26,7,1,624,624,152,4,942,0,76,864,2
8781,26,26,7,1,624,624,152,4,942,0,76,864,2
8791,26,26,7,1,624,624,152,4,942,0,76,864,2
8802,26,26,7,1,624,624,152,4,942,0,76,864,2
8826,26,26,7,1,624,624,152,4,942,0,76,864,2
8830,26,26,7,1,624,624,155,4,948,0,78,864,2
8831,26,26,7,1,624,624,164,4,948,0,82,864,2
8861,26,26,7,1,624,624,163,4,950,0,82,866,2
8864,26,26,7,1,624,624,164,4,950,0,82,866,2
8873,26,26,7,1,624,624,164,4,951,0,82,867,2
8900,26,26,7,1,624,624,166,4,955,0,82,867,2
8901,26,26,8,1,624,624,173,4,956,0,87,867,2
8903,26,26,8,1,624,624,173,4,956,0,86,868,2
8921,26,26,8,1,624,624,174,4,957,0,87,868,2
8933,26,26,8,1,624,624,170,4,961,0,85,870,2
8936,26,26,8,1,624,624,178,4,961,0,89,870,2
8950,26,26,7,1,624,624,167,4,963,0,83,876,2
8958,26,26,7,1,624,624,167,4,964,0,83,879,2
8968,26,26,7,1,624,624,166,4,967,0,83,882,2
8981,26,26,7,1,624,624,166,4,967,0,82,883,2
8991,26,26,7,1,624,624,165,4,968,0,82,883,2
9003,26,26,7,1,624,624,166,4,968,0,83,883,2
9013,26,26,8,1,624,624,170,4,970,0,85,883,2
9028,26,26,8,1,624,624,178,4,976,0,91,883,2
9041,26,26,8,1,624,624,184,4,984,0,92,883,2
9047,26,26,9,1,624,624,213,4,998,0,103,883,2
9058,26,26,10,1,624,624,221,4,999,0,110,886,2
9070,26,26,10,1,624,624,223,4,1000,0,111,886,2
9081,26,26,10,1,624,624,221,4,1000,0,110,888,2
9094,26,26,10,1,624,624,219,4,1001,0,109,889,2
9110,26,26,10,1,624,624,218,4,1001,0,109,890,2
9126,26,26,10,1,624,624,218,4,1001,0,109,890,2
9135,26,26,10,1,624,624,218,4,1001,0,109,890,2
9151,26,26,10,1,624,624,218,4,1001,0,109,890,2
9161,26,26,10,1,624,624,217,4,1001,0,108,891,2
9173,26,26,9,1,624,624,213,4,1002,0,106,893,2
9188,26,26,9,1,624,624,214,4,1002,0,107,893,2
9199,26,26,9,1,624,624,212,4,1002,0,106,894,2
9204,26,26,9,1,624,624,210,4,1002,0,105,895,2
9222,26,26,9,1,624,624,210,4,1002,0,105,895,2
9235,26,26,9,1,624,624,208,4,1002,0,104,896,2
9239,26,26,9,1,624,624,208,4,1002,0,103,897,2
9254,26,26,9,1,624,624,202,4,1002,0,101,899,2
9262,26,26,9,1,624,624,201,4,1002,0,100,900,2
9265,26,26,9,1,624,624,199,4,1002,0,99,901,2
9286,26,26,9,1,624,624,198,4,1005,0,99,901,2
9292,26,26,9,1,624,624,201,4,1006,0,100,904,2
9301,26,26,9,1,624,624,207,4,1011,0,104,905,2
9312,26,26,9,1,624,624,205,4,1013,0,101,908,2
9329,26,26,9,1,624,624,202,4,1016,0,100,913,2
9335,26,26,9,1,624,624,202,4,1019,0,101,913,2
9348,26,26,9,1,624,624,208,4,1019,0,102,915,2
9360,26,26,9,1,624,624,204,4,1019,0,102,915,2
9365,26,26,9,1,624,624,200,4,1019,0,100,917,2
9380,26,26,9,1,624,624,198,4,1019,0,99,918,2
9387,26,26,9,1,624,624,199,4,1023,0,97,920,2
9400,26,26,9,1,624,624,195,4,1023,0,97,924,2
9415,26,26,8,1,624,624,190,4,1023,0,94,927,2
9423,26,26,8,1,624,624,189,4,1031,0,93,928,2
9441,26,26,10,1,624,624,217,4,1052,0,112,929,2
9444,26,26,11,1,624,624,248,4,1062,0,121,929,2
9459,26,26,11,1,624,624,262,4,1062,0,131,929,2
9470,26,26,11,1,624,624,253,4,1065,0,125,935,2
9478,26,26,11,1,624,624,256,4,1069,0,126,937,2
9511,26,26,11,1,624,624,262,4,1072,0,131,938,2
9525,26,26,11,1,624,624,257,4,1072,0,126,944,2
9550,26,26,12,1,624,624,269,4,1089,0,132,947,2
9553,26,26,13,1,624,624,305,4,1106,0,151,952,2
9576,26,26,13,1,624,624,305,4,1107,0,151,953,2
9585,26,26,13,1,624,624,305,4,1109,0,152,954,2
9617,26,26,13,1,624,624,311,4,1114,0,156,955,2
9618,26,26,14,1,624,624,314,4,1120,0,154,962,2
9632,26,26,13,1,624,624,312,4,1123,0,154,963,2
9658,26,26,14,1,624,624,316,4,1124,0,157,964,2
9663,26,26,14,1,624,624,313,4,1124,0,154,968,2
9689,26,26,13,1,624,624,302,4,1125,0,148,974,2
9711,26,26,13,1,624,624,294,4,1131,0,136,988,2
9717,26,26,12,1,624,624,278,4,1135,0,139,993,2
9755,26,26,12,1,624,624,278,4,1144,0,136,1001,2
9763,26,26,12,1,624,624,284,4,1147,0,141,1002,2
9819,26,26,12,1,624,624,288,4,1149,0,144,1002,2
9829,26,26,13,1,624,624,293,4,1157,0,144,1007,2
9838,26,26,13,1,624,624,293,4,1159,0,143,1014,2
9875,26,26,12,1,624,624,288,4,1165,0,145,1016,2
9885,26,26,13,1,624,624,296,4,1167,0,147,1016,2
9886,26,26,13,1,624,624,303,4,1174,0,150,1017,2
9892,26,26,13,1,624,624,302,4,1174,0,150,1022,2
9963,26,26,13,1,624,624,299,4,1177,0,148,1025,2
10017,26,26,14,1,624,624,330,4,1205,0,170,1025,2
10027,26,26,16,1,624,624,365,4,1215,0,184,1026,2
10058,26,26,16,1,624,624,378,4,1223,0,187,1034,2
10116,26,26,16,1,624,624,376,4,1226,0,188,1036,2
10141,26,26,16,1,624,624,382,4,1234,0,192,1040,2
10198,26,26,17,1,624,624,388,4,1238,0,192,1042,2
10201,26,26,16,1,624,624,384,4,1240,0,192,1044,2
10251,26,26,16,1,624,624,382,4,1243,0,190,1051,2
10252,26,26,17,1,624,624,385,4,1243,0,190,1050,2
10264,26,26,16,1,624,624,380,4,1243,0,190,1051,2
10268,26,26,16,1,624,624,380,4,1243,0,189,1052,2
10269,26,26,16,1,624,624,379,4,1244,0,188,1053,2
10286,26,26,16,1,624,624,372,4,1250,0,187,1060,2
10306,26,26,16,1,624,624,376,4,1250,0,187,1061,2
10338,26,26,16,1,624,624,372,4,1252,0,186,1064,2
10343,26,26,16,1,624,624,374,4,1256,0,185,1065,2
10385,26,26,16,1,624,624,376,4,1257,0,187,1067,2
10408,26,26,16,1,624,624,375,4,1258,0,186,1068,2
10417,26,26,17,1,624,624,392,4,1270,0,195,1068,2
10451,26,26,17,1,624,624,398,4,1270,0,199,1069,2
10459,26,26,17,1,624,624,398,4,1270,0,199,1069,2
10467,26,26,17,1,624,624,395,4,1270,0,197,1071,2
10468,26,26,17,1,624,624,394,4,1270,0,197,1071,2
10471,26,26,17,1,624,624,394,4,1270,0,197,1071,2
10486,26,26,17,1,624,624,395,4,1271,0,198,1071,2
10505,26,26,17,1,624,624,398,4,1273,0,198,1071,2
10525,26,26,17,1,624,624,398,4,1276,0,197,1073,2
10536,26,26,17,1,624,624,401,4,1278,0,201,1075,2
10573,26,26,17,1,624,624,398,4,1279,0,199,1077,2
10575,26,26,17,1,624,624,404,4,1283,0,201,1078,2
10579,26,26,17,1,624,624,404,4,1283,0,201,1080,2
10582,26,26,17,1,624,624,406,4,1289,0,204,1080,2
10598,26,26,18,1,624,624,414,4,1291,0,206,1082,2
10646,26,26,19,1,624,624,433,4,1301,0,217,1082,2
10652,26,26,19,1,624,624,434,4,1301,0,217,1082,2
10659,26,26,19,1,624,624,434,4,1303,0,217,1082,2
10662,26,26,19,1,624,624,438,4,1303,0,219,1082,2
10664,26,26,19,1,624,624,442,4,1306,0,221,1082,2
10667,26,26,19,1,624,624,443,4,1306,0,221,1083,2
10705,26,26,19,1,624,624,444,4,1307,0,222,1083,2
10726,26,26,19,1,624,624,438,4,1307,0,218,1087,2
10735,26,26,19,1,624,624,434,4,1307,0,215,1089,2
10759,26,26,18,1,624,624,427,4,1307,0,213,1092,2
10766,26,26,18,1,624,624,423,4,1308,0,210,1095,2
10772,26,26,18,1,624,624,423,4,1311,0,211,1097,2
10783,26,26,18,1,624,624,413,4,1312,0,206,1104,2
10803,26,26,17,1,624,624,408,4,1314,0,202,1109,2
10821,26,26,17,1,624,624,407,4,1319,0,206,1110,2
10822,26,26,18,1,624,624,413,4,1319,0,206,1111,2
10824,26,26,18,1,624,624,416,4,1322,0,208,1111,2
10826,26,26,18,1,624,624,418,4,1325,0,209,1112,2
10832,26,26,18,1,624,624,420,4,1325,0,210,1113,2
10859,26,26,18,1,624,624,420,4,1326,0,208,1115,2
10881,26,26,18,1,624,624,420,4,1329,0,208,1116,2
10891,26,26,18,1,624,624,413,4,1330,0,207,1120,2
10896,26,26,18,1,624,624,412,4,1330,0,206,1122,2
10901,26,26,17,1,624,624,408,4,1330,0,204,1124,2
10906,26,26,17,1,624,624,406,4,1330,0,203,1125,2
10911,26,26,17,1,624,624,406,4,1330,0,203,1125,2
10940,26,26,17,1,624,624,401,4,1330,0,200,1128,2
10945,26,26,17,1,624,624,400,4,1330,0,200,1128,2
10952,26,26,17,1,624,624,400,4,1330,0,199,1129,2
10964,26,26,17,1,624,624,396,4,1330,0,198,1130,2
10982,26,26,17,1,624,624,394,4,1330,0,197,1131,2
11013,26,26,17,1,624,624,391,4,1331,0,195,1133,2
11016,26,26,17,1,624,624,392,4,1331,0,196,1133,2
11019,26,26,17,1,624,624,392,4,1336,0,191,1138,2
11024,26,26,17,1,624,624,389,4,1337,0,195,1140,2
11039,26,26,17,1,624,624,390,4,1339,0,194,1141,2
11065,26,26,17,1,624,624,390,4,1339,0,192,1143,2
11072,26,26,16,1,624,624,381,4,1339,0,189,1148,2
11078,26,26,16,1,624,624,378,4,1341,0,189,1148,2
11085,26,26,16,1,624,624,382,4,1343,0,190,1149,2
11097,26,26,17,1,624,624,385,4,1345,0,192,1150,2
11129,26,26,16,1,624,624,384,4,1347,0,192,1151,2
11142,26,26,17,1,624,624,386,4,1347,0,193,1152,2
11149,26,26,16,1,624,624,384,4,1347,0,192,1153,2
11154,26,26,16,1,624,624,384,4,1347,0,192,1153,2
11159,26,26,16,1,624,624,384,4,1347,0,192,1153,2
11179,26,26,16,1,624,624,384,4,1347,0,192,1153,2
11189,26,26,16,1,624,624,384,4,1347,0,192,1153,2
11199,26,26,16,1,624,624,384,4,1347,0,192,1153,2
11210,26,26,16,1,624,624,382,4,1347,0,191,1154,2
