timestamp,nodes_owned,nodes_cur_cap,nodes_in_use,nodes_indemand,cores_owned,cores_cur_cap,cores_in_use,cores_indemand,jobs_waiting,jobs_running,jobs_completed,jobs_failed
2,20,20,0,na,480,480,0,na,0,0,0,0
12,20,20,1,na,480,480,8,na,0,1,0,0
23,20,20,1,na,480,480,8,na,0,1,0,0
34,20,20,1,na,480,480,8,na,0,1,0,0
44,20,20,1,na,480,480,8,na,0,1,0,0
55,20,20,1,na,480,480,8,na,0,1,0,0
65,20,20,1,na,480,480,8,na,0,1,0,0
76,20,20,1,na,480,480,8,na,0,1,0,0
87,20,20,1,na,480,480,8,na,0,1,0,0
97,20,20,1,na,480,480,8,na,0,1,0,0
108,20,20,1,na,480,480,8,na,0,1,0,0
119,20,20,1,na,480,480,8,na,0,1,0,0
129,20,20,1,na,480,480,8,na,0,1,0,0
140,20,20,1,na,480,480,8,na,0,1,0,0
150,20,20,1,na,480,480,8,na,0,1,0,0
161,20,20,1,na,480,480,8,na,0,1,0,0
171,20,20,1,na,480,480,8,na,0,1,0,0
182,20,20,1,na,480,480,8,na,0,1,0,0
193,20,20,1,na,480,480,8,na,0,1,0,0
203,20,20,1,na,480,480,8,na,0,1,0,0
214,20,20,1,na,480,480,8,na,0,1,0,0
224,20,20,1,na,480,480,8,na,0,1,0,0
235,20,20,1,na,480,480,8,na,0,1,0,0
246,20,20,1,na,480,480,8,na,0,1,0,0
256,20,20,1,na,480,480,8,na,0,1,0,0
267,20,20,1,na,480,480,8,na,0,1,0,0
277,20,20,1,na,480,480,8,na,0,1,0,0
288,20,20,1,na,480,480,8,na,0,1,0,0
298,20,20,1,na,480,480,8,na,0,1,0,0
309,20,20,1,na,480,480,8,na,0,1,0,0
319,20,20,1,na,480,480,8,na,0,1,0,0
330,20,20,1,na,480,480,8,na,0,1,0,0
345,20,20,1,na,480,480,8,na,0,1,0,0
356,20,20,1,na,480,480,8,na,0,1,0,0
367,20,20,1,na,480,480,8,na,0,1,0,0
377,20,20,1,na,480,480,8,na,0,1,0,0
388,20,20,1,na,480,480,8,na,0,1,0,0
398,20,20,1,na,480,480,8,na,0,1,0,0
409,20,20,1,na,480,480,8,na,0,1,0,0
419,20,20,1,na,480,480,8,na,0,1,0,0
430,20,20,1,na,480,480,8,na,0,1,0,0
441,20,20,1,na,480,480,8,na,0,1,0,0
451,20,20,1,na,480,480,8,na,0,1,0,0
462,20,20,1,na,480,480,8,na,0,1,0,0
472,20,20,1,na,480,480,8,na,0,1,0,0
483,20,20,1,na,480,480,8,na,0,1,0,0
493,20,20,1,na,480,480,8,na,0,1,0,0
504,20,20,1,na,480,480,8,na,0,1,0,0
514,20,20,1,na,480,480,8,na,0,1,0,0
525,20,20,1,na,480,480,8,na,0,1,0,0
536,20,20,1,na,480,480,8,na,0,1,0,0
546,20,20,1,na,480,480,8,na,0,1,0,0
557,20,20,1,na,480,480,8,na,0,1,0,0
567,20,20,1,na,480,480,8,na,0,1,0,0
578,20,20,1,na,480,480,8,na,0,1,0,0
588,20,20,1,na,480,480,8,na,0,1,0,0
599,20,20,1,na,480,480,8,na,0,1,0,0
609,20,20,1,na,480,480,8,na,0,1,0,0
620,20,20,1,na,480,480,16,na,0,2,0,0
631,20,20,1,na,480,480,16,na,0,2,0,0
641,20,20,1,na,480,480,16,na,0,2,0,0
652,20,20,1,na,480,480,16,na,0,2,0,0
662,20,20,1,na,480,480,16,na,0,2,0,0
673,20,20,1,na,480,480,16,na,0,2,0,0
683,20,20,1,na,480,480,16,na,0,2,0,0
694,20,20,1,na,480,480,16,na,0,2,0,0
705,20,20,1,na,480,480,16,na,0,2,0,0
715,20,20,1,na,480,480,16,na,0,2,0,0
726,20,20,1,na,480,480,16,na,0,2,0,0
736,20,20,1,na,480,480,16,na,0,2,0,0
747,20,20,1,na,480,480,16,na,0,2,0,0
757,20,20,1,na,480,480,16,na,0,2,0,0
768,20,20,1,na,480,480,16,na,0,2,0,0
778,20,20,1,na,480,480,16,na,0,2,0,0
789,20,20,1,na,480,480,16,na,0,2,0,0
800,20,20,1,na,480,480,16,na,0,2,0,0
810,20,20,1,na,480,480,16,na,0,2,0,0
821,20,20,1,na,480,480,16,na,0,2,0,0
831,20,20,1,na,480,480,16,na,0,2,0,0
842,20,20,1,na,480,480,16,na,0,2,0,0
852,20,20,1,na,480,480,16,na,0,2,0,0
863,20,20,1,na,480,480,16,na,0,2,0,0
873,20,20,1,na,480,480,16,na,0,2,0,0
884,20,20,1,na,480,480,16,na,0,2,0,0
895,20,20,1,na,480,480,16,na,0,2,0,0
905,20,20,1,na,480,480,16,na,0,2,0,0
916,20,20,1,na,480,480,16,na,0,2,0,0
926,20,20,1,na,480,480,16,na,0,2,0,0
937,20,20,1,na,480,480,16,na,0,2,0,0
947,20,20,1,na,480,480,16,na,0,2,0,0
958,20,20,1,na,480,480,16,na,0,2,0,0
968,20,20,1,na,480,480,16,na,0,2,0,0
979,20,20,1,na,480,480,16,na,0,2,0,0
990,20,20,1,na,480,480,16,na,0,2,0,0
1000,20,20,1,na,480,480,16,na,0,2,0,0
1011,20,20,1,na,480,480,16,na,0,2,0,0
1021,20,20,1,na,480,480,16,na,0,2,0,0
1032,20,20,1,na,480,480,16,na,0,2,0,0
1044,20,20,1,na,480,480,16,na,0,2,0,0
1055,20,20,1,na,480,480,16,na,0,2,0,0
1065,20,20,1,na,480,480,16,na,0,2,0,0
1076,20,20,1,na,480,480,16,na,0,2,0,0
1086,20,20,1,na,480,480,16,na,0,2,0,0
1097,20,20,1,na,480,480,16,na,0,2,0,0
1107,20,20,1,na,480,480,16,na,0,2,0,0
1118,20,20,1,na,480,480,16,na,0,2,0,0
1128,20,20,1,na,480,480,16,na,0,2,0,0
1139,20,20,1,na,480,480,16,na,0,2,0,0
1150,20,20,1,na,480,480,16,na,0,2,0,0
1160,20,20,1,na,480,480,16,na,0,2,0,0
1171,20,20,1,na,480,480,16,na,0,2,0,0
1181,20,20,1,na,480,480,16,na,0,2,0,0
1192,20,20,1,na,480,480,16,na,0,2,0,0
1202,20,20,1,na,480,480,16,na,0,2,0,0
1213,20,20,1,na,480,480,16,na,0,2,0,0
1224,20,20,1,na,480,480,16,na,0,3,0,0
1234,20,20,1,na,480,480,17,na,0,3,0,0
1245,20,20,1,na,480,480,17,na,0,3,0,0
1255,20,20,1,na,480,480,17,na,0,3,0,0
1266,20,20,1,na,480,480,17,na,0,3,0,0
1276,20,20,1,na,480,480,17,na,0,3,0,0
1287,20,20,1,na,480,480,17,na,0,3,0,0
1297,20,20,1,na,480,480,17,na,0,3,0,0
1308,20,20,1,na,480,480,17,na,0,3,0,0
1319,20,20,1,na,480,480,17,na,0,3,0,0
1329,20,20,1,na,480,480,17,na,0,3,0,0
1340,20,20,1,na,480,480,17,na,0,3,0,0
1350,20,20,1,na,480,480,17,na,0,3,0,0
1361,20,20,1,na,480,480,17,na,0,3,0,0
1371,20,20,1,na,480,480,17,na,0,3,0,0
1382,20,20,1,na,480,480,17,na,0,3,0,0
1392,20,20,1,na,480,480,17,na,0,3,0,0
1403,20,20,1,na,480,480,17,na,0,3,0,0
1414,20,20,1,na,480,480,17,na,0,3,0,0
1424,20,20,1,na,480,480,17,na,0,3,0,0
1435,20,20,1,na,480,480,17,na,0,3,0,0
1445,20,20,1,na,480,480,17,na,0,3,0,0
1456,20,20,1,na,480,480,17,na,0,3,0,0
1466,20,20,1,na,480,480,17,na,0,3,0,0
1477,20,20,1,na,480,480,17,na,0,3,0,0
1487,20,20,1,na,480,480,17,na,0,3,0,0
1498,20,20,1,na,480,480,17,na,0,3,0,0
1509,20,20,1,na,480,480,17,na,0,3,0,0
1519,20,20,1,na,480,480,17,na,0,3,0,0
1530,20,20,1,na,480,480,17,na,0,3,0,0
1540,20,20,1,na,480,480,17,na,0,3,0,0
1551,20,20,1,na,480,480,17,na,0,3,0,0
1566,20,20,1,na,480,480,17,na,0,3,0,0
1577,20,20,1,na,480,480,17,na,0,3,0,0
1587,20,20,1,na,480,480,17,na,0,3,0,0
1598,20,20,1,na,480,480,17,na,0,3,0,0
1609,20,20,1,na,480,480,17,na,0,3,0,0
1619,20,20,1,na,480,480,17,na,0,3,0,0
1630,20,20,1,na,480,480,17,na,0,3,0,0
1640,20,20,1,na,480,480,17,na,0,3,0,0
1651,20,20,1,na,480,480,17,na,0,3,0,0
1661,20,20,1,na,480,480,17,na,0,3,0,0
1672,20,20,1,na,480,480,17,na,0,3,0,0
1682,20,20,1,na,480,480,17,na,0,3,0,0
1693,20,20,1,na,480,480,17,na,0,3,0,0
1704,20,20,1,na,480,480,17,na,0,3,0,0
1714,20,20,1,na,480,480,17,na,0,3,0,0
1725,20,20,1,na,480,480,17,na,0,3,0,0
1735,20,20,1,na,480,480,17,na,0,3,0,0
1746,20,20,1,na,480,480,17,na,0,3,0,0
1757,20,20,1,na,480,480,17,na,0,3,0,0
1767,20,20,1,na,480,480,17,na,0,3,0,0
1778,20,20,1,na,480,480,17,na,0,3,0,0
1788,20,20,1,na,480,480,17,na,0,3,0,0
1799,20,20,1,na,480,480,17,na,0,3,0,0
1809,20,20,1,na,480,480,17,na,0,3,0,0
1820,20,20,1,na,480,480,17,na,0,3,0,0
1831,20,20,1,na,480,480,17,na,0,4,0,0
1841,20,20,1,na,480,480,22,na,0,5,0,0
1852,20,20,1,na,480,480,23,na,0,6,0,0
1862,20,20,2,na,480,480,25,na,0,7,0,0
1873,20,20,2,na,480,480,28,na,0,9,0,0
1883,20,20,2,na,480,480,36,na,0,10,0,0
1894,20,20,2,na,480,480,37,na,0,12,0,0
1905,20,20,2,na,480,480,43,na,0,13,0,0
1915,20,20,2,na,480,480,44,na,0,14,0,0
1926,20,20,2,na,480,480,45,na,0,16,0,0
1936,20,20,3,na,480,480,53,na,0,17,0,0
1947,20,20,3,na,480,480,53,na,0,17,0,0
1957,20,20,3,na,480,480,53,na,0,17,0,0
1968,20,20,3,na,480,480,53,na,0,17,0,0
1978,20,20,3,na,480,480,53,na,0,17,0,0
1989,20,20,3,na,480,480,53,na,0,17,0,0
2000,20,20,3,na,480,480,53,na,0,17,0,0
2010,20,20,3,na,480,480,53,na,0,17,0,0
2021,20,20,3,na,480,480,53,na,0,17,0,0
2031,20,20,3,na,480,480,53,na,0,17,0,0
2042,20,20,3,na,480,480,53,na,0,17,0,0
2052,20,20,3,na,480,480,53,na,0,17,0,0
2063,20,20,3,na,480,480,53,na,0,17,0,0
2073,20,20,3,na,480,480,53,na,0,17,0,0
2084,20,20,3,na,480,480,53,na,0,17,0,0
2095,20,20,3,na,480,480,53,na,0,17,0,0
2105,20,20,3,na,480,480,53,na,0,17,0,0
2116,20,20,3,na,480,480,53,na,0,17,0,0
2126,20,20,3,na,480,480,53,na,0,17,0,0
2137,20,20,3,na,480,480,53,na,0,17,0,0
2147,20,20,3,na,480,480,53,na,0,17,0,0
2158,20,20,3,na,480,480,53,na,0,17,0,0
2169,20,20,3,na,480,480,53,na,0,17,0,0
2179,20,20,3,na,480,480,53,na,0,17,0,0
2190,20,20,3,na,480,480,53,na,0,17,0,0
2200,20,20,3,na,480,480,53,na,0,17,0,0
2211,20,20,3,na,480,480,53,na,0,17,0,0
2221,20,20,3,na,480,480,53,na,0,17,0,0
2232,20,20,3,na,480,480,53,na,0,17,0,0
2242,20,20,3,na,480,480,53,na,0,17,0,0
2253,20,20,3,na,480,480,53,na,0,17,0,0
2263,20,20,3,na,480,480,53,na,0,17,0,0
2274,20,20,3,na,480,480,53,na,0,17,0,0
2285,20,20,3,na,480,480,53,na,0,17,0,0
2295,20,20,3,na,480,480,53,na,0,17,0,0
2306,20,20,3,na,480,480,53,na,0,17,0,0
2316,20,20,3,na,480,480,53,na,0,17,0,0
2327,20,20,3,na,480,480,53,na,0,17,0,0
2337,20,20,3,na,480,480,53,na,0,17,0,0
2348,20,20,3,na,480,480,53,na,0,17,0,0
2359,20,20,3,na,480,480,53,na,0,17,0,0
2369,20,20,3,na,480,480,53,na,0,17,0,0
2380,20,20,3,na,480,480,53,na,0,17,0,0
2390,20,20,3,na,480,480,53,na,0,17,0,0
2401,20,20,3,na,480,480,53,na,0,17,0,0
2411,20,20,3,na,480,480,53,na,0,17,0,0
2422,20,20,3,na,480,480,53,na,0,17,0,0
2433,20,20,3,na,480,480,53,na,0,17,0,0
2443,20,20,3,na,480,480,53,na,0,17,0,0
2454,20,20,3,na,480,480,53,na,0,17,0,0
2464,20,20,3,na,480,480,53,na,0,17,0,0
2475,20,20,3,na,480,480,53,na,0,17,0,0
2485,20,20,3,na,480,480,53,na,0,17,0,0
2496,20,20,3,na,480,480,53,na,0,17,0,0
2506,20,20,3,na,480,480,53,na,0,17,0,0
2517,20,20,3,na,480,480,53,na,0,17,0,0
2528,20,20,3,na,480,480,53,na,0,17,0,0
2538,20,20,3,na,480,480,53,na,0,17,0,0
2549,20,20,3,na,480,480,61,na,0,19,0,0
2559,20,20,3,na,480,480,65,na,0,20,0,0
2570,20,20,3,na,480,480,66,na,0,21,0,0
2580,20,20,3,na,480,480,67,na,0,23,0,0
2591,20,20,4,na,480,480,76,na,0,24,0,0
2602,20,20,4,na,480,480,77,na,0,25,0,0
2612,20,20,4,na,480,480,81,na,0,27,0,0
2623,20,20,4,na,480,480,93,na,0,28,0,0
2633,20,20,5,na,480,480,97,na,0,29,0,0
2644,20,20,5,na,480,480,97,na,0,29,0,0
2654,20,20,5,na,480,480,97,na,0,29,0,0
2665,20,20,5,na,480,480,97,na,0,29,0,0
2676,20,20,5,na,480,480,97,na,0,29,0,0
2686,20,20,5,na,480,480,97,na,0,29,0,0
2697,20,20,5,na,480,480,97,na,0,29,0,0
2707,20,20,5,na,480,480,97,na,0,29,0,0
2718,20,20,5,na,480,480,97,na,0,29,0,0
2729,20,20,5,na,480,480,97,na,0,29,0,0
2739,20,20,5,na,480,480,97,na,0,29,0,0
2750,20,20,5,na,480,480,97,na,0,29,0,0
2760,20,20,5,na,480,480,97,na,0,29,0,0
2771,20,20,5,na,480,480,97,na,0,29,0,0
2781,20,20,5,na,480,480,97,na,0,29,0,0
2792,20,20,5,na,480,480,97,na,0,29,0,0
2803,20,20,5,na,480,480,97,na,0,29,0,0
2813,20,20,5,na,480,480,97,na,0,29,0,0
2824,20,20,5,na,480,480,97,na,0,29,0,0
2834,20,20,5,na,480,480,97,na,0,29,0,0
2845,20,20,5,na,480,480,97,na,0,29,0,0
2855,20,20,5,na,480,480,97,na,0,29,0,0
2866,20,20,5,na,480,480,97,na,0,29,0,0
2876,20,20,5,na,480,480,97,na,0,29,0,0
2887,20,20,5,na,480,480,97,na,0,29,0,0
2898,20,20,5,na,480,480,97,na,0,29,0,0
2908,20,20,5,na,480,480,97,na,0,29,0,0
2919,20,20,5,na,480,480,97,na,0,29,0,0
2929,20,20,5,na,480,480,97,na,0,29,0,0
2940,20,20,5,na,480,480,97,na,0,29,0,0
2950,20,20,5,na,480,480,97,na,0,29,0,0
2961,20,20,5,na,480,480,97,na,0,29,0,0
2972,20,20,5,na,480,480,97,na,0,29,0,0
2982,20,20,5,na,480,480,97,na,0,29,0,0
2993,20,20,5,na,480,480,97,na,0,29,0,0
3003,20,20,5,na,480,480,97,na,0,29,0,0
3014,20,20,5,na,480,480,97,na,0,29,0,0
3024,20,20,5,na,480,480,97,na,0,29,0,0
3035,20,20,5,na,480,480,97,na,0,29,0,0
3045,20,20,5,na,480,480,97,na,0,29,0,0
3056,20,20,5,na,480,480,97,na,0,29,0,0
3067,20,20,5,na,480,480,97,na,0,29,0,0
3077,20,20,5,na,480,480,97,na,0,29,0,0
3088,20,20,5,na,480,480,97,na,0,29,0,0
3098,20,20,5,na,480,480,97,na,0,29,0,0
3109,20,20,5,na,480,480,97,na,0,29,0,0
3119,20,20,5,na,480,480,97,na,0,29,0,0
3130,20,20,5,na,480,480,97,na,0,29,0,0
3140,20,20,5,na,480,480,97,na,0,29,0,0
3151,20,20,5,na,480,480,97,na,0,29,0,0
3162,20,20,5,na,480,480,97,na,0,29,0,0
3172,20,20,5,na,480,480,97,na,0,29,0,0
3183,20,20,5,na,480,480,97,na,0,29,0,0
3193,20,20,5,na,480,480,97,na,0,29,0,0
3204,20,20,5,na,480,480,97,na,0,29,0,0
3214,20,20,5,na,480,480,97,na,0,29,0,0
3225,20,20,5,na,480,480,97,na,0,29,0,0
3235,20,20,5,na,480,480,97,na,0,30,0,0
3246,20,20,5,na,480,480,106,na,0,31,0,0
3257,20,20,5,na,480,480,108,na,0,32,0,0
3267,20,20,5,na,480,480,117,na,0,34,0,0
3278,20,20,6,na,480,480,121,na,0,35,0,0
3288,20,20,6,na,480,480,122,na,0,36,0,0
3299,20,20,6,na,480,480,126,na,0,38,0,0
3309,20,20,6,na,480,480,126,na,0,38,0,0
3320,20,20,6,na,480,480,134,na,0,39,0,0
3331,20,20,6,na,480,480,134,na,0,39,0,0
3341,20,20,6,na,480,480,134,na,0,39,0,0
3352,20,20,6,na,480,480,134,na,0,39,0,0
3362,20,20,6,na,480,480,134,na,0,39,0,0
3373,20,20,6,na,480,480,134,na,0,39,0,0
3383,20,20,6,na,480,480,134,na,0,39,0,0
3394,20,20,6,na,480,480,134,na,0,39,0,0
3404,20,20,6,na,480,480,134,na,0,39,0,0
3415,20,20,6,na,480,480,134,na,0,39,0,0
3426,20,20,6,na,480,480,134,na,0,39,0,0
3436,20,20,6,na,480,480,134,na,0,39,0,0
3447,20,20,6,na,480,480,134,na,0,39,0,0
3457,20,20,6,na,480,480,134,na,0,39,0,0
3468,20,20,6,na,480,480,134,na,0,39,0,0
3478,20,20,6,na,480,480,134,na,0,39,0,0
3489,20,20,6,na,480,480,134,na,0,39,0,0
3499,20,20,6,na,480,480,134,na,0,39,0,0
3510,20,20,6,na,480,480,134,na,0,39,0,0
3521,20,20,6,na,480,480,134,na,0,39,0,0
3531,20,20,6,na,480,480,134,na,0,39,0,0
3542,20,20,6,na,480,480,134,na,0,39,0,0
3552,20,20,6,na,480,480,134,na,0,39,0,0
3563,20,20,6,na,480,480,134,na,0,39,0,0
3573,20,20,6,na,480,480,134,na,0,39,0,0
3584,20,20,6,na,480,480,134,na,0,39,0,0
3594,20,20,6,na,480,480,134,na,0,39,0,0
3605,20,20,6,na,480,480,134,na,0,39,0,0
3616,20,20,6,na,480,480,134,na,0,39,0,0
3626,20,20,6,na,480,480,134,na,0,39,0,0
3637,20,20,6,na,480,480,134,na,0,39,0,0
3647,20,20,6,na,480,480,134,na,0,39,0,0
3658,20,20,6,na,480,480,134,na,0,39,0,0
3668,20,20,6,na,480,480,134,na,0,39,0,0
3679,20,20,6,na,480,480,134,na,0,39,0,0
3690,20,20,6,na,480,480,134,na,0,39,0,0
3700,20,20,6,na,480,480,134,na,0,39,0,0
3711,20,20,6,na,480,480,134,na,0,39,0,0
3721,20,20,6,na,480,480,134,na,0,39,0,0
3732,20,20,6,na,480,480,134,na,0,39,0,0
3742,20,20,6,na,480,480,134,na,0,39,0,0
3753,20,20,6,na,480,480,134,na,0,39,0,0
3763,20,20,6,na,480,480,134,na,0,39,0,0
3774,20,20,6,na,480,480,134,na,0,39,0,0
3785,20,20,6,na,480,480,134,na,0,39,0,0
3795,20,20,6,na,480,480,134,na,0,39,0,0
3806,20,20,6,na,480,480,134,na,0,39,0,0
3816,20,20,6,na,480,480,134,na,0,39,0,0
3827,20,20,6,na,480,480,134,na,0,39,0,0
3837,20,20,6,na,480,480,134,na,0,39,0,0
3848,20,20,6,na,480,480,134,na,0,39,0,0
3859,20,20,6,na,480,480,134,na,0,39,0,0
3869,20,20,6,na,480,480,134,na,0,39,0,0
3880,20,20,6,na,480,480,134,na,0,39,0,0
3890,20,20,6,na,480,480,134,na,0,39,0,0
3901,20,20,6,na,480,480,134,na,0,39,0,0
3911,20,20,6,na,480,480,134,na,0,39,0,0
3922,20,20,6,na,480,480,142,na,0,40,0,0
3933,20,20,6,na,480,480,143,na,0,41,0,0
3943,20,20,7,na,480,480,145,na,0,43,0,0
3954,20,20,7,na,480,480,147,na,0,44,0,0
3964,20,20,7,na,480,480,155,na,0,45,0,0
3975,20,20,7,na,480,480,163,na,0,47,0,0
3985,20,20,7,na,480,480,166,na,0,48,0,0
3996,20,20,7,na,480,480,168,na,0,49,0,0
4007,20,20,8,na,480,480,172,na,0,51,0,0
4017,20,20,8,na,480,480,174,na,0,51,0,0
4028,20,20,8,na,480,480,174,na,0,51,0,0
4038,20,20,8,na,480,480,174,na,0,51,0,0
4049,20,20,8,na,480,480,174,na,0,51,0,0
4059,20,20,8,na,480,480,174,na,0,51,0,0
4070,20,20,8,na,480,480,174,na,0,51,0,0
4080,20,20,8,na,480,480,174,na,0,51,0,0
4091,20,20,8,na,480,480,174,na,0,51,0,0
4102,20,20,8,na,480,480,174,na,0,51,0,0
4112,20,20,8,na,480,480,174,na,0,51,0,0
4123,20,20,8,na,480,480,174,na,0,51,0,0
4133,20,20,8,na,480,480,174,na,0,51,0,0
4144,20,20,8,na,480,480,174,na,0,51,0,0
4154,20,20,8,na,480,480,174,na,0,51,0,0
4165,20,20,8,na,480,480,174,na,0,51,0,0
4175,20,20,8,na,480,480,174,na,0,51,0,0
4186,20,20,8,na,480,480,174,na,0,51,0,0
4197,20,20,8,na,480,480,174,na,0,51,0,0
4207,20,20,8,na,480,480,174,na,0,51,0,0
4218,20,20,8,na,480,480,174,na,0,51,0,0
4228,20,20,8,na,480,480,174,na,0,51,0,0
4239,20,20,8,na,480,480,174,na,0,51,0,0
4249,20,20,8,na,480,480,174,na,0,51,0,0
4260,20,20,8,na,480,480,174,na,0,51,0,0
4270,20,20,8,na,480,480,174,na,0,51,0,0
4281,20,20,8,na,480,480,174,na,0,51,0,0
4292,20,20,8,na,480,480,174,na,0,51,0,0
4302,20,20,8,na,480,480,174,na,0,51,0,0
4313,20,20,8,na,480,480,174,na,0,51,0,0
4323,20,20,8,na,480,480,174,na,0,51,0,0
4334,20,20,8,na,480,480,174,na,0,51,0,0
4344,20,20,8,na,480,480,174,na,0,51,0,0
4355,20,20,8,na,480,480,174,na,0,51,0,0
4366,20,20,8,na,480,480,174,na,0,51,0,0
4376,20,20,8,na,480,480,174,na,0,51,0,0
4387,20,20,8,na,480,480,174,na,0,51,0,0
4397,20,20,8,na,480,480,174,na,0,51,0,0
4408,20,20,8,na,480,480,174,na,0,51,0,0
4418,20,20,8,na,480,480,174,na,0,51,0,0
4429,20,20,8,na,480,480,174,na,0,51,0,0
4439,20,20,8,na,480,480,174,na,0,51,0,0
4450,20,20,8,na,480,480,174,na,0,51,0,0
4461,20,20,8,na,480,480,174,na,0,51,0,0
4471,20,20,8,na,480,480,174,na,0,51,0,0
4482,20,20,8,na,480,480,174,na,0,51,0,0
4492,20,20,8,na,480,480,174,na,0,51,0,0
4503,20,20,8,na,480,480,174,na,0,51,0,0
4513,20,20,8,na,480,480,174,na,0,51,0,0
4524,20,20,8,na,480,480,174,na,0,51,0,0
4534,20,20,8,na,480,480,174,na,0,51,0,0
4545,20,20,8,na,480,480,174,na,0,51,0,0
4556,20,20,8,na,480,480,174,na,0,51,0,0
4566,20,20,8,na,480,480,174,na,0,51,0,0
4577,20,20,8,na,480,480,174,na,0,51,0,0
4587,20,20,8,na,480,480,174,na,0,51,0,0
4598,20,20,8,na,480,480,174,na,0,51,0,0
4608,20,20,8,na,480,480,174,na,0,51,0,0
4619,20,20,8,na,480,480,176,na,0,52,0,0
4629,20,20,8,na,480,480,184,na,0,54,0,0
4640,20,20,8,na,480,480,190,na,0,55,0,0
4651,20,20,8,na,480,480,191,na,0,56,0,0
4661,20,20,8,na,480,480,192,na,0,58,0,0
4672,20,20,9,na,480,480,201,na,0,59,0,0
4682,20,20,9,na,480,480,203,na,0,60,0,0
4693,20,20,9,na,480,480,213,na,0,62,0,0
4704,20,20,10,na,480,480,221,na,0,63,0,0
4714,20,20,10,na,480,480,222,na,0,65,0,0
4725,20,20,10,na,480,480,230,na,0,65,0,0
4735,20,20,10,na,480,480,230,na,0,65,0,0
4746,20,20,10,na,480,480,230,na,0,65,0,0
4756,20,20,10,na,480,480,230,na,0,65,0,0
4767,20,20,10,na,480,480,230,na,0,65,0,0
4777,20,20,10,na,480,480,230,na,0,65,0,0
4788,20,20,10,na,480,480,230,na,0,65,0,0
4799,20,20,10,na,480,480,230,na,0,65,0,0
4809,20,20,10,na,480,480,230,na,0,65,0,0
4820,20,20,10,na,480,480,230,na,0,65,0,0
4830,20,20,10,na,480,480,230,na,0,65,0,0
4841,20,20,10,na,480,480,230,na,0,65,0,0
4851,20,20,10,na,480,480,230,na,0,65,0,0
4862,20,20,10,na,480,480,230,na,0,65,0,0
4872,20,20,10,na,480,480,230,na,0,65,0,0
4883,20,20,10,na,480,480,230,na,0,65,0,0
4894,20,20,10,na,480,480,230,na,0,65,0,0
4904,20,20,10,na,480,480,230,na,0,65,0,0
4915,20,20,10,na,480,480,230,na,0,65,0,0
4925,20,20,10,na,480,480,230,na,0,65,0,0
4936,20,20,10,na,480,480,230,na,0,65,0,0
4946,20,20,10,na,480,480,230,na,0,65,0,0
4957,20,20,10,na,480,480,230,na,0,65,0,0
4968,20,20,10,na,480,480,230,na,0,65,0,0
4978,20,20,10,na,480,480,230,na,0,65,0,0
4989,20,20,10,na,480,480,230,na,0,65,0,0
4999,20,20,10,na,480,480,230,na,0,65,0,0
5010,20,20,10,na,480,480,230,na,0,65,0,0
5021,20,20,10,na,480,480,230,na,0,65,0,0
5031,20,20,10,na,480,480,230,na,0,65,0,0
5042,20,20,10,na,480,480,230,na,0,65,0,0
5052,20,20,10,na,480,480,230,na,0,65,0,0
5063,20,20,10,na,480,480,230,na,0,65,0,0
5073,20,20,10,na,480,480,230,na,0,65,0,0
5084,20,20,10,na,480,480,230,na,0,65,0,0
5094,20,20,10,na,480,480,230,na,0,65,0,0
5105,20,20,10,na,480,480,230,na,0,65,0,0
5116,20,20,10,na,480,480,230,na,0,65,0,0
5126,20,20,10,na,480,480,230,na,0,65,0,0
5137,20,20,10,na,480,480,230,na,0,65,0,0
5147,20,20,10,na,480,480,230,na,0,65,0,0
5158,20,20,10,na,480,480,230,na,0,65,0,0
5168,20,20,10,na,480,480,230,na,0,65,0,0
5179,20,20,10,na,480,480,230,na,0,65,0,0
5190,20,20,10,na,480,480,230,na,0,65,0,0
5200,20,20,10,na,480,480,230,na,0,65,0,0
5211,20,20,10,na,480,480,230,na,0,65,0,0
5221,20,20,10,na,480,480,230,na,0,65,0,0
5232,20,20,10,na,480,480,230,na,0,65,0,0
5242,20,20,10,na,480,480,230,na,0,65,0,0
5253,20,20,10,na,480,480,230,na,0,65,0,0
5263,20,20,10,na,480,480,230,na,0,65,0,0
5274,20,20,10,na,480,480,230,na,0,65,0,0
5285,20,20,10,na,480,480,230,na,0,65,0,0
5295,20,20,10,na,480,480,230,na,0,65,0,0
5306,20,20,10,na,480,480,230,na,0,65,0,0
5316,20,20,10,na,480,480,230,na,0,65,0,0
5327,20,20,10,na,480,480,231,na,0,66,0,0
5337,20,20,10,na,480,480,233,na,0,67,0,0
5348,20,20,11,na,480,480,241,na,0,69,0,0
5359,20,20,11,na,480,480,243,na,0,70,0,0
5369,20,20,11,na,480,480,244,na,0,71,0,0
5380,20,20,11,na,480,480,246,na,0,73,0,0
5390,20,20,11,na,480,480,252,na,0,74,0,0
5401,20,20,11,na,480,480,260,na,0,75,0,0
5411,20,20,11,na,480,480,263,na,0,77,0,0
5422,20,20,11,na,480,480,263,na,0,77,0,0
5432,20,20,11,na,480,480,263,na,0,77,0,0
5443,20,20,11,na,480,480,263,na,0,77,0,0
5454,20,20,11,na,480,480,263,na,0,77,0,0
5464,20,20,11,na,480,480,263,na,0,77,0,0
5475,20,20,11,na,480,480,263,na,0,77,0,0
