original_trace_values,,,,,Simulation_recorded_values,,
start_time,lifespan,cores,ram,jobid,sim_start_time,actual_cores_allocated,sim_end_time,sim_lifespan,actual_cores_released
20213,402.0,1.0,2.0,577.0,20213,1.0,20615,402,1.0
20220,403.0,4.0,7.0,578.0,20220,4.0,20623,403,4.0
20182,443.0,2.0,3.5,571.0,20182,2.0,20625,443,2.0
20190,439.0,1.0,2.0,572.0,20190,1.0,20629,439,1.0
20197,433.0,8.0,14.0,574.0,20197,8.0,20630,433,8.0
20136,498.0,2.0,3.5,562.0,20136,2.0,20634,498,2.0
20151,483.0,2.0,3.5,565.0,20151,2.0,20634,483,2.0
20166,469.0,2.0,3.5,568.0,20166,2.0,20635,469,2.0
20159,481.0,1.0,2.0,566.0,20159,1.0,20640,481,1.0
20143,499.0,2.0,3.5,563.0,20143,2.0,20642,499,2.0
20174,469.0,1.0,2.0,569.0,20174,1.0,20643,469,1.0
20906,306.0,2.0,3.5,595.0,20906,2.0,21212,306,2.0
20913,301.0,2.0,3.5,596.0,20913,2.0,21214,301,2.0
20837,379.0,1.0,2.0,581.0,20837,1.0,21216,379,1.0
20921,295.0,4.0,7.0,598.0,20921,4.0,21216,295,4.0
20860,361.0,8.0,14.0,586.0,20860,8.0,21221,361,8.0
20868,354.0,1.0,2.0,587.0,20868,1.0,21222,354,1.0
20845,378.0,8.0,14.0,583.0,20845,8.0,21223,378,8.0
20875,349.0,4.0,7.0,589.0,20875,4.0,21224,349,4.0
20852,373.0,8.0,14.0,584.0,20852,8.0,21225,373,8.0
20829,397.0,1.0,2.0,580.0,20829,1.0,21226,397,1.0
20883,343.0,1.0,2.0,590.0,20883,1.0,21226,343,1.0
20890,337.0,2.0,3.5,592.0,20890,2.0,21227,337,2.0
20898,336.0,8.0,14.0,593.0,20898,8.0,21234,336,8.0
21537,271.0,1.0,2.0,601.0,21537,1.0,21808,271,1.0
21529,283.0,4.0,7.0,599.0,21529,4.0,21812,283,4.0
21545,267.0,2.0,3.5,602.0,21545,2.0,21812,267,2.0
21552,265.0,2.0,3.5,604.0,21552,2.0,21817,265,2.0
21560,258.0,1.0,2.0,605.0,21560,1.0,21818,258,1.0
21568,1086.0,1.0,2.0,607.0,21568,1.0,22654,1086,1.0
21575,1087.0,1.0,2.0,608.0,21575,1.0,22662,1087,1.0
21583,1082.0,2.0,3.5,610.0,21583,2.0,22665,1082,2.0
21591,1074.0,1.0,2.0,611.0,21591,1.0,22665,1074,1.0
21598,1069.0,8.0,14.0,613.0,21598,8.0,22667,1069,8.0
22207,1062.0,1.0,2.0,614.0,22207,1.0,23269,1062,1.0
22214,1057.0,1.0,2.0,616.0,22214,1.0,23271,1057,1.0
22222,1057.0,2.0,3.5,617.0,22222,2.0,23279,1057,2.0
22230,1051.0,2.0,3.5,619.0,22230,2.0,23281,1051,2.0
22238,1045.0,8.0,14.0,620.0,22238,8.0,23283,1045,8.0
22246,1042.0,4.0,7.0,622.0,22246,4.0,23288,1042,4.0
22254,1042.0,4.0,7.0,623.0,22254,4.0,23296,1042,4.0
22262,1039.0,1.0,2.0,625.0,22262,1.0,23301,1039,1.0
22270,1033.0,1.0,2.0,626.0,22270,1.0,23303,1033,1.0
22278,1027.0,2.0,3.5,628.0,22278,2.0,23305,1027,2.0
22285,1028.0,2.0,3.5,629.0,22285,2.0,23313,1028,2.0
22894,1021.0,1.0,2.0,631.0,22894,1.0,23915,1021,1.0
22902,1022.0,2.0,3.5,632.0,22902,2.0,23924,1022,2.0
22910,1022.0,1.0,2.0,634.0,22910,1.0,23932,1022,1.0
22919,1016.0,2.0,3.5,635.0,22919,2.0,23935,1016,2.0
22927,1009.0,4.0,7.0,637.0,22927,4.0,23936,1009,4.0
22936,1008.0,2.0,3.5,638.0,22936,2.0,23944,1008,2.0
22943,1003.0,1.0,2.0,640.0,22943,1.0,23946,1003,1.0
22951,997.0,2.0,3.5,641.0,22951,2.0,23948,997,2.0
22960,990.0,4.0,7.0,643.0,22960,4.0,23950,990,4.0
22968,991.0,4.0,7.0,644.0,22968,4.0,23959,991,4.0
22976,989.0,1.0,2.0,646.0,22976,1.0,23965,989,1.0
23584,987.0,2.0,3.5,647.0,23584,2.0,24571,987,2.0
23592,984.0,1.0,2.0,649.0,23592,1.0,24576,984,1.0
23600,984.0,2.0,3.5,650.0,23600,2.0,24584,984,2.0
23608,978.0,1.0,2.0,652.0,23608,1.0,24586,978,1.0
23624,966.0,1.0,2.0,655.0,23624,1.0,24590,966,1.0
23616,978.0,2.0,3.5,653.0,23616,2.0,24594,978,2.0
23632,967.0,4.0,7.0,656.0,23632,4.0,24599,967,4.0
23640,961.0,4.0,7.0,658.0,23640,4.0,24601,961,4.0
23657,949.0,4.0,7.0,661.0,23657,4.0,24606,949,4.0
23665,943.0,8.0,14.0,662.0,23665,8.0,24608,943,8.0
23649,960.0,1.0,2.0,659.0,23649,1.0,24609,960,1.0
23678,936.0,8.0,14.0,664.0,23678,8.0,24614,936,8.0
23686,936.0,1.0,2.0,665.0,23686,1.0,24622,936,1.0
24294,930.0,2.0,3.5,667.0,24294,2.0,25224,930,2.0
24316,919.0,1.0,2.0,670.0,24316,1.0,25235,919,1.0
24307,930.0,1.0,2.0,668.0,24307,1.0,25237,930,1.0
24324,914.0,1.0,2.0,671.0,24324,1.0,25238,914,1.0
24342,901.0,1.0,2.0,674.0,24342,1.0,25243,901,1.0
24334,910.0,4.0,7.0,673.0,24334,4.0,25244,910,4.0
24352,900.0,1.0,2.0,676.0,24352,1.0,25252,900,1.0
24369,888.0,1.0,2.0,679.0,24369,1.0,25257,888,1.0
24360,900.0,1.0,2.0,677.0,24360,1.0,25260,900,1.0
24378,888.0,1.0,2.0,680.0,24378,1.0,25266,888,1.0
24387,882.0,4.0,7.0,682.0,24387,4.0,25269,882,4.0
24398,877.0,8.0,14.0,683.0,24398,8.0,25275,877,8.0
24407,870.0,2.0,3.5,685.0,24407,2.0,25277,870,2.0
24416,866.0,1.0,2.0,686.0,24416,1.0,25282,866,1.0
25024,864.0,4.0,7.0,688.0,25024,4.0,25888,864,4.0
25032,858.0,2.0,3.5,689.0,25032,2.0,25890,858,2.0
25041,852.0,1.0,2.0,691.0,25041,1.0,25893,852,1.0
25057,840.0,2.0,3.5,694.0,25057,2.0,25897,840,2.0
25049,852.0,8.0,14.0,692.0,25049,8.0,25901,852,8.0
25064,839.0,8.0,14.0,695.0,25064,8.0,25903,839,8.0
25072,835.0,1.0,2.0,697.0,25072,1.0,25907,835,1.0
25080,828.0,1.0,2.0,698.0,25080,1.0,25908,828,1.0
25087,823.0,4.0,7.0,700.0,25087,4.0,25910,823,4.0
25095,817.0,1.0,2.0,701.0,25095,1.0,25912,817,1.0
25102,817.0,8.0,14.0,703.0,25102,8.0,25919,817,8.0
25110,811.0,1.0,2.0,704.0,25110,1.0,25921,811,1.0
25118,804.0,1.0,2.0,706.0,25118,1.0,25922,804,1.0
25726,799.0,2.0,3.5,707.0,25726,2.0,26525,799,2.0
25734,793.0,2.0,3.5,709.0,25734,2.0,26527,793,2.0
25749,781.0,2.0,3.5,712.0,25749,2.0,26530,781,2.0
25742,793.0,1.0,2.0,710.0,25742,1.0,26535,793,1.0
25757,781.0,1.0,2.0,713.0,25757,1.0,26538,781,1.0
25765,775.0,4.0,7.0,715.0,25765,4.0,26540,775,4.0
25773,774.0,2.0,3.5,716.0,25773,2.0,26547,774,2.0
25781,769.0,2.0,3.5,718.0,25781,2.0,26550,769,2.0
25788,769.0,1.0,2.0,719.0,25788,1.0,26557,769,1.0
25796,769.0,1.0,2.0,721.0,25796,1.0,26565,769,1.0
25804,766.0,1.0,2.0,722.0,25804,1.0,26570,766,1.0
25812,762.0,1.0,2.0,724.0,25812,1.0,26574,762,1.0
25820,758.0,4.0,7.0,725.0,25820,4.0,26578,758,4.0
25827,755.0,4.0,7.0,727.0,25827,4.0,26582,755,4.0
25835,751.0,2.0,3.5,728.0,25835,2.0,26586,751,2.0
26443,750.0,1.0,2.0,730.0,26443,1.0,27193,750,1.0
26451,744.0,1.0,2.0,731.0,26451,1.0,27195,744,1.0
26466,733.0,2.0,3.5,734.0,26466,2.0,27199,733,2.0
26458,743.0,4.0,7.0,733.0,26458,4.0,27201,743,4.0
26474,732.0,1.0,2.0,736.0,26474,1.0,27206,732,1.0
26482,726.0,1.0,2.0,737.0,26482,1.0,27208,726,1.0
26489,727.0,1.0,2.0,739.0,26489,1.0,27216,727,1.0
26497,723.0,1.0,2.0,740.0,26497,1.0,27220,723,1.0
26505,721.0,1.0,2.0,742.0,26505,1.0,27226,721,1.0
26513,722.0,2.0,3.5,743.0,26513,2.0,27235,722,2.0
26521,720.0,1.0,2.0,745.0,26521,1.0,27241,720,1.0
26529,714.0,1.0,2.0,746.0,26529,1.0,27243,714,1.0
26541,709.0,1.0,2.0,748.0,26541,1.0,27250,709,1.0
26549,703.0,2.0,3.5,749.0,26549,2.0,27252,703,2.0
26557,702.0,1.0,2.0,751.0,26557,1.0,27259,702,1.0
27181,673.0,1.0,2.0,755.0,27181,1.0,27854,673,1.0
27174,686.0,8.0,14.0,754.0,27174,8.0,27860,686,8.0
27189,673.0,1.0,2.0,757.0,27189,1.0,27862,673,1.0
27166,698.0,4.0,7.0,752.0,27166,4.0,27864,698,4.0
27197,667.0,1.0,2.0,758.0,27197,1.0,27864,667,1.0
27210,660.0,1.0,2.0,760.0,27210,1.0,27870,660,1.0
27218,661.0,1.0,2.0,761.0,27218,1.0,27879,661,1.0
27226,655.0,8.0,14.0,763.0,27226,8.0,27881,655,8.0
27235,649.0,1.0,2.0,764.0,27235,1.0,27884,649,1.0
27243,648.0,1.0,2.0,766.0,27243,1.0,27891,648,1.0
27278,619.0,1.0,2.0,772.0,27278,1.0,27897,619,1.0
27255,643.0,4.0,7.0,767.0,27255,4.0,27898,643,4.0
27263,636.0,1.0,2.0,769.0,27263,1.0,27899,636,1.0
27271,630.0,8.0,14.0,770.0,27271,8.0,27901,630,8.0
27286,618.0,4.0,7.0,773.0,27286,4.0,27904,618,4.0
27294,613.0,8.0,14.0,775.0,27294,8.0,27907,613,8.0
27902,607.0,4.0,7.0,776.0,27902,4.0,28509,607,4.0
27914,607.0,1.0,2.0,778.0,27914,1.0,28521,607,1.0
27922,601.0,8.0,14.0,779.0,27922,8.0,28523,601,8.0
27929,595.0,4.0,7.0,781.0,27929,4.0,28524,595,4.0
27937,587.0,4.0,7.0,782.0,27937,4.0,28524,587,4.0
27954,570.0,1.0,2.0,785.0,27954,1.0,28524,570,1.0
27945,583.0,2.0,3.5,784.0,27945,2.0,28528,583,2.0
27961,571.0,2.0,3.5,787.0,27961,2.0,28532,571,2.0
27969,570.0,2.0,3.5,788.0,27969,2.0,28539,570,2.0
27976,567.0,2.0,3.5,790.0,27976,2.0,28543,567,2.0
27991,553.0,1.0,2.0,793.0,27991,1.0,28544,553,1.0
27999,547.0,2.0,3.5,794.0,27999,2.0,28546,547,2.0
27984,564.0,1.0,2.0,791.0,27984,1.0,28548,564,1.0
28007,541.0,2.0,3.5,796.0,28007,2.0,28548,541,2.0
28015,541.0,4.0,7.0,797.0,28015,4.0,28556,541,4.0
28023,534.0,2.0,3.5,799.0,28023,2.0,28557,534,2.0
28030,535.0,1.0,2.0,800.0,28030,1.0,28565,535,1.0
28038,529.0,8.0,14.0,802.0,28038,8.0,28567,529,8.0
28646,529.0,2.0,3.5,803.0,28646,2.0,29175,529,2.0
28654,526.0,2.0,3.5,805.0,28654,2.0,29180,526,2.0
28662,523.0,2.0,3.5,806.0,28662,2.0,29185,523,2.0
28669,517.0,2.0,3.5,808.0,28669,2.0,29186,517,2.0
28677,514.0,8.0,14.0,809.0,28677,8.0,29191,514,8.0
28685,510.0,2.0,3.5,811.0,28685,2.0,29195,510,2.0
28708,493.0,1.0,2.0,815.0,28708,1.0,29201,493,1.0
28716,486.0,2.0,3.5,817.0,28716,2.0,29202,486,2.0
28692,511.0,2.0,3.5,812.0,28692,2.0,29203,511,2.0
28700,505.0,1.0,2.0,814.0,28700,1.0,29205,505,1.0
28738,469.0,8.0,14.0,821.0,28738,8.0,29207,469,8.0
28746,463.0,8.0,14.0,823.0,28746,8.0,29209,463,8.0
28723,487.0,4.0,7.0,818.0,28723,4.0,29210,487,4.0
28754,462.0,2.0,3.5,824.0,28754,2.0,29216,462,2.0
28731,486.0,8.0,14.0,820.0,28731,8.0,29217,486,8.0
29377,421.0,8.0,14.0,829.0,29377,8.0,29798,421,8.0
29417,385.0,2.0,3.5,836.0,29417,2.0,29802,385,2.0
29424,379.0,4.0,7.0,838.0,29424,4.0,29803,379,4.0
29401,403.0,8.0,14.0,833.0,29401,8.0,29804,403,8.0
29385,421.0,1.0,2.0,830.0,29385,1.0,29806,421,1.0
29409,397.0,2.0,3.5,835.0,29409,2.0,29806,397,2.0
29362,445.0,1.0,2.0,826.0,29362,1.0,29807,445,1.0
29393,415.0,1.0,2.0,832.0,29393,1.0,29808,415,1.0
29370,439.0,2.0,3.5,827.0,29370,2.0,29809,439,2.0
29432,379.0,2.0,3.5,839.0,29432,2.0,29811,379,2.0
29439,373.0,1.0,2.0,841.0,29439,1.0,29812,373,1.0
29455,360.0,1.0,2.0,844.0,29455,1.0,29815,360,1.0
29447,373.0,8.0,14.0,842.0,29447,8.0,29820,373,8.0
29462,359.0,4.0,7.0,845.0,29462,4.0,29821,359,4.0
30070,355.0,8.0,14.0,847.0,30070,8.0,30425,355,8.0
30078,352.0,2.0,3.5,848.0,30078,2.0,30430,352,2.0
30086,350.0,8.0,14.0,850.0,30086,8.0,30436,350,8.0
30103,337.0,2.0,3.5,853.0,30103,2.0,30440,337,2.0
30094,349.0,1.0,2.0,851.0,30094,1.0,30443,349,1.0
30118,325.0,1.0,2.0,856.0,30118,1.0,30443,325,1.0
30110,338.0,2.0,3.5,854.0,30110,2.0,30448,338,2.0
30134,319.0,1.0,2.0,859.0,30134,1.0,30453,319,1.0
30126,328.0,1.0,2.0,857.0,30126,1.0,30454,328,1.0
30141,320.0,1.0,2.0,860.0,30141,1.0,30461,320,1.0
30149,314.0,2.0,3.5,862.0,30149,2.0,30463,314,2.0
30165,306.0,1.0,2.0,865.0,30165,1.0,30471,306,1.0
30157,315.0,1.0,2.0,863.0,30157,1.0,30472,315,1.0
30172,307.0,1.0,2.0,866.0,30172,1.0,30479,307,1.0
30181,305.0,8.0,14.0,868.0,30181,8.0,30486,305,8.0
30800,302.0,4.0,7.0,869.0,30800,4.0,31102,302,4.0
30811,294.0,1.0,2.0,871.0,30811,1.0,31105,294,1.0
30822,298.0,2.0,3.5,872.0,30822,2.0,31120,298,2.0
30829,291.0,4.0,7.0,874.0,30829,4.0,31120,291,4.0
30838,289.0,1.0,2.0,875.0,30838,1.0,31127,289,1.0
30846,286.0,2.0,3.5,877.0,30846,2.0,31132,286,2.0
30853,284.0,1.0,2.0,878.0,30853,1.0,31137,284,1.0
30861,283.0,2.0,3.5,880.0,30861,2.0,31144,283,2.0
30869,277.0,1.0,2.0,881.0,30869,1.0,31146,277,1.0
30877,271.0,2.0,3.5,883.0,30877,2.0,31148,271,2.0
30885,266.0,1.0,2.0,884.0,30885,1.0,31151,266,1.0
30892,266.0,2.0,3.5,886.0,30892,2.0,31158,266,2.0
30899,265.0,4.0,7.0,887.0,30899,4.0,31164,265,4.0
30907,268.0,8.0,14.0,889.0,30907,8.0,31175,268,8.0
31517,269.0,4.0,7.0,890.0,31517,4.0,31786,269,4.0
31525,266.0,1.0,2.0,892.0,31525,1.0,31791,266,1.0
31541,252.0,1.0,2.0,895.0,31541,1.0,31793,252,1.0
31533,261.0,1.0,2.0,893.0,31533,1.0,31794,261,1.0
31549,252.0,1.0,2.0,896.0,31549,1.0,31801,252,1.0
31556,248.0,8.0,14.0,898.0,31556,8.0,31804,248,8.0
31564,247.0,2.0,3.5,899.0,31564,2.0,31811,247,2.0
31628,5646.0,2.0,3.5,911.0,31628,2.0,37274,5646,2.0
31620,5666.0,4.0,7.0,910.0,31620,4.0,37286,5666,4.0
31612,5725.0,4.0,7.0,908.0,31612,4.0,37337,5725,4.0
31596,5784.0,8.0,14.0,905.0,31596,8.0,37380,5784,8.0
31605,5778.0,1.0,2.0,907.0,31605,1.0,37383,5778,1.0
31587,5817.0,1.0,2.0,904.0,31587,1.0,37404,5817,1.0
31580,5828.0,2.0,3.5,902.0,31580,2.0,37408,5828,2.0
31572,5864.0,8.0,14.0,901.0,31572,8.0,37436,5864,8.0
32335,5241.0,2.0,3.5,931.0,32335,2.0,37576,5241,2.0
32343,5233.0,8.0,14.0,932.0,32343,8.0,37576,5233,8.0
32327,5267.0,8.0,14.0,929.0,32327,8.0,37594,5267,8.0
32312,5366.0,1.0,2.0,926.0,32312,1.0,37678,5366,1.0
32319,5359.0,8.0,14.0,928.0,32319,8.0,37678,5359,8.0
32304,5408.0,1.0,2.0,925.0,32304,1.0,37712,5408,1.0
32281,5473.0,1.0,2.0,920.0,32281,1.0,37754,5473,1.0
32289,5465.0,1.0,2.0,922.0,32289,1.0,37754,5465,1.0
32296,5458.0,2.0,3.5,923.0,32296,2.0,37754,5458,2.0
32273,5514.0,2.0,3.5,919.0,32273,2.0,37787,5514,2.0
32265,5529.0,1.0,2.0,917.0,32265,1.0,37794,5529,1.0
32258,5591.0,1.0,2.0,916.0,32258,1.0,37849,5591,1.0
33045,4848.0,2.0,3.5,952.0,33045,2.0,37893,4848,2.0
32241,5657.0,8.0,14.0,913.0,32241,8.0,37898,5657,8.0
32250,5648.0,8.0,14.0,914.0,32250,8.0,37898,5648,8.0
33053,4845.0,1.0,2.0,953.0,33053,1.0,37898,4845,1.0
33022,4906.0,2.0,3.5,947.0,33022,2.0,37928,4906,2.0
33029,4899.0,1.0,2.0,949.0,33029,1.0,37928,4899,1.0
33014,4915.0,1.0,2.0,946.0,33014,1.0,37929,4915,1.0
33037,4892.0,1.0,2.0,950.0,33037,1.0,37929,4892,1.0
33006,4991.0,2.0,3.5,944.0,33006,2.0,37997,4991,2.0
33755,4308.0,2.0,3.5,973.0,33755,2.0,38063,4308,2.0
32999,5072.0,1.0,2.0,943.0,32999,1.0,38071,5072,1.0
33771,4300.0,1.0,2.0,976.0,33771,1.0,38071,4300,1.0
33763,4309.0,2.0,3.5,974.0,33763,2.0,38072,4309,2.0
32983,5163.0,8.0,14.0,940.0,32983,8.0,38146,5163,8.0
32991,5155.0,8.0,14.0,941.0,32991,8.0,38146,5155,8.0
32959,5189.0,1.0,2.0,935.0,32959,1.0,38148,5189,1.0
32975,5173.0,8.0,14.0,938.0,32975,8.0,38148,5173,8.0
32967,5182.0,1.0,2.0,937.0,32967,1.0,38149,5182,1.0
32951,5220.0,1.0,2.0,934.0,32951,1.0,38171,5220,1.0
33748,4457.0,2.0,3.5,971.0,33748,2.0,38205,4457,2.0
33740,4466.0,4.0,7.0,970.0,33740,4.0,38206,4466,4.0
34498,3708.0,1.0,2.0,1000.0,34498,1.0,38206,3708,1.0
33725,4511.0,2.0,3.5,967.0,33725,2.0,38236,4511,2.0
33733,4503.0,1.0,2.0,968.0,33733,1.0,38236,4503,1.0
34490,3746.0,8.0,14.0,998.0,34490,8.0,38236,3746,8.0
33693,4561.0,1.0,2.0,961.0,33693,1.0,38254,4561,1.0
33709,4545.0,2.0,3.5,964.0,33709,2.0,38254,4545,2.0
33701,4554.0,4.0,7.0,962.0,33701,4.0,38255,4554,4.0
33717,4539.0,1.0,2.0,965.0,33717,1.0,38256,4539,1.0
34482,3803.0,2.0,3.5,997.0,34482,2.0,38285,3803,2.0
33677,4685.0,8.0,14.0,958.0,33677,8.0,38362,4685,8.0
33685,4677.0,1.0,2.0,959.0,33685,1.0,38362,4677,1.0
34467,3941.0,2.0,3.5,994.0,34467,2.0,38408,3941,2.0
34459,3951.0,4.0,7.0,992.0,34459,4.0,38410,3951,4.0
34451,3963.0,1.0,2.0,991.0,34451,1.0,38414,3963,1.0
34475,3939.0,2.0,3.5,995.0,34475,2.0,38414,3939,2.0
33669,4761.0,2.0,3.5,956.0,33669,2.0,38430,4761,2.0
33661,4777.0,1.0,2.0,955.0,33661,1.0,38438,4777,1.0
34443,4033.0,2.0,3.5,989.0,34443,2.0,38476,4033,2.0
34436,4053.0,1.0,2.0,988.0,34436,1.0,38489,4053,1.0
34427,4078.0,4.0,7.0,986.0,34427,4.0,38505,4078,4.0
34419,4090.0,1.0,2.0,985.0,34419,1.0,38509,4090,1.0
34411,4135.0,1.0,2.0,983.0,34411,1.0,38546,4135,1.0
34396,4212.0,8.0,14.0,980.0,34396,8.0,38608,4212,8.0
34403,4213.0,4.0,7.0,982.0,34403,4.0,38616,4213,4.0
35195,3444.0,8.0,14.0,1018.0,35195,8.0,38639,3444,8.0
34387,4255.0,1.0,2.0,979.0,34387,1.0,38642,4255,1.0
35202,3445.0,8.0,14.0,1019.0,35202,8.0,38647,3445,8.0
35210,3438.0,1.0,2.0,1021.0,35210,1.0,38648,3438,1.0
35218,3432.0,2.0,3.5,1022.0,35218,2.0,38650,3432,2.0
35179,3475.0,1.0,2.0,1015.0,35179,1.0,38654,3475,1.0
35171,3487.0,1.0,2.0,1013.0,35171,1.0,38658,3487,1.0
35187,3474.0,1.0,2.0,1016.0,35187,1.0,38661,3474,1.0
34380,4296.0,1.0,2.0,977.0,34380,1.0,38676,4296,1.0
35163,3517.0,2.0,3.5,1012.0,35163,2.0,38680,3517,2.0
35155,3535.0,1.0,2.0,1010.0,35155,1.0,38690,3535,1.0
35148,3546.0,2.0,3.5,1009.0,35148,2.0,38694,3546,2.0
35132,3588.0,1.0,2.0,1006.0,35132,1.0,38720,3588,1.0
35140,3582.0,1.0,2.0,1007.0,35140,1.0,38722,3582,1.0
35116,3630.0,8.0,14.0,1003.0,35116,8.0,38746,3630,8.0
35124,3624.0,8.0,14.0,1004.0,35124,8.0,38748,3624,8.0
35107,3690.0,8.0,14.0,1001.0,35107,8.0,38797,3690,8.0
35969,3241.0,8.0,14.0,1045.0,35969,8.0,39210,3241,8.0
35891,3331.0,2.0,3.5,1034.0,35891,2.0,39222,3331,2.0
35903,3325.0,1.0,2.0,1036.0,35903,1.0,39228,3325,1.0
35865,3367.0,1.0,2.0,1030.0,35865,1.0,39232,3367,1.0
35883,3349.0,1.0,2.0,1033.0,35883,1.0,39232,3349,1.0
35993,3241.0,1.0,2.0,1046.0,35993,1.0,39234,3241,1.0
35875,3361.0,2.0,3.5,1031.0,35875,2.0,39236,3361,2.0
35849,3391.0,2.0,3.5,1027.0,35849,2.0,39240,3391,2.0
35915,3325.0,1.0,2.0,1037.0,35915,1.0,39240,3325,1.0
35951,3295.0,2.0,3.5,1042.0,35951,2.0,39246,3295,2.0
35827,3421.0,4.0,7.0,1024.0,35827,4.0,39248,3421,4.0
35935,3313.0,1.0,2.0,1039.0,35935,1.0,39248,3313,1.0
35858,3391.0,2.0,3.5,1028.0,35858,2.0,39249,3391,2.0
35943,3307.0,1.0,2.0,1040.0,35943,1.0,39250,3307,1.0
35961,3289.0,1.0,2.0,1043.0,35961,1.0,39250,3289,1.0
35838,3417.0,2.0,3.5,1025.0,35838,2.0,39255,3417,2.0
36818,2946.0,1.0,2.0,1073.0,36818,1.0,39764,2946,1.0
36617,3180.0,2.0,3.5,1048.0,36617,2.0,39797,3180,2.0
36778,3025.0,2.0,3.5,1069.0,36778,2.0,39803,3025,2.0
36698,3109.0,1.0,2.0,1058.0,36698,1.0,39807,3109,1.0
36740,3067.0,2.0,3.5,1063.0,36740,2.0,39807,3067,2.0
36628,3181.0,1.0,2.0,1049.0,36628,1.0,39809,3181,1.0
36648,3162.0,4.0,7.0,1051.0,36648,4.0,39810,3162,4.0
36685,3126.0,2.0,3.5,1057.0,36685,2.0,39811,3126,2.0
36667,3145.0,1.0,2.0,1054.0,36667,1.0,39812,3145,1.0
36806,3007.0,1.0,2.0,1072.0,36806,1.0,39813,3007,1.0
36659,3157.0,2.0,3.5,1052.0,36659,2.0,39816,3157,2.0
36724,3092.0,1.0,2.0,1060.0,36724,1.0,39816,3092,1.0
36749,3067.0,4.0,7.0,1064.0,36749,4.0,39816,3067,4.0
36761,3056.0,4.0,7.0,1066.0,36761,4.0,39817,3056,4.0
36792,3025.0,2.0,3.5,1070.0,36792,2.0,39817,3025,2.0
36732,3086.0,2.0,3.5,1061.0,36732,2.0,39818,3086,2.0
36770,3049.0,2.0,3.5,1067.0,36770,2.0,39819,3049,2.0
36675,3145.0,1.0,2.0,1055.0,36675,1.0,39820,3145,1.0
37476,2827.0,2.0,3.5,1081.0,37476,2.0,40303,2827,2.0
37443,2905.0,8.0,14.0,1076.0,37443,8.0,40348,2905,8.0
37458,2892.0,2.0,3.5,1078.0,37458,2.0,40350,2892,2.0
37468,2892.0,1.0,2.0,1079.0,37468,1.0,40360,2892,1.0
37433,2928.0,2.0,3.5,1075.0,37433,2.0,40361,2928,2.0
37605,2881.0,2.0,3.5,1091.0,37605,2.0,40486,2881,2.0
37516,2977.0,1.0,2.0,1087.0,37516,1.0,40493,2977,1.0
37526,2971.0,2.0,3.5,1088.0,37526,2.0,40497,2971,2.0
37497,3007.0,2.0,3.5,1084.0,37497,2.0,40504,3007,2.0
37567,2946.0,1.0,2.0,1090.0,37567,1.0,40513,2946,1.0
37508,3007.0,8.0,14.0,1085.0,37508,8.0,40515,3007,8.0
37486,3042.0,2.0,3.5,1082.0,37486,2.0,40528,3042,2.0
37709,2863.0,1.0,2.0,1093.0,37709,1.0,40572,2863,1.0
37795,2862.0,2.0,3.5,1094.0,37795,2.0,40657,2862,2.0
38575,2455.0,1.0,2.0,1118.0,38575,1.0,41030,2455,1.0
38554,2479.0,2.0,3.5,1115.0,38554,2.0,41033,2479,2.0
38567,2466.0,1.0,2.0,1117.0,38567,1.0,41033,2466,1.0
38535,2509.0,1.0,2.0,1112.0,38535,1.0,41044,2509,1.0
38543,2502.0,2.0,3.5,1114.0,38543,2.0,41045,2502,2.0
38501,2545.0,1.0,2.0,1108.0,38501,1.0,41046,2545,1.0
38521,2527.0,2.0,3.5,1111.0,38521,2.0,41048,2527,2.0
38509,2545.0,2.0,3.5,1109.0,38509,2.0,41054,2545,2.0
38485,2623.0,8.0,14.0,1105.0,38485,8.0,41108,2623,8.0
38493,2623.0,2.0,3.5,1106.0,38493,2.0,41116,2623,2.0
38477,2647.0,1.0,2.0,1103.0,38477,1.0,41124,2647,1.0
38469,2683.0,8.0,14.0,1102.0,38469,8.0,41152,2683,8.0
38461,2713.0,2.0,3.5,1100.0,38461,2.0,41174,2713,2.0
38451,2790.0,1.0,2.0,1099.0,38451,1.0,41241,2790,1.0
38435,2833.0,2.0,3.5,1096.0,38435,2.0,41268,2833,2.0
38443,2827.0,2.0,3.5,1097.0,38443,2.0,41270,2827,2.0
39296,2119.0,2.0,3.5,1139.0,39296,2.0,41415,2119,2.0
39281,2136.0,2.0,3.5,1136.0,39281,2.0,41417,2136,2.0
39288,2137.0,8.0,14.0,1138.0,39288,8.0,41425,2137,8.0
39273,2160.0,4.0,7.0,1135.0,39273,4.0,41433,2160,4.0
39253,2190.0,8.0,14.0,1132.0,39253,8.0,41443,2190,8.0
39265,2178.0,8.0,14.0,1133.0,39265,8.0,41443,2178,8.0
39216,2256.0,8.0,14.0,1126.0,39216,8.0,41472,2256,8.0
39240,2232.0,8.0,14.0,1130.0,39240,8.0,41472,2232,8.0
39224,2250.0,4.0,7.0,1127.0,39224,4.0,41474,2250,4.0
39232,2244.0,8.0,14.0,1129.0,39232,8.0,41476,2244,8.0
39208,2322.0,2.0,3.5,1124.0,39208,2.0,41530,2322,2.0
39200,2340.0,8.0,14.0,1123.0,39200,8.0,41540,2340,8.0
39192,2371.0,2.0,3.5,1121.0,39192,2.0,41563,2371,2.0
