original_trace_values,,,,,Simulation_recorded_values,,
start_time,lifespan,cores,jobid,sim_start_time,actual_cores_allocated,sim_end_time,sim_lifespan,actual_cores_released
20601,516,2,29245_1,0,20601,2,21117,516,2
18585,2564,2,27583_1,0,18585,2,21149,2564,2
19921,1252,2,28725_2,0,19921,2,21173,1252,2
19653,1525,2,28589_1,0,19653,2,21178,1525,2
19653,1525,2,28589_4,0,19653,2,21178,1525,2
19921,1258,2,28725_1,0,19921,2,21179,1258,2
19653,1527,2,28589_3,0,19653,2,21180,1527,2
19650,1535,2,28589_2,0,19650,2,21185,1535,2
21009,209,2,29757_1,0,21009,2,21218,209,2
19664,1687,2,28592_1,0,19664,2,21351,1687,2
19538,1823,2,28513_1,0,19538,2,21361,1823,2
20612,762,2,29279_1,0,20612,2,21374,762,2
20612,762,2,29279_2,0,20612,2,21374,762,2
21072,304,2,29962_1,0,21072,2,21376,304,2
21239,205,2,30303_1,0,21239,2,21444,205,2
21323,224,2,30475_1,0,21323,2,21547,224,2
21072,490,2,29965_1,0,21072,2,21562,490,2
21408,199,2,30641_1,0,21408,2,21607,199,2
21092,571,2,29998_1,0,21092,2,21663,571,2
21033,636,2,29844_1,0,21033,2,21669,636,2
21365,313,2,30552_1,0,21365,2,21678,313,2
20524,1170,2,29168_1,0,20524,2,21694,1170,2
21470,239,2,30737_1,0,21470,2,21709,239,2
21296,492,2,30403_1,0,21296,2,21788,492,2
21568,222,2,30956_1,0,21568,2,21790,222,2
21562,238,2,30949_1,0,21562,2,21800,238,2
19191,2613,2,28310_1,0,19191,2,21804,2613,2
19191,2614,2,28310_2,0,19191,2,21805,2614,2
19192,2614,2,28310_4,0,19192,2,21806,2614,2
19193,2613,2,28310_6,0,19193,2,21806,2613,2
19195,2618,2,28310_3,0,19195,2,21813,2618,2
19195,2623,2,28310_5,0,19195,2,21818,2623,2
21365,457,2,30555_1,0,21365,2,21822,457,2
21296,538,2,30400_1,0,21296,2,21834,538,2
21296,538,2,30400_2,0,21296,2,21834,538,2
21550,293,2,30943_1,0,21550,2,21843,293,2
19595,2254,2,28563_1,0,19595,2,21849,2254,2
19886,1964,2,28715_1,0,19886,2,21850,1964,2
18798,3056,2,27853_1,0,18798,2,21854,3056,2
21542,329,2,30915_1,0,21542,2,21871,329,2
21397,478,2,30624_1,0,21397,2,21875,478,2
18803,3087,2,27861_1,0,18803,2,21890,3087,2
21713,184,2,31207_1,0,21713,2,21897,184,2
18802,3097,2,27861_3,0,18802,2,21899,3097,2
18804,3096,2,27861_2,0,18804,2,21900,3096,2
19040,2876,2,28199_2,0,19040,2,21916,2876,2
19040,2878,2,28199_1,0,19040,2,21918,2878,2
19040,2880,2,28199_3,0,19040,2,21920,2880,2
21477,482,2,30739_1,0,21477,2,21959,482,2
19512,2469,2,28508_1,0,19512,2,21981,2469,2
19514,2471,2,28508_2,0,19514,2,21985,2471,2
19541,2446,2,28524_1,0,19541,2,21987,2446,2
19543,2447,2,28524_3,0,19543,2,21990,2447,2
19517,2474,2,28508_3,0,19517,2,21991,2474,2
19543,2448,2,28526_1,0,19543,2,21991,2448,2
19544,2447,2,28526_2,0,19544,2,21991,2447,2
19544,2447,2,28526_3,0,19544,2,21991,2447,2
19541,2452,2,28524_2,0,19541,2,21993,2452,2
19574,2422,2,28549_1,0,19574,2,21996,2422,2
19575,2421,2,28549_2,0,19575,2,21996,2421,2
19576,2422,2,28549_3,0,19576,2,21998,2422,2
19595,2407,2,28569_3,0,19595,2,22002,2407,2
19848,2154,2,28691_1,0,19848,2,22002,2154,2
19595,2411,2,28569_2,0,19595,2,22006,2411,2
19660,2346,2,28595_1,0,19660,2,22006,2346,2
19589,2419,2,28569_1,0,19589,2,22008,2419,2
19666,2347,2,28595_2,0,19666,2,22013,2347,2
19666,2347,2,28595_3,0,19666,2,22013,2347,2
21693,322,2,31193_1,0,21693,2,22015,322,2
19704,2314,2,28607_2,0,19704,2,22018,2314,2
19704,2314,2,28607_3,0,19704,2,22018,2314,2
19704,2315,2,28607_1,0,19704,2,22019,2315,2
21557,471,2,30946_1,0,21557,2,22028,471,2
19905,2134,2,28720_1,0,19905,2,22039,2134,2
19905,2134,2,28720_2,0,19905,2,22039,2134,2
19906,2133,2,28720_3,0,19906,2,22039,2133,2
21535,506,2,30918_1,0,21535,2,22041,506,2
21296,790,2,30406_1,0,21296,2,22086,790,2
21037,1051,2,29831_1,0,21037,2,22088,1051,2
21038,1050,2,29831_2,0,21038,2,22088,1050,2
21038,1050,2,29831_3,0,21038,2,22088,1050,2
21044,1044,2,29847_1,0,21044,2,22088,1044,2
21044,1044,2,29847_2,0,21044,2,22088,1044,2
21044,1044,2,29847_3,0,21044,2,22088,1044,2
22009,198,2,31642_1,0,22009,2,22207,198,2
21590,754,2,30979_1,0,21590,2,22344,754,2
21590,754,2,30979_2,0,21590,2,22344,754,2
21868,501,2,31433_1,0,21868,2,22369,501,2
19849,2541,2,28694_1,0,19849,2,22390,2541,2
21830,574,2,31360_1,0,21830,2,22404,574,2
21925,504,2,31492_1,0,21925,2,22429,504,2
19538,2895,2,28516_1,0,19538,2,22433,2895,2
22309,192,2,32097_1,0,22309,2,22501,192,2
19081,3453,2,28226_1,0,19081,2,22534,3453,2
21040,1494,2,29841_1,0,21040,2,22534,1494,2
21535,1001,2,30921_1,0,21535,2,22536,1001,2
21942,647,2,31522_1,0,21942,2,22589,647,2
21033,1610,2,29838_2,0,21033,2,22643,1610,2
21040,1610,2,29838_1,0,21040,2,22650,1610,2
21040,1610,2,29838_3,0,21040,2,22650,1610,2
21040,1610,2,29838_4,0,21040,2,22650,1610,2
19916,2739,2,28723_1,0,19916,2,22655,2739,2
22248,414,2,32024_1,0,22248,2,22662,414,2
22523,183,2,32430_1,0,22523,2,22706,183,2
22334,508,2,32142_1,0,22334,2,22842,508,2
21040,1810,2,29834_1,0,21040,2,22850,1810,2
19540,3330,2,28518_1,0,19540,2,22870,3330,2
22248,647,2,32027_1,0,22248,2,22895,647,2
21830,1080,2,31356_1,0,21830,2,22910,1080,2
22730,214,2,32826_1,0,22730,2,22944,214,2
22639,308,2,32662_1,0,22639,2,22947,308,2
22639,308,2,32662_2,0,22639,2,22947,308,2
22639,308,2,32662_3,0,22639,2,22947,308,2
22648,349,2,32666_1,0,22648,2,22997,349,2
19883,3163,2,28717_1,0,19883,2,23046,3163,2
22700,410,2,32792_1,0,22700,2,23110,410,2
22995,198,2,33309_1,0,22995,2,23193,198,2
22701,502,2,32795_1,0,22701,2,23203,502,2
22018,1201,2,31655_1,0,22018,2,23219,1201,2
22766,460,2,32904_1,0,22766,2,23226,460,2
22737,511,2,32838_1,0,22737,2,23248,511,2
22726,557,2,32823_1,0,22726,2,23283,557,2
22736,574,2,32828_1,0,22736,2,23310,574,2
22736,574,2,32828_2,0,22736,2,23310,574,2
23134,216,2,33479_1,0,23134,2,23350,216,2
23200,213,2,33616_1,0,23200,2,23413,213,2
23201,212,2,33616_4,0,23201,2,23413,212,2
23200,214,2,33616_2,0,23200,2,23414,214,2
23201,213,2,33616_3,0,23201,2,23414,213,2
19625,3829,2,28580_1,0,19625,2,23454,3829,2
22715,745,2,32799_1,0,22715,2,23460,745,2
22715,745,2,32799_2,0,22715,2,23460,745,2
22737,783,2,32834_1,0,22737,2,23520,783,2
23159,380,2,33555_1,0,23159,2,23539,380,2
23201,344,2,33618_1,0,23201,2,23545,344,2
22700,865,2,32769_1,0,22700,2,23565,865,2
22700,865,2,32769_2,0,22700,2,23565,865,2
23090,526,2,33432_1,0,23090,2,23616,526,2
23172,469,2,33562_1,0,23172,2,23641,469,2
23070,595,2,33410_1,0,23070,2,23665,595,2
23077,595,2,33410_2,0,23077,2,23672,595,2
23134,553,2,33482_1,0,23134,2,23687,553,2
21507,2279,2,30831_2,0,21507,2,23786,2279,2
21514,2279,2,30831_1,0,21514,2,23793,2279,2
21514,2279,2,30831_3,0,21514,2,23793,2279,2
21514,2279,2,30831_4,0,21514,2,23793,2279,2
21514,2279,2,30831_5,0,21514,2,23793,2279,2
21514,2279,2,30831_6,0,21514,2,23793,2279,2
23346,447,2,33924_1,0,23346,2,23793,447,2
23159,635,2,33557_1,0,23159,2,23794,635,2
23395,428,2,33979_1,0,23395,2,23823,428,2
23331,569,2,33919_1,0,23331,2,23900,569,2
23498,402,2,34159_1,0,23498,2,23900,402,2
23090,813,2,33429_1,0,23090,2,23903,813,2
23331,591,2,33922_1,0,23331,2,23922,591,2
23498,442,2,34162_1,0,23498,2,23940,442,2
23383,586,2,33967_1,0,23383,2,23969,586,2
15936,8048,2,22177_1,0,15936,2,23984,8048,2
23090,905,2,33422_2,0,23090,2,23995,905,2
23090,906,2,33422_1,0,23090,2,23996,906,2
22700,1308,2,32771_1,0,22700,2,24008,1308,2
23716,329,2,34559_1,0,23716,2,24045,329,2
23634,440,2,34388_1,0,23634,2,24074,440,2
16696,7440,2,24018_1,0,16696,2,24136,7440,2
13689,10448,2,20069_1,0,13689,2,24137,10448,2
23583,557,2,34284_1,0,23583,2,24140,557,2
23583,557,2,34284_2,0,23583,2,24140,557,2
23678,490,2,34496_1,0,23678,2,24168,490,2
23676,502,2,34504_1,0,23676,2,24178,502,2
23715,493,2,34543_1,0,23715,2,24208,493,2
23716,492,2,34543_2,0,23716,2,24208,492,2
23759,479,2,34612_1,0,23759,2,24238,479,2
23989,252,2,35133_1,0,23989,2,24241,252,2
23989,252,2,35133_2,0,23989,2,24241,252,2
23989,252,2,35133_3,0,23989,2,24241,252,2
23989,252,2,35133_4,0,23989,2,24241,252,2
23549,741,2,34230_1,0,23549,2,24290,741,2
23797,514,2,34687_1,0,23797,2,24311,514,2
23583,745,2,34287_1,0,23583,2,24328,745,2
23634,732,2,34383_1,0,23634,2,24366,732,2
23634,734,2,34383_2,0,23634,2,24368,734,2
23716,662,2,34557_1,0,23716,2,24378,662,2
24131,274,2,35546_1,0,24131,2,24405,274,2
24119,296,2,35458_1,0,24119,2,24415,296,2
24111,309,2,35463_1,0,24111,2,24420,309,2
24118,306,2,35461_1,0,24118,2,24424,306,2
23809,616,2,34692_1,0,23809,2,24425,616,2
24151,281,2,35592_1,0,24151,2,24432,281,2
24123,310,2,35490_1,0,24123,2,24433,310,2
24120,331,2,35466_1,0,24120,2,24451,331,2
24131,323,2,35549_1,0,24131,2,24454,323,2
24125,336,2,35501_1,0,24125,2,24461,336,2
24123,341,2,35485_1,0,24123,2,24464,341,2
24126,341,2,35506_1,0,24126,2,24467,341,2
24128,339,2,35522_1,0,24128,2,24467,339,2
23989,483,2,35135_1,0,23989,2,24472,483,2
24125,365,2,35509_1,0,24125,2,24490,365,2
24128,368,2,35525_1,0,24128,2,24496,368,2
24128,381,2,35527_1,0,24128,2,24509,381,2
23951,565,2,35068_1,0,23951,2,24516,565,2
24129,399,2,35530_1,0,24129,2,24528,399,2
19642,4900,2,28587_1,0,19642,2,24542,4900,2
24149,412,2,35571_1,0,24149,2,24561,412,2
23960,607,2,35079_1,0,23960,2,24567,607,2
24126,452,2,35511_1,0,24126,2,24578,452,2
24120,496,2,35469_1,0,24120,2,24616,496,2
23960,665,2,35070_1,0,23960,2,24625,665,2
23960,665,2,35070_2,0,23960,2,24625,665,2
23747,885,2,34588_1,0,23747,2,24632,885,2
23747,885,2,34588_2,0,23747,2,24632,885,2
24123,528,2,35493_1,0,24123,2,24651,528,2
24122,540,2,35533_1,0,24122,2,24662,540,2
24131,539,2,35551_1,0,24131,2,24670,539,2
24121,557,2,35535_1,0,24121,2,24678,557,2
23497,1188,2,34153_3,0,23497,2,24685,1188,2
23497,1188,2,34153_4,0,23497,2,24685,1188,2
23497,1189,2,34153_1,0,23497,2,24686,1189,2
23497,1189,2,34153_2,0,23497,2,24686,1189,2
24120,569,2,35471_1,0,24120,2,24689,569,2
23451,1242,2,34096_1,0,23451,2,24693,1242,2
24033,683,2,35286_1,0,24033,2,24716,683,2
23960,788,2,35076_1,0,23960,2,24748,788,2
23458,1301,2,34099_3,0,23458,2,24759,1301,2
23982,781,2,35129_1,0,23982,2,24763,781,2
23465,1301,2,34099_1,0,23465,2,24766,1301,2
23465,1301,2,34099_2,0,23465,2,24766,1301,2
23465,1301,2,34099_4,0,23465,2,24766,1301,2
23415,1352,2,34021_1,0,23415,2,24767,1352,2
23422,1353,2,34021_2,0,23422,2,24775,1353,2
24120,694,2,35474_1,0,24120,2,24814,694,2
24125,698,2,35503_1,0,24125,2,24823,698,2
24125,705,2,35514_1,0,24125,2,24830,705,2
24129,751,2,35538_1,0,24129,2,24880,751,2
19602,5294,2,28576_1,0,19602,2,24896,5294,2
24687,216,2,36439_1,0,24687,2,24903,216,2
24436,471,2,36077_1,0,24436,2,24907,471,2
24122,788,2,35498_1,0,24122,2,24910,788,2
24629,296,2,36334_1,0,24629,2,24925,296,2
24123,808,2,35477_1,0,24123,2,24931,808,2
24629,309,2,36337_1,0,24629,2,24938,309,2
24631,311,2,36362_1,0,24631,2,24942,311,2
24130,817,2,35541_1,0,24130,2,24947,817,2
24123,835,2,35479_1,0,24123,2,24958,835,2
24130,833,2,35543_1,0,24130,2,24963,833,2
24131,837,2,35554_1,0,24131,2,24968,837,2
24680,289,2,36445_1,0,24680,2,24969,289,2
23444,1528,2,34093_1,0,23444,2,24972,1528,2
24629,345,2,36340_1,0,24629,2,24974,345,2
24125,850,2,35517_1,0,24125,2,24975,850,2
24629,354,2,36347_1,0,24629,2,24983,354,2
20086,4898,2,28859_1,0,20086,2,24984,4898,2
24687,310,2,36447_1,0,24687,2,24997,310,2
24123,882,2,35482_1,0,24123,2,25005,882,2
24629,394,2,36342_1,0,24629,2,25023,394,2
24122,909,2,35495_1,0,24122,2,25031,909,2
24765,290,2,36692_1,0,24765,2,25055,290,2
24797,267,2,36753_1,0,24797,2,25064,267,2
24126,989,2,35519_1,0,24126,2,25115,989,2
24787,353,2,36729_1,0,24787,2,25140,353,2
19609,5546,2,28574_1,0,19609,2,25155,5546,2
24687,474,2,36450_1,0,24687,2,25161,474,2
24787,407,2,36732_1,0,24787,2,25194,407,2
24979,225,2,37114_1,0,24979,2,25204,225,2
25004,217,2,37138_1,0,25004,2,25221,217,2
25012,220,2,37146_1,0,25012,2,25232,220,2
24936,335,2,37059_1,0,24936,2,25271,335,2
24936,352,2,37061_1,0,24936,2,25288,352,2
24936,382,2,37064_1,0,24936,2,25318,382,2
23752,1577,2,34607_1,0,23752,2,25329,1577,2
23759,1578,2,34607_2,0,23759,2,25337,1578,2
25160,194,2,37399_1,0,25160,2,25354,194,2
24936,434,2,37051_1,0,24936,2,25370,434,2
24635,743,2,36365_2,0,24635,2,25378,743,2
24636,742,2,36365_1,0,24636,2,25378,742,2
24123,1271,2,35487_1,0,24123,2,25394,1271,2
25160,239,2,37380_1,0,25160,2,25399,239,2
24936,470,2,37053_1,0,24936,2,25406,470,2
24797,613,2,36745_1,0,24797,2,25410,613,2
24936,476,2,37067_1,0,24936,2,25412,476,2
25232,197,2,37540_1,0,25232,2,25429,197,2
25160,278,2,37389_1,0,25160,2,25438,278,2
25226,215,2,37506_1,0,25226,2,25441,215,2
25232,209,2,37546_1,0,25232,2,25441,209,2
24049,1408,2,35313_1,0,24049,2,25457,1408,2
24056,1408,2,35313_2,0,24056,2,25464,1408,2
24056,1408,2,35313_3,0,24056,2,25464,1408,2
24056,1408,2,35313_4,0,24056,2,25464,1408,2
25160,311,2,37392_1,0,25160,2,25471,311,2
25152,325,2,37395_1,0,25152,2,25477,325,2
24936,555,2,37069_1,0,24936,2,25491,555,2
23451,2048,2,34089_1,0,23451,2,25499,2048,2
23759,1740,2,34609_1,0,23759,2,25499,1740,2
24936,588,2,37072_1,0,24936,2,25524,588,2
24773,772,2,36695_1,0,24773,2,25545,772,2
24770,800,2,36690_1,0,24770,2,25570,800,2
25253,326,2,37632_1,0,25253,2,25579,326,2
25260,322,2,37656_1,0,25260,2,25582,322,2
25292,296,2,37724_1,0,25292,2,25588,296,2
24782,818,2,36722_1,0,24782,2,25600,818,2
24936,677,2,37056_1,0,24936,2,25613,677,2
23982,1673,2,35124_1,0,23982,2,25655,1673,2
23982,1673,2,35124_2,0,23982,2,25655,1673,2
25278,382,2,37715_1,0,25278,2,25660,382,2
25204,463,2,37460_1,0,25204,2,25667,463,2
25447,243,2,37990_1,0,25447,2,25690,243,2
24958,735,2,37095_1,0,24958,2,25693,735,2
24958,735,2,37095_3,0,24958,2,25693,735,2
24959,734,2,37095_2,0,24959,2,25693,734,2
24959,734,2,37095_4,0,24959,2,25693,734,2
24984,712,2,37124_1,0,24984,2,25696,712,2
24984,713,2,37124_2,0,24984,2,25697,713,2
25009,688,2,37142_1,0,25009,2,25697,688,2
25009,688,2,37142_2,0,25009,2,25697,688,2
25009,688,2,37142_3,0,25009,2,25697,688,2
25009,688,2,37142_4,0,25009,2,25697,688,2
24984,714,2,37124_3,0,24984,2,25698,714,2
24984,714,2,37124_4,0,24984,2,25698,714,2
25204,497,2,37471_1,0,25204,2,25701,497,2
24788,923,2,36735_1,0,24788,2,25711,923,2
25222,499,2,37499_1,0,25222,2,25721,499,2
25204,522,2,37463_1,0,25204,2,25726,522,2
23944,1791,2,35042_1,0,23944,2,25735,1791,2
25202,553,2,37458_2,0,25202,2,25755,553,2
25202,554,2,37458_1,0,25202,2,25756,554,2
25204,556,2,37466_1,0,25204,2,25760,556,2
25254,510,2,37634_1,0,25254,2,25764,510,2
25440,329,2,37970_1,0,25440,2,25769,329,2
25249,528,2,37619_1,0,25249,2,25777,528,2
25543,256,2,38287_1,0,25543,2,25799,256,2
25249,563,2,37612_1,0,25249,2,25812,563,2
25204,616,2,37468_1,0,25204,2,25820,616,2
25638,205,2,38663_1,0,25638,2,25843,205,2
25543,314,2,38306_1,0,25543,2,25857,314,2
24797,1067,2,36748_1,0,24797,2,25864,1067,2
25536,328,2,38298_1,0,25536,2,25864,328,2
24149,1716,2,35573_1,0,24149,2,25865,1716,2
25543,332,2,38308_1,0,25543,2,25875,332,2
25543,352,2,38300_1,0,25543,2,25895,352,2
18231,7677,2,27120_4,0,18231,2,25908,7677,2
18232,7676,2,27120_2,0,18232,2,25908,7676,2
18232,7677,2,27120_1,0,18232,2,25909,7677,2
25633,290,2,38650_1,0,25633,2,25923,290,2
24797,1127,2,36750_1,0,24797,2,25924,1127,2
18272,7659,2,27184_4,0,18272,2,25931,7659,2
18224,7708,2,27106_3,0,18224,2,25932,7708,2
18238,7695,2,27120_3,0,18238,2,25933,7695,2
25627,306,2,38628_1,0,25627,2,25933,306,2
18224,7710,2,27106_1,0,18224,2,25934,7710,2
18224,7711,2,27106_2,0,18224,2,25935,7711,2
18272,7664,2,27184_1,0,18272,2,25936,7664,2
18272,7666,2,27184_2,0,18272,2,25938,7666,2
18272,7666,2,27184_3,0,18272,2,25938,7666,2
18301,7637,2,27199_1,0,18301,2,25938,7637,2
18303,7636,2,27205_1,0,18303,2,25939,7636,2
25544,396,2,38311_1,0,25544,2,25940,396,2
18303,7638,2,27202_3,0,18303,2,25941,7638,2
18302,7643,2,27199_2,0,18302,2,25945,7643,2
18302,7643,2,27202_1,0,18302,2,25945,7643,2
18229,7718,2,27106_4,0,18229,2,25947,7718,2
18306,7641,2,27205_2,0,18306,2,25947,7641,2
18258,7690,2,27180_2,0,18258,2,25948,7690,2
18307,7641,2,27202_4,0,18307,2,25948,7641,2
18259,7690,2,27180_1,0,18259,2,25949,7690,2
18302,7649,2,27199_3,0,18302,2,25951,7649,2
18304,7647,2,27205_4,0,18304,2,25951,7647,2
18262,7691,2,27180_3,0,18262,2,25953,7691,2
18265,7691,2,27180_4,0,18265,2,25956,7691,2
18304,7652,2,27202_2,0,18304,2,25956,7652,2
18305,7651,2,27205_3,0,18305,2,25956,7651,2
18303,7655,2,27199_4,0,18303,2,25958,7655,2
25626,332,2,38653_1,0,25626,2,25958,332,2
18300,7663,2,27197_3,0,18300,2,25963,7663,2
25655,308,2,38688_1,0,25655,2,25963,308,2
18300,7664,2,27197_1,0,18300,2,25964,7664,2
18304,7666,2,27207_1,0,18304,2,25970,7666,2
18304,7666,2,27207_2,0,18304,2,25970,7666,2
18304,7666,2,27207_3,0,18304,2,25970,7666,2
18300,7677,2,27197_4,0,18300,2,25977,7677,2
18308,7669,2,27207_4,0,18308,2,25977,7669,2
25626,351,2,38631_1,0,25626,2,25977,351,2
25695,282,2,38853_1,0,25695,2,25977,282,2
25543,437,2,38314_1,0,25543,2,25980,437,2
18303,7683,2,27197_2,0,18303,2,25986,7683,2
24444,1542,2,36082_1,0,24444,2,25986,1542,2
25627,359,2,38634_1,0,25627,2,25986,359,2
25633,361,2,38655_1,0,25633,2,25994,361,2
25627,378,2,38636_1,0,25627,2,26005,378,2
25668,339,2,38775_1,0,25668,2,26007,339,2
25655,353,2,38690_1,0,25655,2,26008,353,2
25668,341,2,38777_1,0,25668,2,26009,341,2
25699,311,2,38858_1,0,25699,2,26010,311,2
18475,7539,2,27438_3,0,18475,2,26014,7539,2
18480,7548,2,27438_4,0,18480,2,26028,7548,2
18480,7549,2,27438_1,0,18480,2,26029,7549,2
18480,7550,2,27438_2,0,18480,2,26030,7550,2
25633,397,2,38658_1,0,25633,2,26030,397,2
25292,748,2,37729_1,0,25292,2,26040,748,2
25699,372,2,38856_1,0,25699,2,26071,372,2
24797,1283,2,36742_1,0,24797,2,26080,1283,2
18886,7197,2,27956_1,0,18886,2,26083,7197,2
25668,416,2,38781_1,0,25668,2,26084,416,2
18886,7200,2,27956_2,0,18886,2,26086,7200,2
18891,7199,2,27956_4,0,18891,2,26090,7199,2
25632,459,2,38645_1,0,25632,2,26091,459,2
25655,436,2,38693_1,0,25655,2,26091,436,2
24635,1464,2,36368_1,0,24635,2,26099,1464,2
18880,7223,2,27956_3,0,18880,2,26103,7223,2
25788,321,2,39057_1,0,25788,2,26109,321,2
18801,7311,2,27855_2,0,18801,2,26112,7311,2
18802,7313,2,27855_3,0,18802,2,26115,7313,2
18803,7312,2,27855_1,0,18803,2,26115,7312,2
18801,7315,2,27855_4,0,18801,2,26116,7315,2
25633,484,2,38661_1,0,25633,2,26117,484,2
25544,597,2,38316_1,0,25544,2,26141,597,2
25882,273,2,39167_1,0,25882,2,26155,273,2
25736,426,2,38951_1,0,25736,2,26162,426,2
25736,427,2,38951_2,0,25736,2,26163,427,2
19535,6635,2,28510_1,0,19535,2,26170,6635,2
19536,6634,2,28510_2,0,19536,2,26170,6634,2
19538,6634,2,28510_4,0,19538,2,26172,6634,2
25285,891,2,37727_1,0,25285,2,26176,891,2
19540,6639,2,28510_3,0,19540,2,26179,6639,2
25730,456,2,38940_1,0,25730,2,26186,456,2
25730,459,2,38940_2,0,25730,2,26189,459,2
25908,287,2,39216_1,0,25908,2,26195,287,2
19510,6686,2,28505_3,0,19510,2,26196,6686,2
19513,6685,2,28505_4,0,19513,2,26198,6685,2
19503,6697,2,28505_1,0,19503,2,26200,6697,2
19505,6695,2,28505_2,0,19505,2,26200,6695,2
25883,344,2,39163_1,0,25883,2,26227,344,2
25737,499,2,38953_2,0,25737,2,26236,499,2
25738,499,2,38953_1,0,25738,2,26237,499,2
25703,547,2,38861_1,0,25703,2,26250,547,2
25802,451,2,39069_1,0,25802,2,26253,451,2
25731,531,2,38943_2,0,25731,2,26262,531,2
25730,533,2,38943_1,0,25730,2,26263,533,2
25877,392,2,39137_1,0,25877,2,26269,392,2
25909,363,2,39219_1,0,25909,2,26272,363,2
25731,553,2,38945_1,0,25731,2,26284,553,2
25731,553,2,38945_2,0,25731,2,26284,553,2
25746,539,2,38964_1,0,25746,2,26285,539,2
25668,620,2,38838_1,0,25668,2,26288,620,2
25857,431,2,39117_2,0,25857,2,26288,431,2
25857,436,2,39117_1,0,25857,2,26293,436,2
25812,485,2,39076_2,0,25812,2,26297,485,2
25828,476,2,39101_1,0,25828,2,26304,476,2
25815,491,2,39076_1,0,25815,2,26306,491,2
25829,477,2,39101_2,0,25829,2,26306,477,2
25878,430,2,39147_2,0,25878,2,26308,430,2
25877,440,2,39147_1,0,25877,2,26317,440,2
25883,434,2,39176_1,0,25883,2,26317,434,2
25896,422,2,39187_1,0,25896,2,26318,422,2
25872,447,2,39122_1,0,25872,2,26319,447,2
24872,1449,2,36982_1,0,24872,2,26321,1449,2
25895,436,2,39179_1,0,25895,2,26331,436,2
26046,286,2,39361_1,0,26046,2,26332,286,2
25240,1099,2,37591_1,0,25240,2,26339,1099,2
25873,469,2,39149_2,0,25873,2,26342,469,2
25879,472,2,39149_1,0,25879,2,26351,472,2
25249,1108,2,37614_1,0,25249,2,26357,1108,2
25906,459,2,39227_1,0,25906,2,26365,459,2
26158,212,2,39389_1,0,26158,2,26370,212,2
25852,527,2,39114_2,0,25852,2,26379,527,2
25823,557,2,39098_1,0,25823,2,26380,557,2
25823,558,2,39098_2,0,25823,2,26381,558,2
25852,535,2,39114_1,0,25852,2,26387,535,2
25758,632,2,39007_1,0,25758,2,26390,632,2
25829,595,2,39103_1,0,25829,2,26424,595,2
25830,605,2,39103_2,0,25830,2,26435,605,2
25841,594,2,39111_1,0,25841,2,26435,594,2
25844,595,2,39111_2,0,25844,2,26439,595,2
25909,538,2,39230_1,0,25909,2,26447,538,2
25913,536,2,39230_2,0,25913,2,26449,536,2
25857,596,2,39119_1,0,25857,2,26453,596,2
25858,596,2,39119_2,0,25858,2,26454,596,2
25731,764,2,38956_2,0,25731,2,26495,764,2
25738,762,2,38956_1,0,25738,2,26500,762,2
25289,1220,2,37720_1,0,25289,2,26509,1220,2
25915,614,2,39233_1,0,25915,2,26529,614,2
25915,616,2,39233_2,0,25915,2,26531,616,2
25883,677,2,39161_1,0,25883,2,26560,677,2
26165,426,2,39393_1,0,26165,2,26591,426,2
25824,769,2,39106_2,0,25824,2,26593,769,2
25830,768,2,39106_1,0,25830,2,26598,768,2
26403,207,2,39666_1,0,26403,2,26610,207,2
25544,1071,2,38319_1,0,25544,2,26615,1071,2
26274,351,2,39460_1,0,26274,2,26625,351,2
25739,887,2,38959_1,0,25739,2,26626,887,2
25739,887,2,38959_2,0,25739,2,26626,887,2
25731,905,2,38961_1,0,25731,2,26636,905,2
25830,807,2,39109_1,0,25830,2,26637,807,2
25831,806,2,39109_2,0,25831,2,26637,806,2
25739,904,2,38961_2,0,25739,2,26643,904,2
25879,779,2,39152_2,0,25879,2,26658,779,2
25880,784,2,39152_1,0,25880,2,26664,784,2
26453,214,2,39804_1,0,26453,2,26667,214,2
26402,281,2,39673_1,0,26402,2,26683,281,2
25709,981,2,38894_4,0,25709,2,26690,981,2
25712,981,2,38899_3,0,25712,2,26693,981,2
25716,979,2,38894_1,0,25716,2,26695,979,2
25716,979,2,38894_3,0,25716,2,26695,979,2
25716,979,2,38896_1,0,25716,2,26695,979,2
25718,977,2,38896_2,0,25718,2,26695,977,2
25718,977,2,38896_3,0,25718,2,26695,977,2
25716,980,2,38894_2,0,25716,2,26696,980,2
25718,979,2,38896_4,0,25718,2,26697,979,2
25718,979,2,38899_1,0,25718,2,26697,979,2
25719,978,2,38899_2,0,25719,2,26697,978,2
25718,980,2,38912_3,0,25718,2,26698,980,2
25718,980,2,38912_4,0,25718,2,26698,980,2
25719,979,2,38899_4,0,25719,2,26698,979,2
25720,978,2,38902_1,0,25720,2,26698,978,2
25720,978,2,38902_3,0,25720,2,26698,978,2
25720,978,2,38904_3,0,25720,2,26698,978,2
25715,984,2,38907_3,0,25715,2,26699,984,2
25720,980,2,38902_2,0,25720,2,26700,980,2
25720,980,2,38902_4,0,25720,2,26700,980,2
25720,980,2,38904_1,0,25720,2,26700,980,2
25720,980,2,38904_2,0,25720,2,26700,980,2
26064,636,2,39370_1,0,26064,2,26700,636,2
25722,979,2,38904_4,0,25722,2,26701,979,2
