original_trace_values,,,,,Simulation_recorded_values,,
start_time,lifespan,cores,jobid,sim_start_time,actual_cores_allocated,sim_end_time,sim_lifespan,actual_cores_released
10766,441,2,13585_1,0,10766,2,11207,441,2
7022,4196,2,8584_1,0,7022,2,11218,4196,2
10863,379,2,13834_1,0,10863,2,11242,379,2
11024,248,2,14272_1,0,11024,2,11272,248,2
11073,215,2,14436_1,0,11073,2,11288,215,2
10839,455,2,13759_1,0,10839,2,11294,455,2
11005,330,2,14238_1,0,11005,2,11335,330,2
10192,1151,2,12300_1,0,10192,2,11343,1151,2
10194,1152,2,12300_2,0,10194,2,11346,1152,2
11085,269,2,14473_1,0,11085,2,11354,269,2
10835,542,2,13742_1,0,10835,2,11377,542,2
9936,1485,2,11701_1,0,9936,2,11421,1485,2
9429,2011,2,10779_2,0,9429,2,11440,2011,2
9429,2012,2,10779_1,0,9429,2,11441,2012,2
9429,2012,2,10779_3,0,9429,2,11441,2012,2
9429,2012,2,10779_4,0,9429,2,11441,2012,2
9431,2011,2,10779_8,0,9431,2,11442,2011,2
9432,2010,2,10779_5,0,9432,2,11442,2010,2
9432,2010,2,10779_6,0,9432,2,11442,2010,2
9432,2010,2,10779_7,0,9432,2,11442,2010,2
9432,2010,2,10779_11,0,9432,2,11442,2010,2
9432,2012,2,10779_10,0,9432,2,11444,2012,2
9433,2011,2,10779_9,0,9433,2,11444,2011,2
9432,2013,2,10779_12,0,9432,2,11445,2013,2
11005,472,2,14229_1,0,11005,2,11477,472,2
11272,316,2,14984_1,0,11272,2,11588,316,2
11349,239,2,15150_1,0,11349,2,11588,239,2
11261,332,2,14955_1,0,11261,2,11593,332,2
11021,579,2,14269_1,0,11021,2,11600,579,2
11072,529,2,14434_1,0,11072,2,11601,529,2
9936,1713,2,11704_1,0,9936,2,11649,1713,2
11103,566,2,14492_1,0,11103,2,11669,566,2
6074,5599,2,6990_1,0,6074,2,11673,5599,2
11349,328,2,15153_1,0,11349,2,11677,328,2
11438,273,2,15301_1,0,11438,2,11711,273,2
11339,374,2,15139_1,0,11339,2,11713,374,2
11008,722,2,14241_1,0,11008,2,11730,722,2
11005,734,2,14231_1,0,11005,2,11739,734,2
10541,1256,2,12897_1,0,10541,2,11797,1256,2
11618,218,2,15669_1,0,11618,2,11836,218,2
11598,254,2,15662_1,0,11598,2,11852,254,2
11666,195,2,15756_1,0,11666,2,11861,195,2
10577,1285,2,13033_2,0,10577,2,11862,1285,2
10578,1284,2,13033_1,0,10578,2,11862,1284,2
11631,256,2,15694_1,0,11631,2,11887,256,2
10843,1056,2,13764_1,0,10843,2,11899,1056,2
11439,462,2,15319_1,0,11439,2,11901,462,2
11666,245,2,15737_1,0,11666,2,11911,245,2
11445,491,2,15316_1,0,11445,2,11936,491,2
10572,1366,2,13036_4,0,10572,2,11938,1366,2
10269,1675,2,12396_1,0,10269,2,11944,1675,2
10582,1364,2,13036_1,0,10582,2,11946,1364,2
10580,1369,2,13036_3,0,10580,2,11949,1369,2
11757,193,2,15974_1,0,11757,2,11950,193,2
10582,1369,2,13036_2,0,10582,2,11951,1369,2
11433,531,2,15299_1,0,11433,2,11964,531,2
11676,291,2,15759_1,0,11676,2,11967,291,2
11673,309,2,15754_1,0,11673,2,11982,309,2
11342,643,2,15144_2,0,11342,2,11985,643,2
11343,642,2,15144_1,0,11343,2,11985,642,2
9915,2078,2,11684_2,0,9915,2,11993,2078,2
9922,2077,2,11684_3,0,9922,2,11999,2077,2
9922,2082,2,11684_4,0,9922,2,12004,2082,2
9922,2086,2,11684_1,0,9922,2,12008,2086,2
11294,717,2,15031_1,0,11294,2,12011,717,2
11625,390,2,15683_1,0,11625,2,12015,390,2
11815,211,2,16069_1,0,11815,2,12026,211,2
11723,321,2,15890_1,0,11723,2,12044,321,2
11864,207,2,16185_1,0,11864,2,12071,207,2
8152,3937,2,9351_1,0,8152,2,12089,3937,2
8152,3938,2,9351_2,0,8152,2,12090,3938,2
11900,190,2,16322_1,0,11900,2,12090,190,2
8152,3939,2,9351_3,0,8152,2,12091,3939,2
11894,226,2,16295_1,0,11894,2,12120,226,2
11932,190,2,16409_1,0,11932,2,12122,190,2
11928,206,2,16398_1,0,11928,2,12134,206,2
11912,238,2,16361_1,0,11912,2,12150,238,2
11103,1064,2,14489_1,0,11103,2,12167,1064,2
9718,2489,2,11341_1,0,9718,2,12207,2489,2
9718,2489,2,11341_3,0,9718,2,12207,2489,2
9514,2698,2,10939_3,0,9514,2,12212,2698,2
9514,2698,2,10939_4,0,9514,2,12212,2698,2
9515,2699,2,10939_5,0,9515,2,12214,2699,2
9515,2699,2,10939_7,0,9515,2,12214,2699,2
9516,2698,2,10939_10,0,9516,2,12214,2698,2
9516,2700,2,10939_9,0,9516,2,12216,2700,2
9516,2700,2,10939_12,0,9516,2,12216,2700,2
9514,2703,2,10939_1,0,9514,2,12217,2703,2
9713,2504,2,11341_2,0,9713,2,12217,2504,2
9514,2707,2,10939_2,0,9514,2,12221,2707,2
9514,2707,2,10939_8,0,9514,2,12221,2707,2
9514,2707,2,10939_11,0,9514,2,12221,2707,2
9516,2710,2,10939_6,0,9516,2,12226,2710,2
9979,2274,2,11809_1,0,9979,2,12253,2274,2
9506,2755,2,10936_2,0,9506,2,12261,2755,2
9506,2756,2,10936_4,0,9506,2,12262,2756,2
9505,2758,2,10936_1,0,9505,2,12263,2758,2
9507,2756,2,10936_7,0,9507,2,12263,2756,2
9507,2756,2,10936_8,0,9507,2,12263,2756,2
9508,2755,2,10936_9,0,9508,2,12263,2755,2
9507,2758,2,10936_5,0,9507,2,12265,2758,2
9509,2757,2,10936_12,0,9509,2,12266,2757,2
9509,2758,2,10936_6,0,9509,2,12267,2758,2
9509,2760,2,10936_10,0,9509,2,12269,2760,2
9506,2766,2,10936_3,0,9506,2,12272,2766,2
9511,2763,2,10936_11,0,9511,2,12274,2763,2
10002,2272,2,11881_3,0,10002,2,12274,2272,2
10003,2273,2,11881_2,0,10003,2,12276,2273,2
10045,2232,2,12039_1,0,10045,2,12277,2232,2
10046,2231,2,12039_2,0,10046,2,12277,2231,2
10003,2277,2,11881_1,0,10003,2,12280,2277,2
10050,2234,2,12039_3,0,10050,2,12284,2234,2
12104,183,2,16668_1,0,12104,2,12287,183,2
12040,277,2,16557_1,0,12040,2,12317,277,2
11618,701,2,15667_1,0,11618,2,12319,701,2
10975,1357,2,14163_1,0,10975,2,12332,1357,2
9925,2416,2,11686_2,0,9925,2,12341,2416,2
9920,2422,2,11686_4,0,9920,2,12342,2422,2
9922,2420,2,11686_1,0,9922,2,12342,2420,2
10563,1781,2,13000_1,0,10563,2,12344,1781,2
10565,1781,2,13000_2,0,10565,2,12346,1781,2
10566,1781,2,13000_3,0,10566,2,12347,1781,2
9926,2425,2,11686_3,0,9926,2,12351,2425,2
10777,1590,2,13623_1,0,10777,2,12367,1590,2
10777,1590,2,13623_2,0,10777,2,12367,1590,2
10780,1588,2,13623_3,0,10780,2,12368,1588,2
11280,1114,2,14998_2,0,11280,2,12394,1114,2
11280,1114,2,14998_3,0,11280,2,12394,1114,2
11280,1115,2,14998_1,0,11280,2,12395,1115,2
11798,621,2,16063_1,0,11798,2,12419,621,2
11085,1358,2,14475_1,0,11085,2,12443,1358,2
11371,1093,2,15218_1,0,11371,2,12464,1093,2
10731,1736,2,13474_1,0,10731,2,12467,1736,2
11377,1097,2,15218_2,0,11377,2,12474,1097,2
11730,796,2,15916_1,0,11730,2,12526,796,2
11851,688,2,16152_1,0,11851,2,12539,688,2
12291,287,2,16932_1,0,12291,2,12578,287,2
11082,1509,2,14469_1,0,11082,2,12591,1509,2
11082,1509,2,14469_2,0,11082,2,12591,1509,2
11886,706,2,16263_1,0,11886,2,12592,706,2
11798,812,2,16067_1,0,11798,2,12610,812,2
11798,812,2,16067_2,0,11798,2,12610,812,2
12331,332,2,17021_1,0,12331,2,12663,332,2
12291,389,2,16934_1,0,12291,2,12680,389,2
11346,1370,2,15148_1,0,11346,2,12716,1370,2
7436,5320,2,8870_1,0,7436,2,12756,5320,2
12104,668,2,16666_1,0,12104,2,12772,668,2
11581,1212,2,15645_1,0,11581,2,12793,1212,2
12301,506,2,16942_1,0,12301,2,12807,506,2
11843,974,2,16148_1,0,11843,2,12817,974,2
11843,974,2,16148_2,0,11843,2,12817,974,2
12283,537,2,16924_1,0,12283,2,12820,537,2
12229,605,2,16851_1,0,12229,2,12834,605,2
12331,519,2,17023_1,0,12331,2,12850,519,2
12331,519,2,17023_2,0,12331,2,12850,519,2
10731,2128,2,13477_1,0,10731,2,12859,2128,2
10363,2529,2,12566_1,0,10363,2,12892,2529,2
10364,2528,2,12566_3,0,10364,2,12892,2528,2
10364,2529,2,12566_6,0,10364,2,12893,2529,2
10364,2530,2,12566_5,0,10364,2,12894,2530,2
10366,2528,2,12566_10,0,10366,2,12894,2528,2
10366,2529,2,12566_12,0,10366,2,12895,2529,2
10367,2531,2,12566_11,0,10367,2,12898,2531,2
10364,2535,2,12566_2,0,10364,2,12899,2535,2
10365,2543,2,12566_9,0,10365,2,12908,2543,2
10369,2539,2,12566_4,0,10369,2,12908,2539,2
10365,2551,2,12566_8,0,10365,2,12916,2551,2
10365,2552,2,12566_7,0,10365,2,12917,2552,2
11618,1354,2,15672_1,0,11618,2,12972,1354,2
12033,943,2,16536_1,0,12033,2,12976,943,2
12033,943,2,16536_2,0,12033,2,12976,943,2
9926,3057,2,11689_3,0,9926,2,12983,3057,2
12296,693,2,16939_1,0,12296,2,12989,693,2
12296,693,2,16939_2,0,12296,2,12989,693,2
9929,3066,2,11689_2,0,9929,2,12995,3066,2
9926,3074,2,11689_4,0,9926,2,13000,3074,2
9933,3068,2,11689_1,0,9933,2,13001,3068,2
12756,268,2,17493_1,0,12756,2,13024,268,2
12795,247,2,17670_1,0,12795,2,13042,247,2
12795,247,2,17670_4,0,12795,2,13042,247,2
12795,248,2,17670_2,0,12795,2,13043,248,2
12795,248,2,17670_3,0,12795,2,13043,248,2
9923,3136,2,11694_4,0,9923,2,13059,3136,2
9930,3130,2,11694_3,0,9930,2,13060,3130,2
9929,3140,2,11694_2,0,9929,2,13069,3140,2
9926,3147,2,11694_1,0,9926,2,13073,3147,2
12867,275,2,17924_1,0,12867,2,13142,275,2
12795,399,2,17665_1,0,12795,2,13194,399,2
12757,451,2,17514_1,0,12757,2,13208,451,2
12941,274,2,18077_1,0,12941,2,13215,274,2
13013,271,2,18248_1,0,13013,2,13284,271,2
11498,1824,2,15450_2,0,11498,2,13322,1824,2
11498,1825,2,15450_1,0,11498,2,13323,1825,2
1629,11707,2,3113_1,0,1629,2,13336,11707,2
12795,554,2,17662_1,0,12795,2,13349,554,2
13085,275,2,18448_1,0,13085,2,13360,275,2
13081,286,2,18430_1,0,13081,2,13367,286,2
13077,299,2,18426_1,0,13077,2,13376,299,2
12795,586,2,17659_1,0,12795,2,13381,586,2
12839,543,2,17830_1,0,12839,2,13382,543,2
12875,509,2,17961_1,0,12875,2,13384,509,2
12795,592,2,17667_1,0,12795,2,13387,592,2
12795,592,2,17667_2,0,12795,2,13387,592,2
12757,631,2,17517_1,0,12757,2,13388,631,2
13139,285,2,18517_1,0,13139,2,13424,285,2
13063,385,2,18394_1,0,13063,2,13448,385,2
13063,385,2,18394_2,0,13063,2,13448,385,2
13063,385,2,18394_3,0,13063,2,13448,385,2
12943,512,2,18085_1,0,12943,2,13455,512,2
12943,512,2,18085_2,0,12943,2,13455,512,2
12757,724,2,17519_1,0,12757,2,13481,724,2
13065,417,2,18399_1,0,13065,2,13482,417,2
13017,484,2,18251_1,0,13017,2,13501,484,2
13245,297,2,18907_1,0,13245,2,13542,297,2
13126,419,2,18481_1,0,13126,2,13545,419,2
12941,637,2,18080_1,0,12941,2,13578,637,2
13050,559,2,18362_1,0,13050,2,13609,559,2
13051,559,2,18362_2,0,13051,2,13610,559,2
13312,298,2,19077_1,0,13312,2,13610,298,2
12893,719,2,18003_1,0,12893,2,13612,719,2
8813,4805,2,10056_1,0,8813,2,13618,4805,2
12958,674,2,18119_1,0,12958,2,13632,674,2
13432,216,2,19425_1,0,13432,2,13648,216,2
13235,425,2,18848_1,0,13235,2,13660,425,2
13228,447,2,18824_1,0,13228,2,13675,447,2
13148,530,2,18520_1,0,13148,2,13678,530,2
11645,2065,2,15718_1,0,11645,2,13710,2065,2
13415,313,2,19390_1,0,13415,2,13728,313,2
13541,194,2,19683_1,0,13541,2,13735,194,2
9925,3824,2,11692_1,0,9925,2,13749,3824,2
9926,3825,2,11692_3,0,9926,2,13751,3825,2
9926,3834,2,11692_4,0,9926,2,13760,3834,2
9931,3835,2,11692_2,0,9931,2,13766,3835,2
13529,237,2,19664_1,0,13529,2,13766,237,2
13126,663,2,18479_1,0,13126,2,13789,663,2
13417,380,2,19419_1,0,13417,2,13797,380,2
13454,358,2,19505_1,0,13454,2,13812,358,2
13589,230,2,19795_1,0,13589,2,13819,230,2
13412,420,2,19387_1,0,13412,2,13832,420,2
13017,818,2,18256_1,0,13017,2,13835,818,2
13318,523,2,19080_1,0,13318,2,13841,523,2
13611,259,2,19856_1,0,13611,2,13870,259,2
13593,281,2,19798_1,0,13593,2,13874,281,2
13635,246,2,19911_1,0,13635,2,13881,246,2
12949,937,2,18093_1,0,12949,2,13886,937,2
12977,919,2,18174_1,0,12977,2,13896,919,2
12977,919,2,18174_2,0,12977,2,13896,919,2
13566,343,2,19759_1,0,13566,2,13909,343,2
13566,343,2,19759_3,0,13566,2,13909,343,2
13572,343,2,19759_4,0,13572,2,13915,343,2
13573,342,2,19759_2,0,13573,2,13915,342,2
13424,500,2,19417_1,0,13424,2,13924,500,2
13733,211,2,20240_1,0,13733,2,13944,211,2
13729,224,2,20234_1,0,13729,2,13953,224,2
13778,201,2,20362_1,0,13778,2,13979,201,2
13382,609,2,19310_1,0,13382,2,13991,609,2
13382,609,2,19310_2,0,13382,2,13991,609,2
13366,645,2,19257_1,0,13366,2,14011,645,2
13663,366,2,19981_1,0,13663,2,14029,366,2
13279,786,2,18990_1,0,13279,2,14065,786,2
13756,349,2,20295_1,0,13756,2,14105,349,2
13454,654,2,19507_1,0,13454,2,14108,654,2
13454,654,2,19507_2,0,13454,2,14108,654,2
13884,234,2,20478_1,0,13884,2,14118,234,2
13278,849,2,18992_1,0,13278,2,14127,849,2
13805,329,2,20389_1,0,13805,2,14134,329,2
13612,534,2,19859_1,0,13612,2,14146,534,2
13846,300,2,20461_1,0,13846,2,14146,300,2
13834,333,2,20432_1,0,13834,2,14167,333,2
13811,381,2,20387_1,0,13811,2,14192,381,2
13846,349,2,20463_1,0,13846,2,14195,349,2
13884,316,2,20475_1,0,13884,2,14200,316,2
13940,270,2,20511_1,0,13940,2,14210,270,2
9929,4285,2,11697_1,0,9929,2,14214,4285,2
9929,4285,2,11697_2,0,9929,2,14214,4285,2
13849,365,2,20467_1,0,13849,2,14214,365,2
14004,211,2,20546_1,0,14004,2,14215,211,2
13948,276,2,20521_1,0,13948,2,14224,276,2
9932,4296,2,11697_3,0,9932,2,14228,4296,2
11362,2867,2,15187_1,0,11362,2,14229,2867,2
9933,4300,2,11697_4,0,9933,2,14233,4300,2
13053,1180,2,18365_1,0,13053,2,14233,1180,2
13792,466,2,20381_1,0,13792,2,14258,466,2
13805,461,2,20392_1,0,13805,2,14266,461,2
13934,339,2,20508_1,0,13934,2,14273,339,2
13106,1188,2,18469_1,0,13106,2,14294,1188,2
13106,1188,2,18469_2,0,13106,2,14294,1188,2
12867,1445,2,17919_1,0,12867,2,14312,1445,2
12997,1321,2,18197_1,0,12997,2,14318,1321,2
14040,316,2,20563_1,0,14040,2,14356,316,2
14018,364,2,20553_1,0,14018,2,14382,364,2
11908,2500,2,16357_1,0,11908,2,14408,2500,2
12925,1493,2,18063_1,0,12925,2,14418,1493,2
14158,284,2,20596_1,0,14158,2,14442,284,2
13159,1294,2,18573_1,0,13159,2,14453,1294,2
14023,456,2,20558_1,0,14023,2,14479,456,2
14073,412,2,20572_1,0,14073,2,14485,412,2
13759,746,2,20301_1,0,13759,2,14505,746,2
13764,744,2,20301_2,0,13764,2,14508,744,2
13717,818,2,20188_1,0,13717,2,14535,818,2
13717,818,2,20188_2,0,13717,2,14535,818,2
12886,1665,2,17985_1,0,12886,2,14551,1665,2
12886,1667,2,17985_2,0,12886,2,14553,1667,2
12886,1667,2,17985_3,0,12886,2,14553,1667,2
12886,1667,2,17985_4,0,12886,2,14553,1667,2
12943,1619,2,18083_1,0,12943,2,14562,1619,2
12943,1619,2,18083_2,0,12943,2,14562,1619,2
14341,268,2,20670_1,0,14341,2,14609,268,2
14072,539,2,20570_1,0,14072,2,14611,539,2
14072,539,2,20570_2,0,14072,2,14611,539,2
14404,224,2,20693_1,0,14404,2,14628,224,2
14362,269,2,20676_1,0,14362,2,14631,269,2
14412,221,2,20705_1,0,14412,2,14633,221,2
13740,913,2,20269_1,0,13740,2,14653,913,2
13740,913,2,20269_2,0,13740,2,14653,913,2
14389,266,2,20691_1,0,14389,2,14655,266,2
14457,238,2,20722_1,0,14457,2,14695,238,2
14367,331,2,20679_1,0,14367,2,14698,331,2
14018,699,2,20555_1,0,14018,2,14717,699,2
14018,700,2,20555_2,0,14018,2,14718,700,2
14466,255,2,20728_1,0,14466,2,14721,255,2
13563,1159,2,19756_3,0,13563,2,14722,1159,2
14336,390,2,20662_1,0,14336,2,14726,390,2
13569,1159,2,19756_1,0,13569,2,14728,1159,2
13569,1159,2,19756_2,0,13569,2,14728,1159,2
13569,1159,2,19756_4,0,13569,2,14728,1159,2
14530,198,2,20762_1,0,14530,2,14728,198,2
14490,268,2,20741_1,0,14490,2,14758,268,2
14383,377,2,20684_1,0,14383,2,14760,377,2
14487,278,2,20738_1,0,14487,2,14765,278,2
14404,384,2,20696_1,0,14404,2,14788,384,2
14056,772,2,20566_1,0,14056,2,14828,772,2
14341,497,2,20665_1,0,14341,2,14838,497,2
14298,562,2,20650_1,0,14298,2,14860,562,2
14298,562,2,20650_2,0,14298,2,14860,562,2
14556,310,2,20767_1,0,14556,2,14866,310,2
14613,258,2,20809_1,0,14613,2,14871,258,2
14622,255,2,20827_1,0,14622,2,14877,255,2
14566,362,2,20777_1,0,14566,2,14928,362,2
14608,327,2,20803_1,0,14608,2,14935,327,2
14618,327,2,20816_1,0,14618,2,14945,327,2
14618,341,2,20819_1,0,14618,2,14959,341,2
14594,377,2,20793_1,0,14594,2,14971,377,2
14622,356,2,20824_1,0,14622,2,14978,356,2
14617,367,2,20821_1,0,14617,2,14984,367,2
14587,401,2,20790_1,0,14587,2,14988,401,2
14656,333,2,20835_1,0,14656,2,14989,333,2
14656,343,2,20837_1,0,14656,2,14999,343,2
14691,320,2,20862_1,0,14691,2,15011,320,2
13991,1024,2,20544_2,0,13991,2,15015,1024,2
13998,1022,2,20544_3,0,13998,2,15020,1022,2
13998,1023,2,20544_1,0,13998,2,15021,1023,2
13998,1023,2,20544_4,0,13998,2,15021,1023,2
14832,197,2,20933_1,0,14832,2,15029,197,2
9030,6029,2,10149_1,0,9030,2,15059,6029,2
14608,457,2,20801_1,0,14608,2,15065,457,2
14584,487,2,20787_1,0,14584,2,15071,487,2
14698,387,2,20870_1,0,14698,2,15085,387,2
14819,292,2,20921_1,0,14819,2,15111,292,2
14733,382,2,20882_1,0,14733,2,15115,382,2
14733,384,2,20885_1,0,14733,2,15117,384,2
14744,413,2,20894_1,0,14744,2,15157,413,2
14662,505,2,20843_2,0,14662,2,15167,505,2
14120,1056,2,20580_2,0,14120,2,15176,1056,2
14668,508,2,20843_1,0,14668,2,15176,508,2
14120,1057,2,20580_1,0,14120,2,15177,1057,2
14348,854,2,20673_1,0,14348,2,15202,854,2
14348,854,2,20673_2,0,14348,2,15202,854,2
14698,506,2,20868_1,0,14698,2,15204,506,2
14294,915,2,20648_1,0,14294,2,15209,915,2
14029,1182,2,20561_1,0,14029,2,15211,1182,2
14029,1182,2,20561_2,0,14029,2,15211,1182,2
14031,1181,2,20561_3,0,14031,2,15212,1181,2
14984,228,2,21009_1,0,14984,2,15212,228,2
14031,1183,2,20561_4,0,14031,2,15214,1183,2
14984,235,2,21014_1,0,14984,2,15219,235,2
14845,382,2,20936_1,0,14845,2,15227,382,2
14984,263,2,21020_1,0,14984,2,15247,263,2
14751,499,2,20897_1,0,14751,2,15250,499,2
13859,1398,2,20470_1,0,13859,2,15257,1398,2
14949,313,2,20996_1,0,14949,2,15262,313,2
14984,300,2,21025_1,0,14984,2,15284,300,2
15046,240,2,21054_1,0,15046,2,15286,240,2
15051,258,2,21056_1,0,15051,2,15309,258,2
9384,5970,2,10702_2,0,9384,2,15354,5970,2
9385,5969,2,10702_1,0,9385,2,15354,5969,2
9385,5969,2,10702_3,0,9385,2,15354,5969,2
9385,5969,2,10702_4,0,9385,2,15354,5969,2
15065,310,2,21059_1,0,15065,2,15375,310,2
14013,1367,2,20549_1,0,14013,2,15380,1367,2
15088,328,2,21067_1,0,15088,2,15416,328,2
15132,284,2,21078_1,0,15132,2,15416,284,2
15190,243,2,21175_1,0,15190,2,15433,243,2
9824,5613,2,11473_2,0,9824,2,15437,5613,2
9824,5613,2,11473_3,0,9824,2,15437,5613,2
9824,5621,2,11473_1,0,9824,2,15445,5621,2
9827,5621,2,11473_4,0,9827,2,15448,5621,2
15210,247,2,21229_1,0,15210,2,15457,247,2
15247,218,2,21284_1,0,15247,2,15465,218,2
9942,5525,2,11718_3,0,9942,2,15467,5525,2
9942,5526,2,11718_4,0,9942,2,15468,5526,2
9941,5531,2,11718_1,0,9941,2,15472,5531,2
9947,5526,2,11724_4,0,9947,2,15473,5526,2
14738,735,2,20887_1,0,14738,2,15473,735,2
14738,736,2,20887_2,0,14738,2,15474,736,2
9940,5535,2,11718_2,0,9940,2,15475,5535,2
9953,5524,2,11724_3,0,9953,2,15477,5524,2
15299,184,2,21489_1,0,15299,2,15483,184,2
9952,5534,2,11724_1,0,9952,2,15486,5534,2
15185,302,2,21142_1,0,15185,2,15487,302,2
9958,5534,2,11724_2,0,9958,2,15492,5534,2
11413,4081,2,15256_1,0,11413,2,15494,4081,2
14436,1082,2,20718_1,0,14436,2,15518,1082,2
15325,197,2,21578_1,0,15325,2,15522,197,2
14442,1082,2,20718_2,0,14442,2,15524,1082,2
15339,189,2,21584_1,0,15339,2,15528,189,2
14603,933,2,20806_1,0,14603,2,15536,933,2
13812,1725,2,20395_1,0,13812,2,15537,1725,2
14608,934,2,20806_2,0,14608,2,15542,934,2
15354,195,2,21586_1,0,15354,2,15549,195,2
15380,187,2,21599_1,0,15380,2,15567,187,2
15040,554,2,21051_2,0,15040,2,15594,554,2
9561,6034,2,11024_1,0,9561,2,15595,6034,2
9562,6033,2,11024_3,0,9562,2,15595,6033,2
9562,6033,2,11024_4,0,9562,2,15595,6033,2
15040,556,2,21051_1,0,15040,2,15596,556,2
15407,197,2,21609_1,0,15407,2,15604,197,2
9562,6048,2,11024_2,0,9562,2,15610,6048,2
15397,230,2,21605_1,0,15397,2,15627,230,2
15354,284,2,21592_1,0,15354,2,15638,284,2
15463,192,2,21639_1,0,15463,2,15655,192,2
14375,1281,2,20682_1,0,14375,2,15656,1281,2
9907,5750,2,11670_4,0,9907,2,15657,5750,2
9912,5745,2,11670_2,0,9912,2,15657,5745,2
9913,5748,2,11670_1,0,9913,2,15661,5748,2
15430,237,2,21623_1,0,15430,2,15667,237,2
9916,5752,2,11670_3,0,9916,2,15668,5752,2
15442,227,2,21631_1,0,15442,2,15669,227,2
14848,865,2,20939_1,0,14848,2,15713,865,2
14848,865,2,20939_2,0,14848,2,15713,865,2
15364,368,2,21594_1,0,15364,2,15732,368,2
15364,368,2,21594_2,0,15364,2,15732,368,2
15521,213,2,21680_1,0,15521,2,15734,213,2
15364,371,2,21594_3,0,15364,2,15735,371,2
15366,371,2,21594_4,0,15366,2,15737,371,2
10311,5428,2,12477_4,0,10311,2,15739,5428,2
10309,5436,2,12477_3,0,10309,2,15745,5436,2
10308,5440,2,12477_2,0,10308,2,15748,5440,2
10312,5441,2,12477_1,0,10312,2,15753,5441,2
15088,671,2,21070_1,0,15088,2,15759,671,2
15088,672,2,21070_2,0,15088,2,15760,672,2
15582,186,2,21725_2,0,15582,2,15768,186,2
15588,183,2,21725_1,0,15588,2,15771,183,2
15639,203,2,21810_1,0,15639,2,15842,203,2
15570,298,2,21697_1,0,15570,2,15868,298,2
15634,241,2,21797_1,0,15634,2,15875,241,2
15632,263,2,21812_1,0,15632,2,15895,263,2
15639,272,2,21805_1,0,15639,2,15911,272,2
15110,825,2,21073_1,0,15110,2,15935,825,2
15110,825,2,21073_2,0,15110,2,15935,825,2
15649,295,2,21816_1,0,15649,2,15944,295,2
15571,389,2,21700_1,0,15571,2,15960,389,2
15785,186,2,22026_1,0,15785,2,15971,186,2
15785,186,2,22026_2,0,15785,2,15971,186,2
15785,186,2,22026_3,0,15785,2,15971,186,2
15785,186,2,22026_4,0,15785,2,15971,186,2
15550,422,2,21689_1,0,15550,2,15972,422,2
15768,227,2,21996_1,0,15768,2,15995,227,2
15650,346,2,21819_1,0,15650,2,15996,346,2
15656,345,2,21821_1,0,15656,2,16001,345,2
15660,345,2,21824_1,0,15660,2,16005,345,2
15691,315,2,21856_1,0,15691,2,16006,315,2
15581,435,2,21706_1,0,15581,2,16016,435,2
15571,447,2,21703_1,0,15571,2,16018,447,2
15672,378,2,21828_1,0,15672,2,16050,378,2
15074,985,2,21063_2,0,15074,2,16059,985,2
15740,319,2,21951_1,0,15740,2,16059,319,2
15074,987,2,21063_1,0,15074,2,16061,987,2
15760,308,2,21994_1,0,15760,2,16068,308,2
15163,930,2,21092_1,0,15163,2,16093,930,2
15163,930,2,21092_2,0,15163,2,16093,930,2
15740,374,2,21954_1,0,15740,2,16114,374,2
13593,2588,2,19801_1,0,13593,2,16181,2588,2
15740,455,2,21956_1,0,15740,2,16195,455,2
15995,207,2,22506_1,0,15995,2,16202,207,2
15891,314,2,22126_1,0,15891,2,16205,314,2
16001,205,2,22506_2,0,16001,2,16206,205,2
15313,911,2,21522_1,0,15313,2,16224,911,2
15313,912,2,21522_2,0,15313,2,16225,912,2
15780,449,2,22022_1,0,15780,2,16229,449,2
16023,219,2,22693_1,0,16023,2,16242,219,2
16121,189,2,23000_1,0,16121,2,16310,189,2
15910,405,2,22138_1,0,15910,2,16315,405,2
15415,921,2,21617_1,0,15415,2,16336,921,2
16007,330,2,22526_1,0,16007,2,16337,330,2
15416,922,2,21617_2,0,15416,2,16338,922,2
16001,352,2,22529_1,0,16001,2,16353,352,2
16118,235,2,22981_1,0,16118,2,16353,235,2
16126,228,2,23010_1,0,16126,2,16354,228,2
16007,389,2,22532_1,0,16007,2,16396,389,2
16187,216,2,23139_1,0,16187,2,16403,216,2
13940,2479,2,20513_1,0,13940,2,16419,2479,2
16121,367,2,22984_1,0,16121,2,16488,367,2
16122,371,2,22984_2,0,16122,2,16493,371,2
16257,241,2,23321_1,0,16257,2,16498,241,2
15472,1080,2,21658_2,0,15472,2,16552,1080,2
15479,1079,2,21658_1,0,15479,2,16558,1079,2
16299,292,2,23404_1,0,16299,2,16591,292,2
16288,314,2,23388_1,0,16288,2,16602,314,2
15550,1062,2,21687_1,0,15550,2,16612,1062,2
16365,250,2,23536_1,0,16365,2,16615,250,2
16365,251,2,23536_2,0,16365,2,16616,251,2
16366,250,2,23536_5,0,16366,2,16616,250,2
16367,249,2,23536_3,0,16367,2,16616,249,2
16367,249,2,23536_4,0,16367,2,16616,249,2
16367,249,2,23536_6,0,16367,2,16616,249,2
15320,1299,2,21543_1,0,15320,2,16619,1299,2
16034,586,2,22749_1,0,16034,2,16620,586,2
16034,586,2,22749_2,0,16034,2,16620,586,2
15894,727,2,22129_1,0,15894,2,16621,727,2
