timestamp,cluster,nodes_owned,nodes_cur_cap,nodes_inuse,nodes_indemand,cores_owned,cores_cur_cap,cores_inuse,cores_indemand,jobs_waiting,jobs_running,jobs_done,work_max,work_cur,work_done
325,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,382200,7800,0
326,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,383376,7824,0
327,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,384552,7848,0
328,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,385728,7872,0
329,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,386904,7896,0
330,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,388080,7920,0
331,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,389256,7944,0
332,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,390432,7968,0
333,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,391608,7992,0
334,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,392784,8016,0
335,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,393960,8040,0
336,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,395136,8064,0
337,hpc_main,49,49,1,0,1176,1176,24,0,0,1,0,396312,8088,0
