timestamp,cluster,nodes_owned,nodes_cur_cap,nodes_inuse,nodes_indemand,cores_owned,cores_cur_cap,cores_inuse,cores_indemand,jobs_waiting,jobs_running,jobs_done,work_max,work_cur,work_done
26,bigdata_main,26,26,2,2,624,624,28,30,15,14,0,16224,728,0
27,bigdata_main,26,26,2,1,624,624,38,20,10,19,0,16848,1026,0
28,bigdata_main,26,26,2,1,624,624,38,20,10,19,0,17472,1064,0
29,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,18096,1682,0
30,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,18720,1740,0
31,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,19344,1798,0
32,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,19968,1856,0
33,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,20592,1914,0
34,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,21216,1972,0
35,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,21840,2030,0
36,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,22464,2088,0
37,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,23088,2146,0
38,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,23712,2204,0
39,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,24336,2262,0
40,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,24960,2320,0
41,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,25584,2378,0
42,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,26208,2436,0
43,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,26832,2494,0
44,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,27456,2552,0
45,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,28080,2610,0
46,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,28704,2668,0
47,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,29328,2726,0
48,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,29952,2784,0
49,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,30576,2842,0
50,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,31200,2900,0
51,bigdata_main,26,26,3,0,624,624,58,0,0,29,0,31824,2958,0
52,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,32448,3016,0
53,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,33072,3074,0
54,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,33696,3132,0
55,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,34320,3190,0
56,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,34944,3248,0
57,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,35568,3306,0
58,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,36192,3364,0
59,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,36816,3422,0
60,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,37440,3480,0
61,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,38064,3538,0
62,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,38688,3596,0
63,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,39312,3654,0
64,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,39936,3712,0
65,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,40560,3770,0
66,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,41184,3828,0
67,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,41808,3886,0
68,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,42432,3944,0
69,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,43056,4002,0
70,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,43680,4060,0
71,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,44304,4118,0
72,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,44928,4176,0
73,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,45552,4234,0
74,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,46176,4292,0
75,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,46800,4350,0
76,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,47424,4408,0
77,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,48048,4466,0
78,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,48672,4524,0
79,bigdata_main,26,26,3,1,624,624,58,1,1,29,0,49296,4582,0
80,bigdata_main,26,26,3,1,624,624,58,7,4,29,0,49920,4640,0
81,bigdata_main,26,26,3,1,624,624,58,7,4,29,0,50544,4698,0
82,bigdata_main,26,26,3,1,624,624,58,7,4,29,0,51168,4756,0
83,bigdata_main,26,26,3,1,624,624,58,7,4,29,0,51792,4814,0
84,bigdata_main,26,26,3,1,624,624,58,7,4,29,0,52416,4872,0
85,bigdata_main,26,26,3,1,624,624,58,19,10,29,0,53040,4930,0
86,bigdata_main,26,26,3,1,624,624,58,19,10,29,0,53664,4988,0
87,bigdata_main,26,26,3,1,624,624,58,19,10,29,0,54288,5046,0
88,bigdata_main,26,26,3,1,624,624,64,13,7,32,0,54912,5632,0
89,bigdata_main,26,26,3,1,624,624,64,13,7,32,0,55536,5696,0
90,bigdata_main,26,26,3,1,624,624,64,13,7,32,0,56160,5760,0
91,bigdata_main,26,26,3,2,624,624,64,37,19,32,0,56784,5824,0
92,bigdata_main,26,26,3,2,624,624,64,37,19,32,0,57408,5888,0
93,bigdata_main,26,26,3,2,624,624,64,37,19,32,0,58032,5952,0
94,bigdata_main,26,26,3,2,624,624,64,37,19,32,0,58656,6016,0
95,bigdata_main,26,26,4,2,624,624,76,25,13,38,0,59280,7220,0
96,bigdata_main,26,26,4,2,624,624,76,25,13,38,0,59904,7296,0
97,bigdata_main,26,26,4,2,624,624,76,25,13,38,0,60528,7372,0
98,bigdata_main,26,26,4,1,624,624,78,23,12,39,0,61152,7644,0
99,bigdata_main,26,26,4,1,624,624,78,23,12,39,0,61776,7722,0
100,bigdata_main,26,26,4,1,624,624,78,23,12,39,0,62400,7800,0
101,bigdata_main,26,26,4,1,624,624,80,21,11,40,0,63024,8080,0
102,bigdata_main,26,26,4,1,624,624,80,21,11,40,0,63648,8160,0
103,bigdata_main,26,26,4,1,624,624,84,17,9,42,0,64272,8652,0
104,bigdata_main,26,26,4,1,624,624,84,17,9,42,0,64896,8736,0
105,bigdata_main,26,26,4,1,624,624,96,5,3,48,0,65520,10080,0
106,bigdata_main,26,26,5,1,624,624,100,1,1,50,0,66144,10600,0
107,bigdata_main,26,26,5,1,624,624,100,1,1,50,0,66768,10700,0
108,bigdata_main,26,26,5,1,624,624,100,1,1,50,0,67392,10800,0
109,bigdata_main,26,26,5,1,624,624,100,1,1,50,0,68016,10900,0
110,bigdata_main,26,26,5,1,624,624,100,3,2,50,0,68640,11000,0
111,bigdata_main,26,26,5,1,624,624,100,3,2,50,0,69264,11100,0
112,bigdata_main,26,26,5,1,624,624,100,3,2,50,0,69888,11200,0
113,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,70512,11300,0
114,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,71136,11400,0
115,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,71760,11500,0
116,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,72384,11600,0
117,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,73008,11700,0
118,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,73632,11800,0
119,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,74256,11900,0
120,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,74880,12000,0
121,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,75504,12100,0
122,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,76128,12200,0
123,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,76752,12300,0
124,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,77376,12400,0
125,bigdata_main,26,26,5,1,624,624,100,13,7,50,0,78000,12500,0
126,bigdata_main,26,26,5,1,624,624,102,11,6,51,0,78624,12852,0
127,bigdata_main,26,26,5,1,624,624,102,11,6,51,0,79248,12954,0
128,bigdata_main,26,26,5,1,624,624,102,11,6,51,0,79872,13056,0
129,bigdata_main,26,26,5,1,624,624,102,11,6,51,0,80496,13158,0
130,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,81120,14560,0
131,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,81744,14672,0
132,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,82368,14784,0
133,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,82992,14896,0
134,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,83616,15008,0
135,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,84240,15120,0
136,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,84864,15232,0
137,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,85488,15344,0
138,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,86112,15456,0
139,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,86736,15568,0
140,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,87360,15680,0
141,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,87984,15792,0
142,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,88608,15904,0
143,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,89232,16016,0
144,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,89856,16128,0
145,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,90480,16240,0
146,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,91104,16352,0
147,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,91728,16464,0
148,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,92352,16576,0
149,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,92976,16688,0
150,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,93600,16800,0
151,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,94224,16912,0
152,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,94848,17024,0
153,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,95472,17136,0
154,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,96096,17248,0
155,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,96720,17360,0
156,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,97344,17472,0
157,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,97968,17584,0
158,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,98592,17696,0
159,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,99216,17808,0
160,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,99840,17920,0
161,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,100464,18032,0
162,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,101088,18144,0
163,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,101712,18256,0
164,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,102336,18368,0
165,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,102960,18480,0
166,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,103584,18592,0
167,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,104208,18704,0
168,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,104832,18816,0
169,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,105456,18928,0
170,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,106080,19040,0
171,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,106704,19152,0
172,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,107328,19264,0
173,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,107952,19376,0
174,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,108576,19488,0
175,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,109200,19600,0
176,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,109824,19712,0
177,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,110448,19824,0
178,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,111072,19936,0
179,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,111696,20048,0
180,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,112320,20160,0
181,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,112944,20272,0
182,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,113568,20384,0
183,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,114192,20496,0
184,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,114816,20608,0
185,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,115440,20720,0
186,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,116064,20832,0
187,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,116688,20944,0
188,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,117312,21056,0
189,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,117936,21168,0
190,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,118560,21280,0
191,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,119184,21392,0
192,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,119808,21504,0
193,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,120432,21616,0
194,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,121056,21728,0
195,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,121680,21840,0
196,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,122304,21952,0
197,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,122928,22064,0
198,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,123552,22176,0
199,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,124176,22288,0
200,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,124800,22400,0
201,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,125424,22512,0
202,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,126048,22624,0
203,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,126672,22736,0
204,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,127296,22848,0
205,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,127920,22960,0
206,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,128544,23072,0
207,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,129168,23184,0
208,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,129792,23296,0
209,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,130416,23408,0
210,bigdata_main,26,26,5,1,624,624,112,1,1,56,0,131040,23520,0
211,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,131664,21944,1524.0
212,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,132288,22048,1524.0
213,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,132912,22152,1524.0
214,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,133536,22256,1524.0
215,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,134160,22360,1524.0
216,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,134784,22464,1524.0
217,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,135408,22568,1524.0
218,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,136032,22672,1524.0
219,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,136656,22776,1524.0
220,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,137280,22880,1524.0
221,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,137904,22984,1524.0
222,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,138528,23088,1524.0
223,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,139152,23192,1524.0
224,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,139776,23296,1524.0
225,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,140400,23400,1524.0
226,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,141024,23504,1524.0
227,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,141648,23608,1524.0
228,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,142272,23712,1524.0
229,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,142896,23816,1524.0
230,bigdata_main,26,26,5,1,624,624,104,1,1,52,4,143520,23920,1524.0
231,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,144144,24024,1524.0
232,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,144768,24128,1524.0
233,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,145392,24232,1524.0
234,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,146016,24336,1524.0
235,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,146640,24440,1524.0
236,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,147264,24544,1524.0
237,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,147888,24648,1524.0
238,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,148512,24752,1524.0
239,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,149136,24856,1524.0
240,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,149760,24960,1524.0
241,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,150384,25064,1524.0
242,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,151008,25168,1524.0
243,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,151632,25272,1524.0
244,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,152256,25376,1524.0
245,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,152880,25480,1524.0
246,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,153504,25584,1524.0
247,bigdata_main,26,26,5,1,624,624,104,5,3,52,4,154128,25688,1524.0
248,bigdata_main,26,26,5,1,624,624,106,3,2,53,4,154752,26288,1524.0
249,bigdata_main,26,26,5,1,624,624,108,1,1,54,4,155376,26892,1524.0
250,bigdata_main,26,26,5,1,624,624,108,1,1,54,4,156000,27000,1524.0
251,bigdata_main,26,26,5,1,624,624,108,1,1,54,4,156624,27108,1524.0
252,bigdata_main,26,26,5,1,624,624,108,1,1,54,4,157248,27216,1524.0
253,bigdata_main,26,26,5,1,624,624,108,1,1,54,4,157872,27324,1524.0
254,bigdata_main,26,26,5,1,624,624,108,5,3,54,4,158496,27432,1524.0
255,bigdata_main,26,26,5,1,624,624,108,5,3,54,4,159120,27540,1524.0
256,bigdata_main,26,26,5,1,624,624,108,5,3,54,4,159744,27648,1524.0
257,bigdata_main,26,26,5,1,624,624,108,5,3,54,4,160368,27756,1524.0
258,bigdata_main,26,26,5,1,624,624,108,5,3,54,4,160992,27864,1524.0
259,bigdata_main,26,26,5,1,624,624,108,5,3,54,4,161616,27972,1524.0
260,bigdata_main,26,26,5,1,624,624,108,5,3,54,4,162240,28080,1524.0
261,bigdata_main,26,26,5,1,624,624,108,5,3,54,4,162864,28188,1524.0
262,bigdata_main,26,26,5,1,624,624,108,5,3,54,4,163488,28296,1524.0
263,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,164112,28404,1524.0
264,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,164736,28512,1524.0
265,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,165360,28620,1524.0
266,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,165984,28728,1524.0
267,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,166608,28836,1524.0
268,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,167232,28944,1524.0
269,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,167856,29052,1524.0
270,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,168480,29160,1524.0
271,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,169104,29268,1524.0
272,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,169728,29376,1524.0
273,bigdata_main,26,26,5,1,624,624,108,9,5,54,4,170352,29484,1524.0
274,bigdata_main,26,26,5,1,624,624,112,5,3,56,4,170976,30688,1524.0
275,bigdata_main,26,26,5,1,624,624,112,17,9,56,4,171600,30800,1524.0
276,bigdata_main,26,26,5,1,624,624,112,17,9,56,4,172224,30912,1524.0
277,bigdata_main,26,26,5,1,624,624,112,17,9,56,4,172848,31024,1524.0
278,bigdata_main,26,26,5,1,624,624,112,17,9,56,4,173472,31136,1524.0
279,bigdata_main,26,26,5,1,624,624,112,17,9,56,4,174096,31248,1524.0
280,bigdata_main,26,26,5,1,624,624,112,17,9,56,4,174720,31360,1524.0
281,bigdata_main,26,26,5,1,624,624,112,17,9,56,4,175344,31472,1524.0
282,bigdata_main,26,26,5,1,624,624,112,17,9,56,4,175968,31584,1524.0
283,bigdata_main,26,26,5,1,624,624,114,15,8,57,4,176592,32262,1524.0
284,bigdata_main,26,26,5,1,624,624,114,15,8,57,4,177216,32376,1524.0
285,bigdata_main,26,26,5,1,624,624,116,13,7,58,4,177840,33060,1524.0
286,bigdata_main,26,26,5,1,624,624,116,13,7,58,4,178464,33176,1524.0
287,bigdata_main,26,26,5,1,624,624,116,13,7,58,4,179088,33292,1524.0
288,bigdata_main,26,26,5,1,624,624,116,13,7,58,4,179712,33408,1524.0
289,bigdata_main,26,26,5,1,624,624,116,13,7,58,4,180336,33524,1524.0
290,bigdata_main,26,26,5,1,624,624,116,13,7,58,4,180960,33640,1524.0
291,bigdata_main,26,26,5,1,624,624,116,13,7,58,4,181584,33756,1524.0
292,bigdata_main,26,26,5,1,624,624,116,13,7,58,4,182208,33872,1524.0
293,bigdata_main,26,26,5,1,624,624,118,11,6,59,4,182832,34574,1524.0
294,bigdata_main,26,26,5,1,624,624,120,9,5,60,4,183456,35280,1524.0
295,bigdata_main,26,26,5,1,624,624,120,9,5,60,4,184080,35400,1524.0
296,bigdata_main,26,26,5,1,624,624,120,9,5,60,4,184704,35520,1524.0
297,bigdata_main,26,26,6,1,624,624,124,5,3,62,4,185328,36828,1524.0
298,bigdata_main,26,26,6,1,624,624,126,3,2,63,4,185952,37548,1524.0
299,bigdata_main,26,26,6,1,624,624,126,3,2,63,4,186576,37674,1524.0
300,bigdata_main,26,26,6,1,624,624,128,5,3,64,4,187200,38400,1524.0
301,bigdata_main,26,26,6,1,624,624,128,5,3,64,4,187824,38528,1524.0
302,bigdata_main,26,26,6,1,624,624,128,5,3,64,4,188448,38656,1524.0
303,bigdata_main,26,26,6,1,624,624,128,5,3,64,4,189072,38784,1524.0
304,bigdata_main,26,26,6,1,624,624,128,11,6,64,4,189696,38912,1524.0
305,bigdata_main,26,26,6,1,624,624,128,11,6,64,4,190320,39040,1524.0
306,bigdata_main,26,26,6,1,624,624,128,11,6,64,4,190944,39168,1524.0
307,bigdata_main,26,26,6,1,624,624,128,11,6,64,4,191568,39296,1524.0
308,bigdata_main,26,26,6,1,624,624,128,11,6,64,4,192192,39424,1524.0
309,bigdata_main,26,26,6,1,624,624,128,11,6,64,4,192816,39552,1524.0
310,bigdata_main,26,26,6,1,624,624,128,11,6,64,4,193440,39680,1524.0
311,bigdata_main,26,26,6,1,624,624,128,11,6,64,4,194064,39808,1524.0
312,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,194688,38688,2656.0
313,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,195312,38812,2656.0
314,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,195936,38936,2656.0
315,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,196560,39060,2656.0
316,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,197184,39184,2656.0
317,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,197808,39308,2656.0
318,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,198432,39432,2656.0
319,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,199056,39556,2656.0
320,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,199680,39680,2656.0
321,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,200304,39804,2656.0
322,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,200928,39928,2656.0
323,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,201552,40052,2656.0
324,bigdata_main,26,26,6,1,624,624,124,11,6,62,6,202176,40176,2656.0
325,bigdata_main,26,26,6,1,624,624,124,9,5,62,7,202800,40300,3256.0
326,bigdata_main,26,26,6,1,624,624,124,7,4,62,8,203424,40424,3858.0
327,bigdata_main,26,26,6,1,624,624,124,7,4,62,8,204048,40548,3858.0
328,bigdata_main,26,26,6,1,624,624,122,7,4,61,9,204672,40016,4464.0
329,bigdata_main,26,26,6,1,624,624,122,5,3,61,10,205296,40138,5072.0
330,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,205920,41580,5072.0
331,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,206544,41706,5072.0
332,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,207168,41832,5072.0
333,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,207792,41958,5072.0
334,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,208416,42084,5072.0
335,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,209040,42210,5072.0
336,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,209664,42336,5072.0
337,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,210288,42462,5072.0
338,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,210912,42588,5072.0
339,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,211536,42714,5072.0
340,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,212160,42840,5072.0
341,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,212784,42966,5072.0
342,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,213408,43092,5072.0
343,bigdata_main,26,26,6,1,624,624,126,1,1,63,10,214032,43218,5072.0
